"","MIR34","SNAIL1","HA","MIR1199","HAS2","GRHL2","ESRP1","ZEB1","TGFB","MIR340","MIR190","CD44s","CD24","MIR200"
"MIR200",-0.00577445535897234,0.0869951221025221,0.08252074631022,0.0824385770415265,0.0824385770415265,0.0824385770415265,0.0824385770415265,-0.0824073368041007,0.195473024697201,-0.0824385770415265,-0.0824385770415265,-0.08252074631022,-0.08252074631022,0.00577445535897234
"HAS2",0.07159495702226,0.0677524911307588,0.159048800661704,0.0580587016518029,0.0580587016518029,0.0580587016518029,0.0580587016518029,-0.058529289887097,0.00234174542856215,-0.0580587016518029,-0.0580587016518029,-0.0590488006617039,-0.0590488006617039,-0.07159495702226
"MIR340",0.0716711184845601,0.0675126829772816,0.0580587016518029,0.058529289887097,0.058529289887097,0.058529289887097,0.058529289887097,-0.0582141165417571,0.00208533517215189,-0.058529289887097,-0.058529289887097,-0.0580587016518029,-0.0580587016518029,-0.0716711184845601
"MIR1199",0.0716711184845601,0.0675126829772816,0.0580587016518029,0.058529289887097,0.058529289887097,0.058529289887097,0.058529289887097,-0.0582141165417571,0.00208533517215189,-0.058529289887097,-0.058529289887097,-0.0580587016518029,-0.0580587016518029,-0.0716711184845601
"HA",0.0716711184845601,0.0675126829772816,0.0580587016518029,0.058529289887097,0.058529289887097,0.058529289887097,0.058529289887097,-0.0582141165417571,0.00208533517215189,-0.058529289887097,-0.058529289887097,-0.0580587016518029,-0.0580587016518029,-0.0716711184845601
"CD44s",0.0716711184845601,0.0675126829772816,0.0580587016518029,0.058529289887097,0.058529289887097,0.058529289887097,0.058529289887097,-0.0582141165417571,0.00208533517215189,-0.058529289887097,-0.058529289887097,-0.0580587016518029,-0.0580587016518029,-0.0716711184845601
"CD24",0.0716711184845601,0.0675126829772816,0.0580587016518029,0.058529289887097,0.058529289887097,0.058529289887097,0.058529289887097,-0.0582141165417571,0.00208533517215189,-0.058529289887097,-0.058529289887097,-0.0580587016518029,-0.0580587016518029,-0.0716711184845601
"ZEB1",-0.0715559111112882,-0.0675724915897218,-0.058529289887097,-0.0582141165417571,-0.0582141165417571,-0.0582141165417571,-0.0582141165417571,-0.0416364562624933,-0.002224031427353,0.0582141165417571,0.0582141165417571,0.058529289887097,0.058529289887097,0.0715559111112882
"MIR190",0.0659538378958669,-0.0161692632262253,0.0140242763772176,0.015386674197381,0.015386674197381,0.015386674197381,0.015386674197381,-0.0147744292994219,-0.17127427190012,-0.015386674197381,-0.015386674197381,-0.0140242763772176,-0.0140242763772176,-0.0659538378958669
"GRHL2",-0.0141147477009764,0.059409382606756,-0.0127485484858528,-0.012141436603806,-0.012141436603806,-0.012141436603806,-0.012141436603806,0.012499626118622,0.00277318003071083,0.012141436603806,0.012141436603806,0.0127485484858528,-0.0872514515141472,0.0141147477009764
"SNAIL1",-0.0656842693735075,-0.0837295733949179,-0.0147744292994219,-0.014964182620105,-0.014964182620105,-0.014964182620105,-0.014964182620105,0.0148932908010209,0.0710619576750671,0.014964182620105,0.014964182620105,0.0147744292994219,0.0147744292994219,0.0656842693735075
"TGFB",-0.0655627036064275,0.0161692632262253,-0.015386674197381,-0.0147744292994219,-0.0147744292994219,-0.0147744292994219,-0.0147744292994219,0.014964182620105,0.0710619576750671,0.0147744292994219,0.0147744292994219,0.015386674197381,0.015386674197381,0.0655627036064275
"MIR34",-0.0655627036064275,0.0161692632262253,-0.015386674197381,-0.0147744292994219,-0.0147744292994219,-0.0147744292994219,-0.0147744292994219,0.014964182620105,0.0710619576750671,0.0147744292994219,0.0147744292994219,0.015386674197381,0.015386674197381,0.0655627036064275
"ESRP1",-0.07159495702226,-0.0677524911307588,-0.0590488006617039,-0.0580587016518029,-0.0580587016518029,-0.0580587016518029,-0.0580587016518029,0.058529289887097,-0.00234174542856215,0.0580587016518029,0.0580587016518029,-0.0409511993382961,0.0590488006617039,0.07159495702226
