"","MIR34","ZEB1","MIR340","MIR190","MIR1199","HAS2","ESRP1","TGFB","MIR200","HA","CD44s","CD24","GRHL2","SNAIL1"
"SNAIL1",-0.155379751489034,-0.100037142663668,0.0999378941169506,0.0999378941169506,0.0999378941169506,0.0999378941169506,0.0999378941169506,0.23587001528633,0.254649933322841,-0.0996722394679943,-0.0996722394679943,-0.0996722394679943,-0.0999378941169506,0.211322703070457
"ZEB1",-0.146496468156499,-0.0580158509541421,-0.0421999883286073,-0.0421999883286073,-0.0421999883286073,-0.0421999883286073,-0.0421999883286073,-0.00793866320712716,0.0149388462368291,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.0421999883286073,0.259154642088497
"MIR1199",0.146554071843135,-0.0421999883286073,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.00687532525058532,-0.0151692609833729,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.0420649140377474,-0.258855599026296
"HA",0.146554071843135,-0.0421999883286073,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.00687532525058532,-0.0151692609833729,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.0420649140377474,-0.258855599026296
"CD44s",0.146554071843135,-0.0421999883286073,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.0420649140377474,0.00687532525058532,-0.0151692609833729,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.0420649140377474,-0.258855599026296
"HAS2",-0.146934879154635,0.0420649140377474,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.00431122268648276,0.0164640058424742,-0.0609511993382961,0.0390488006617039,0.0390488006617039,0.0413590316848062,0.259255279282091
"ESRP1",-0.146934879154635,0.0420649140377474,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.0413590316848062,-0.00431122268648276,0.0164640058424742,0.0390488006617039,-0.0609511993382961,0.0390488006617039,0.0413590316848062,0.259255279282091
"MIR340",-0.146554071843135,0.0421999883286073,-0.0420649140377474,-0.0420649140377474,-0.0420649140377474,-0.0420649140377474,-0.0420649140377474,-0.00687532525058532,0.0151692609833729,0.0413590316848062,0.0413590316848062,0.0413590316848062,0.0420649140377474,0.258855599026296
"CD24",-0.146554071843135,0.0421999883286073,-0.0420649140377474,-0.0420649140377474,-0.0420649140377474,-0.0420649140377474,-0.0420649140377474,-0.00687532525058532,0.0151692609833729,0.0413590316848062,0.0413590316848062,0.0413590316848062,0.0420649140377474,0.258855599026296
"MIR200",-0.0119491960622357,0.0799783421916223,-0.0797596605296417,-0.0797596605296417,-0.0797596605296417,-0.0797596605296417,-0.0797596605296417,-0.0743255959130807,-0.171452519725091,0.0791844756487871,0.0791844756487871,0.0791844756487871,0.0797596605296417,-0.0480604269664935
"MIR190",0.155258185721954,0.0996722394679943,-0.0992640762026882,-0.0992640762026882,-0.0992640762026882,-0.0992640762026882,-0.0992640762026882,-0.135180374092303,-0.253666471022018,0.0989915966386554,0.0989915966386554,0.0989915966386554,0.0992640762026882,-0.310257886639553
"TGFB",0.155258185721954,0.0999378941169506,-0.0996722394679943,-0.0996722394679943,-0.0996722394679943,-0.0996722394679943,-0.0996722394679943,-0.235392688317356,-0.254187983407937,0.0992640762026882,0.0992640762026882,0.0992640762026882,0.0996722394679943,-0.311069794623315
"MIR34",0.155258185721954,0.0999378941169506,-0.0996722394679943,-0.0996722394679943,-0.0996722394679943,-0.0996722394679943,-0.0996722394679943,-0.235392688317356,-0.254187983407937,0.0992640762026882,0.0992640762026882,0.0992640762026882,0.0996722394679943,-0.311069794623315
"GRHL2",-0.252410341864727,0.157390370484089,-0.157097306335603,-0.157097306335603,-0.157097306335603,-0.157097306335603,-0.157097306335603,-0.116181171701748,-0.0897691326913646,0.155969812840373,0.155969812840373,0.255969812840373,0.157097306335603,0.285528804274106
