"","MIR200","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","CD44s","SNAIL1","MIR34","TGFB","ZEB1","HA","CD24"
"MIR340",0.168321242096036,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150991736890811,0.147636071950832,0.0897350822518678,-0.0231274347408261,-0.150836322000857,-0.150991736890811,-0.150991736890811
"MIR1199",0.168321242096036,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150991736890811,0.147636071950832,0.0897350822518678,-0.0231274347408261,-0.150836322000857,-0.150991736890811,-0.150991736890811
"CD44s",0.168321242096036,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150991736890811,0.147636071950832,0.0897350822518678,-0.0231274347408261,-0.150836322000857,-0.150991736890811,-0.150991736890811
"CD24",0.168321242096036,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150521148655517,0.150991736890811,0.147636071950832,0.0897350822518678,-0.0231274347408261,-0.150836322000857,-0.150991736890811,-0.150991736890811
"HAS2",0.168397403558336,0.150991736890811,0.150991736890811,0.150991736890811,0.150991736890811,0.150991736890811,0.150991736890811,0.15066170388751,0.147076519592718,0.0902682124879683,-0.0231274347408261,-0.150521148655517,-0.25066170388751,-0.15066170388751
"ESRP1",0.168397403558336,0.150991736890811,0.150991736890811,0.150991736890811,0.150991736890811,0.150991736890811,0.150991736890811,0.25066170388751,0.147076519592718,0.0902682124879683,-0.0231274347408261,-0.150521148655517,-0.15066170388751,-0.15066170388751
"SNAIL1",0.214941277218711,0.097523906225348,0.097523906225348,0.097523906225348,0.097523906225348,0.097523906225348,0.097523906225348,0.0977895608743043,0.140057893132267,-0.117384606568367,-0.143474319296132,-0.0975664413167984,-0.0977895608743043,-0.0977895608743043
"MIR34",0.215111469292623,0.0977895608743043,0.0977895608743043,0.0977895608743043,0.0977895608743043,0.0977895608743043,0.0977895608743043,0.0973813976089982,0.239855566374554,-0.117214414494455,-0.143474319296132,-0.097523906225348,-0.0973813976089982,-0.0973813976089982
"ZEB1",-0.168724467902487,-0.150836322000857,-0.150836322000857,-0.150836322000857,-0.150836322000857,-0.150836322000857,-0.150836322000857,-0.150521148655517,-0.147636071950832,-0.0897350822518678,0.0232661309960272,0.0509193371096063,0.150521148655517,0.150521148655517
"TGFB",-0.215111469292623,-0.0977895608743043,-0.0977895608743043,-0.0977895608743043,-0.0977895608743043,-0.0977895608743043,-0.0977895608743043,-0.0973813976089982,-0.239855566374554,0.117214414494455,0.143474319296132,0.097523906225348,0.0973813976089982,0.0973813976089982
"MIR190",-0.214850713099663,-0.0973813976089982,-0.0973813976089982,-0.0973813976089982,-0.0973813976089982,-0.0973813976089982,-0.0973813976089982,-0.0965639589169001,-0.239855566374554,0.117475170687415,0.243049690846026,0.0977895608743043,0.0965639589169001,0.0965639589169001
"MIR200",-0.0120104370928583,-0.113826221984864,-0.113826221984864,-0.113826221984864,-0.113826221984864,-0.113826221984864,-0.113826221984864,-0.114401406865718,0.0846229778199141,-0.19698518074486,-0.195021557428578,0.113919942697141,0.114401406865718,0.114401406865718
"HA",-0.168321242096036,-0.150521148655517,-0.150521148655517,-0.150521148655517,-0.150521148655517,-0.150521148655517,-0.150521148655517,-0.150991736890811,-0.147636071950832,-0.0897350822518678,0.0231274347408261,0.150836322000857,0.150991736890811,0.150991736890811
"GRHL2",-0.267408482280772,-0.234389678257404,-0.234389678257404,-0.234389678257404,-0.234389678257404,-0.234389678257404,-0.234389678257404,-0.234649869063996,-0.173408246498078,-0.17872644884899,0.0256249905369513,0.234487366306899,0.234649869063996,0.134649869063996
