"","CD44s","CD24","MIR1199","HAS2","MIR200","SNAIL1","ZEB1","TGFB","MIR340","MIR190","GRHL2","ESRP1","MIR34","HA"
"TGFB",0.0713079951932332,0.0713079951932332,0.0790630972340495,0.0790630972340495,-0.0580273576140031,0.0901015959675767,-0.0853249568165922,0.0983035648507587,-0.0790630972340495,-0.0790630972340495,-0.0790630972340495,-0.0790630972340495,-0.134870832914662,-0.0713079951932332
"SNAIL1",0.0790630972340495,0.0790630972340495,0.0853249568165922,0.0853249568165922,-0.0534807979252114,-0.00767280969757248,-0.0798379300194846,0.097746683386956,-0.0853249568165922,-0.0853249568165922,-0.0853249568165922,-0.0853249568165922,-0.13834761385315,-0.0790630972340495
"MIR340",0.0725243020579974,0.0725243020579974,0.0974654785285856,0.0974654785285856,0.0814064380788922,0.0626493425906372,-0.0766190129725298,0.00184848183571467,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0878409845960752,-0.0725243020579974
"HA",0.0725243020579974,0.0725243020579974,0.0974654785285856,0.0974654785285856,0.0814064380788922,0.0626493425906372,-0.0766190129725298,0.00184848183571467,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0878409845960752,-0.0725243020579974
"CD44s",0.0725243020579974,0.0725243020579974,0.0974654785285856,0.0974654785285856,0.0814064380788922,0.0626493425906372,-0.0766190129725298,0.00184848183571467,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0878409845960752,-0.0725243020579974
"CD24",0.0725243020579974,0.0725243020579974,0.0974654785285856,0.0974654785285856,0.0814064380788922,0.0626493425906372,-0.0766190129725298,0.00184848183571467,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0974654785285856,-0.0878409845960752,-0.0725243020579974
"ZEB1",-0.0974654785285856,-0.0974654785285856,-0.0766190129725298,-0.0766190129725298,-0.0651621984475558,-0.0645632181887233,-0.0347208508826919,-0.000692679709038757,0.0766190129725298,0.0766190129725298,0.0766190129725298,0.0766190129725298,0.0774147173149692,0.0974654785285856
"GRHL2",-0.0119217879280746,-0.111921787928075,-0.00125396485782309,-0.00125396485782309,-0.01698799125534,0.0592063161598871,0.0232337759942607,0.00178541972905719,0.00125396485782309,0.00125396485782309,0.00125396485782309,0.00125396485782309,0.00852134204446246,0.0119217879280746
"MIR1199",-0.0725243020579974,-0.0725243020579974,-0.0974654785285856,-0.0974654785285856,-0.0814064380788922,-0.0626493425906372,0.0766190129725298,-0.00184848183571467,0.0974654785285856,0.0974654785285856,0.0974654785285856,0.0974654785285856,0.0878409845960752,0.0725243020579974
"MIR190",-0.08411453470277,-0.08411453470277,-0.0713079951932332,-0.0713079951932332,0.0638943719555937,-0.0915900939378068,0.0790630972340495,-0.197878936400653,0.0713079951932332,0.0713079951932332,0.0713079951932332,0.0713079951932332,0.130829111923789,0.08411453470277
"MIR34",-0.0713079951932332,-0.0713079951932332,-0.0790630972340495,-0.0790630972340495,0.0580273576140031,-0.0901015959675767,0.0853249568165922,-0.0983035648507587,0.0790630972340495,0.0790630972340495,0.0790630972340495,0.0790630972340495,0.134870832914662,0.0713079951932332
"MIR200",-0.0891689192539949,-0.0891689192539949,-0.102726848588424,-0.102726848588424,0.0105783116261495,-0.114727521291144,0.0906368767046375,-0.205204799783596,0.102726848588424,0.102726848588424,0.102726848588424,0.102726848588424,0.202671965365833,0.0891689192539949
"HAS2",-0.043151364764268,-0.043151364764268,-0.0725243020579974,-0.0725243020579974,-0.0633561715137742,-0.0545758014235709,0.0974654785285856,-0.00466899465622749,0.0725243020579974,0.0725243020579974,0.0725243020579974,0.0725243020579974,0.073598791145961,-0.056848635235732
"ESRP1",-0.143151364764268,-0.043151364764268,-0.0725243020579974,-0.0725243020579974,-0.0633561715137742,-0.0545758014235709,0.0974654785285856,-0.00466899465622749,0.0725243020579974,0.0725243020579974,0.0725243020579974,0.0725243020579974,0.073598791145961,0.043151364764268
