"","MIR34","MIR340","MIR1199","GRHL2","ESRP1","HA","CD24","TGFB","MIR200","ZEB1","CD44s","MIR190","HAS2","SNAIL1"
"MIR340",0.593479280664586,0.540355958731182,0.540355958731182,0.540355958731182,0.540355958731182,0.490238311672358,0.490238311672358,0.313735821058499,-0.210450889449911,-0.571197921810876,-0.490238311672358,-0.540355958731182,-0.540355958731182,-0.62692490402235
"MIR1199",0.593479280664586,0.540355958731182,0.540355958731182,0.540355958731182,0.540355958731182,0.490238311672358,0.490238311672358,0.313735821058499,-0.210450889449911,-0.571197921810876,-0.490238311672358,-0.540355958731182,-0.540355958731182,-0.62692490402235
"HA",0.593479280664586,0.540355958731182,0.540355958731182,0.540355958731182,0.540355958731182,0.490238311672358,0.490238311672358,0.313735821058499,-0.210450889449911,-0.571197921810876,-0.490238311672358,-0.540355958731182,-0.540355958731182,-0.62692490402235
"ESRP1",0.541308678989034,0.490238311672358,0.490238311672358,0.490238311672358,0.490238311672358,0.452944582299421,0.452944582299421,0.299120436443115,-0.197731925245799,-0.540355958731182,-0.552944582299421,-0.490238311672358,-0.490238311672358,-0.578243848866475
"TGFB",0.455161262448425,0.284881456064109,0.284881456064109,0.284881456064109,0.284881456064109,0.271412068309007,0.271412068309007,-0.0216422994025564,0.12882451076558,-0.305185061377202,-0.271412068309007,-0.284881456064109,-0.284881456064109,-0.559945006725753
"MIR34",0.455161262448425,0.284881456064109,0.284881456064109,0.284881456064109,0.284881456064109,0.271412068309007,0.271412068309007,-0.0216422994025564,0.12882451076558,-0.305185061377202,-0.271412068309007,-0.284881456064109,-0.284881456064109,-0.559945006725753
"GRHL2",0.250041657797005,0.215772798922077,0.215772798922077,0.215772798922077,0.215772798922077,0.188626224767697,0.288626224767697,0.110075420313485,-0.0641603752600185,-0.224206533861836,-0.188626224767697,-0.215772798922077,-0.215772798922077,-0.334912181639311
"MIR190",-0.437429841327173,-0.271412068309007,-0.271412068309007,-0.271412068309007,-0.271412068309007,-0.241711795829443,-0.241711795829443,-0.0615848768182504,-0.128302998379661,0.284881456064109,0.241711795829443,0.271412068309007,0.271412068309007,0.538294127158771
"SNAIL1",-0.475949008619103,-0.305185061377202,-0.305185061377202,-0.305185061377202,-0.305185061377202,-0.284881456064109,-0.284881456064109,0.016709920723161,-0.123597182781141,0.31676878461554,0.284881456064109,0.305185061377202,0.305185061377202,0.478913140261414
"ZEB1",-0.630748865918042,-0.571197921810876,-0.571197921810876,-0.571197921810876,-0.571197921810876,-0.540355958731182,-0.540355958731182,-0.341151447503252,0.212639829542077,0.507176669943036,0.540355958731182,0.571197921810876,0.571197921810876,0.669030167180245
"MIR200",-0.644161602300631,-0.488235111189963,-0.488235111189963,-0.488235111189963,-0.488235111189963,-0.444274552438936,-0.444274552438936,-0.267986512458167,0.0671419036459716,0.513758385166845,0.444274552438936,0.488235111189963,0.488235111189963,0.664256006997015
"HAS2",-0.541308678989034,-0.490238311672358,-0.490238311672358,-0.490238311672358,-0.490238311672358,-0.552944582299421,-0.452944582299421,-0.299120436443115,0.197731925245799,0.540355958731182,0.452944582299421,0.490238311672358,0.490238311672358,0.578243848866475
"CD44s",-0.593479280664586,-0.540355958731182,-0.540355958731182,-0.540355958731182,-0.540355958731182,-0.490238311672358,-0.490238311672358,-0.313735821058499,0.210450889449911,0.571197921810876,0.490238311672358,0.540355958731182,0.540355958731182,0.62692490402235
"CD24",-0.593479280664586,-0.540355958731182,-0.540355958731182,-0.540355958731182,-0.540355958731182,-0.490238311672358,-0.490238311672358,-0.313735821058499,0.210450889449911,0.571197921810876,0.490238311672358,0.540355958731182,0.540355958731182,0.62692490402235
