"","MIR200","HA","CD44s","MIR340","MIR190","MIR1199","GRHL2","ESRP1","SNAIL1","ZEB1","HAS2","CD24","TGFB","MIR34"
"MIR200",0.190762361564384,0.0992847567930481,0.0992847567930481,0.102653696809482,0.102653696809482,0.102653696809482,0.102653696809482,0.102653696809482,-0.0572496862655524,-0.10199765182354,-0.102653696809482,-0.0992847567930481,-0.29390419956129,-0.190762361564384
"MIR340",0.109038824715246,0.0898502157908098,0.0898502157908098,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.023291952995605,-0.0913535131926161,-0.0933796275555157,-0.0898502157908098,-0.101323782190531,-0.109038824715246
"HA",0.109038824715246,0.0898502157908098,0.0898502157908098,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.023291952995605,-0.0913535131926161,-0.0933796275555157,-0.0898502157908098,-0.101323782190531,-0.109038824715246
"CD24",0.109038824715246,0.0898502157908098,0.0898502157908098,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.0933796275555157,0.023291952995605,-0.0913535131926161,-0.0933796275555157,-0.0898502157908098,-0.101323782190531,-0.109038824715246
"TGFB",-0.0521802188537175,0.0173450839615289,0.0173450839615289,0.0148961043696922,0.0148961043696922,0.0148961043696922,0.0148961043696922,0.0148961043696922,0.0203122937382878,-0.0183496148061248,-0.0148961043696922,-0.0173450839615289,0.0576247872557092,0.0521802188537175
"SNAIL1",-0.0478281643922539,0.0148961043696922,0.0148961043696922,0.0183496148061248,0.0183496148061248,0.0183496148061248,0.0183496148061248,0.0183496148061248,-0.0802441048454249,-0.016180325142152,-0.0183496148061248,-0.0148961043696922,0.0625571659351046,0.0478281643922539
"ZEB1",-0.10840518416225,-0.0933796275555157,-0.0933796275555157,-0.0913535131926161,-0.0913535131926161,-0.0913535131926161,-0.0913535131926161,-0.0913535131926161,-0.0267608525171361,-0.00853026565513415,0.0913535131926161,0.0933796275555157,0.105068581080961,0.10840518416225
"MIR190",0.045661314029728,-0.0203423591658886,-0.0203423591658886,-0.0173450839615289,-0.0173450839615289,-0.0173450839615289,-0.0173450839615289,-0.0173450839615289,-0.026266285619208,0.0148961043696922,0.0173450839615289,0.0203423591658886,-0.158686358380975,-0.045661314029728
"MIR34",0.0521802188537175,-0.0173450839615289,-0.0173450839615289,-0.0148961043696922,-0.0148961043696922,-0.0148961043696922,-0.0148961043696922,-0.0148961043696922,-0.0203122937382878,0.0183496148061248,0.0148961043696922,0.0173450839615289,-0.0576247872557092,-0.0521802188537175
"MIR1199",-0.109038824715246,-0.0898502157908098,-0.0898502157908098,-0.0933796275555157,-0.0933796275555157,-0.0933796275555157,-0.0933796275555157,-0.0933796275555157,-0.023291952995605,0.0913535131926161,0.0933796275555157,0.0898502157908098,0.101323782190531,0.109038824715246
"CD44s",-0.109038824715246,-0.0898502157908098,-0.0898502157908098,-0.0933796275555157,-0.0933796275555157,-0.0933796275555157,-0.0933796275555157,-0.0933796275555157,-0.023291952995605,0.0913535131926161,0.0933796275555157,0.0898502157908098,0.101323782190531,0.109038824715246
"HAS2",-0.105154590137942,-0.192820512820513,-0.0928205128205128,-0.0898502157908098,-0.0898502157908098,-0.0898502157908098,-0.0898502157908098,-0.0898502157908098,-0.0251304821722637,0.0933796275555157,0.0898502157908098,0.0928205128205128,0.106708397575146,0.105154590137942
"ESRP1",-0.105154590137942,-0.0928205128205128,0.00717948717948718,-0.0898502157908098,-0.0898502157908098,-0.0898502157908098,-0.0898502157908098,-0.0898502157908098,-0.0251304821722637,0.0933796275555157,0.0898502157908098,0.0928205128205128,0.106708397575146,0.105154590137942
"GRHL2",-0.188090868378665,-0.185988004912911,-0.185988004912911,-0.187809340559051,-0.187809340559051,-0.187809340559051,-0.187809340559051,-0.187809340559051,-0.0464533584884567,0.187320900311575,0.187809340559051,0.0859880049129108,0.187450203156553,0.188090868378665
