"","MIR200","TGFB","CD24","MIR340","HAS2","MIR34","ZEB1","MIR190","MIR1199","GRHL2","ESRP1","HA","CD44s","SNAIL1"
"MIR200",0.191861276341164,0.287736243539132,0.0812176407533293,0.0812998100220228,0.0812998100220228,-0.0192866335515764,-0.0811436088348938,-0.0812998100220228,-0.0812998100220228,-0.0812998100220228,-0.0812998100220228,-0.0812176407533293,-0.0812176407533293,-0.109974378514421
"ESRP1",0.103427504792655,0.0852325267045335,0.0576923076923077,0.058022340695608,0.058022340695608,0.0493727348000378,-0.0573164583426668,-0.058022340695608,-0.058022340695608,-0.058022340695608,-0.058022340695608,-0.0576923076923077,0.0423076923076923,-0.1089753706403
"MIR340",0.103351343330355,0.085745347217354,0.058022340695608,0.0573164583426668,0.0573164583426668,0.048534958714737,-0.0571813840518069,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.058022340695608,-0.058022340695608,-0.108415818282186
"MIR1199",0.103351343330355,0.085745347217354,0.058022340695608,0.0573164583426668,0.0573164583426668,0.048534958714737,-0.0571813840518069,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.058022340695608,-0.058022340695608,-0.108415818282186
"HA",0.103351343330355,0.085745347217354,0.058022340695608,0.0573164583426668,0.0573164583426668,0.048534958714737,-0.0571813840518069,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.058022340695608,-0.058022340695608,-0.108415818282186
"CD44s",0.103351343330355,0.085745347217354,0.058022340695608,0.0573164583426668,0.0573164583426668,0.048534958714737,-0.0571813840518069,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.058022340695608,-0.058022340695608,-0.108415818282186
"CD24",0.103351343330355,0.085745347217354,0.058022340695608,0.0573164583426668,0.0573164583426668,0.048534958714737,-0.0571813840518069,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.0573164583426668,-0.058022340695608,-0.058022340695608,-0.108415818282186
"ZEB1",-0.103063324897175,-0.0854217226218848,-0.0573164583426668,-0.0571813840518069,-0.0571813840518069,-0.0486501660880089,-0.0426359827089436,0.0571813840518069,0.0571813840518069,0.0571813840518069,0.0571813840518069,0.0573164583426668,0.0573164583426668,0.108415818282186
"MIR190",-0.0466374202998881,-0.158057368283956,0.0160286336756925,0.0141212767274636,0.0141212767274636,0.0630730657516517,-0.0143253583601167,-0.0141212767274636,-0.0141212767274636,-0.0141212767274636,-0.0141212767274636,-0.0160286336756925,-0.0160286336756925,0.0129906923416726
"SNAIL1",-0.0465821054984397,-0.0594108081291029,0.0143253583601167,0.0144392103525265,0.0144392103525265,0.0634243860636589,-0.0143116050781752,-0.0144392103525265,-0.0144392103525265,-0.0144392103525265,-0.0144392103525265,-0.0143253583601167,-0.0143253583601167,-0.0873318258187966
"GRHL2",0.00474964192209935,-0.00309726041348406,-0.11318821966403,-0.0137953315460769,-0.0137953315460769,-0.0229419153192055,0.0136976434965816,0.0137953315460769,0.0137953315460769,0.0137953315460769,0.0137953315460769,0.0131882196640301,0.0131882196640301,-0.0788645111524269
"TGFB",0.0468981764928477,0.059331253634274,-0.0141212767274636,-0.0143253583601167,-0.0143253583601167,-0.0635945781375709,0.0144392103525265,0.0143253583601167,0.0143253583601167,0.0143253583601167,0.0143253583601167,0.0141212767274636,0.0141212767274636,-0.0123141023552044
"MIR34",0.0468981764928477,0.059331253634274,-0.0141212767274636,-0.0143253583601167,-0.0143253583601167,-0.0635945781375709,0.0144392103525265,0.0143253583601167,0.0143253583601167,0.0143253583601167,0.0143253583601167,0.0141212767274636,0.0141212767274636,-0.0123141023552044
"HAS2",-0.103427504792655,-0.0852325267045335,-0.0576923076923077,-0.058022340695608,-0.058022340695608,-0.0493727348000378,0.0573164583426668,0.058022340695608,0.058022340695608,0.058022340695608,0.058022340695608,-0.0423076923076923,0.0576923076923077,0.1089753706403
