"","ZEB1","MIR34","TGFB","CD44s","CD24","MIR340","MIR190","HAS2","GRHL2","MIR1199","ESRP1","HA","MIR200","SNAIL1"
"ZEB1",-0.0985177734703634,-0.0727705417242523,-0.0468817488922215,-0.00485318565428284,-0.00485318565428284,-0.00282707129138325,-0.00282707129138325,-0.00282707129138325,-0.00282707129138325,0.00282707129138325,0.00282707129138325,0.00485318565428284,0.0727705417242523,0.117473769803486
"SNAIL1",-0.091338269083307,-0.0348542316526042,-0.0275290677827323,0.0909616465417532,0.0909616465417532,0.0918345118168955,0.0918345118168955,0.0918345118168955,0.0918345118168955,-0.0918345118168955,-0.0918345118168955,-0.0909616465417532,0.0348542316526042,-0.049085861749966
"MIR200",-0.0513658611265183,-0.00154870322653407,-0.120928156179151,0.0505693762564707,0.0505693762564707,0.0524592694364214,0.0524592694364214,0.0524592694364214,0.0524592694364214,-0.0524592694364214,-0.0524592694364214,-0.0505693762564707,0.00154870322653407,0.0115914028988626
"ESRP1",-0.00485318565428284,0.0721260648341669,0.0419722570895259,-0.101273779983457,-0.0012737799834574,0.00367671506604755,0.00367671506604755,0.00367671506604755,0.00367671506604755,-0.00367671506604755,-0.00367671506604755,0.0012737799834574,-0.0721260648341669,-0.114536837053036
"MIR340",-0.00282707129138325,0.0731161638440679,0.0458184109356797,0.00367671506604755,0.00367671506604755,0.00485318565428284,0.00485318565428284,0.00485318565428284,0.00485318565428284,-0.00485318565428284,-0.00485318565428284,-0.00367671506604755,-0.0731161638440679,-0.117174726741285
"MIR1199",-0.00282707129138325,0.0731161638440679,0.0458184109356797,0.00367671506604755,0.00367671506604755,0.00485318565428284,0.00485318565428284,0.00485318565428284,0.00485318565428284,-0.00485318565428284,-0.00485318565428284,-0.00367671506604755,-0.0731161638440679,-0.117174726741285
"HA",-0.00282707129138325,0.0731161638440679,0.0458184109356797,0.00367671506604755,0.00367671506604755,0.00485318565428284,0.00485318565428284,0.00485318565428284,0.00485318565428284,-0.00485318565428284,-0.00485318565428284,-0.00367671506604755,-0.0731161638440679,-0.117174726741285
"CD44s",0.00282707129138325,-0.0731161638440679,-0.0458184109356797,-0.00367671506604755,-0.00367671506604755,-0.00485318565428284,-0.00485318565428284,-0.00485318565428284,-0.00485318565428284,0.00485318565428284,0.00485318565428284,0.00367671506604755,0.0731161638440679,0.117174726741285
"CD24",0.00282707129138325,-0.0731161638440679,-0.0458184109356797,-0.00367671506604755,-0.00367671506604755,-0.00485318565428284,-0.00485318565428284,-0.00485318565428284,-0.00485318565428284,0.00485318565428284,0.00485318565428284,0.00367671506604755,0.0731161638440679,0.117174726741285
"HAS2",0.00485318565428284,-0.0721260648341669,-0.0419722570895259,0.0012737799834574,0.0012737799834574,-0.00367671506604755,-0.00367671506604755,-0.00367671506604755,-0.00367671506604755,0.00367671506604755,0.00367671506604755,-0.101273779983457,0.0721260648341669,0.114536837053036
"GRHL2",0.0327597043056279,-0.00648200414155856,-0.0169259431053152,-0.0305351053872286,0.0694648946127714,-0.0309687567315478,-0.0309687567315478,-0.0309687567315478,-0.0309687567315478,0.0309687567315478,0.0309687567315478,0.0305351053872286,0.00648200414155856,-0.0840868002993002
"MIR190",0.0909616465417532,0.0357228166809638,0.130633719947172,-0.0863990040460629,-0.0863990040460629,-0.0899412383784879,-0.0899412383784879,-0.0899412383784879,-0.0899412383784879,0.0899412383784879,0.0899412383784879,0.0863990040460629,-0.0357228166809638,-0.0517070182098972
"TGFB",0.0918345118168955,0.0354620604880042,0.028085949246535,-0.0899412383784879,-0.0899412383784879,-0.0909616465417532,-0.0909616465417532,-0.0909616465417532,-0.0909616465417532,0.0909616465417532,0.0909616465417532,0.0899412383784879,-0.0354620604880042,-0.0515717002126035
"MIR34",0.0918345118168955,0.0354620604880042,0.028085949246535,-0.0899412383784879,-0.0899412383784879,-0.0909616465417532,-0.0909616465417532,-0.0909616465417532,-0.0909616465417532,0.0909616465417532,0.0909616465417532,0.0899412383784879,-0.0354620604880042,-0.0515717002126035
