"","SNAIL1","CD44s","MIR340","MIR190","HAS2","GRHL2","ZEB1","MIR34","MIR1199","ESRP1","HA","CD24","TGFB","MIR200"
"MIR200",0.0219175097722185,0.123101772696582,0.124827327339145,0.124827327339145,0.124827327339145,0.124827327339145,-0.123608958079539,-0.184802189842364,-0.124827327339145,-0.124827327339145,-0.123101772696582,-0.123101772696582,0.0520796896997036,-0.0637482374983414
"TGFB",0.00611939428452246,0.110375187313799,0.109354779150534,0.109354779150534,0.109354779150534,0.109354779150534,-0.109772236456037,-0.102894134674404,-0.109354779150534,-0.109354779150534,-0.110375187313799,-0.110375187313799,-0.00940971443895367,-0.00754370299419508
"MIR34",0.00611939428452246,0.110375187313799,0.109354779150534,0.109354779150534,0.109354779150534,0.109354779150534,-0.109772236456037,-0.102894134674404,-0.109354779150534,-0.109354779150534,-0.110375187313799,-0.110375187313799,-0.00940971443895367,-0.00754370299419508
"MIR340",0.134707708197463,0.09032659345339,0.0926795346298606,0.0926795346298606,0.0926795346298606,0.0926795346298606,-0.0913738164848809,-0.0727696622646129,-0.0926795346298606,-0.0926795346298606,-0.09032659345339,-0.09032659345339,-0.122356608673045,-0.143186197838235
"HA",0.134707708197463,0.09032659345339,0.0926795346298606,0.0926795346298606,0.0926795346298606,0.0926795346298606,-0.0913738164848809,-0.0727696622646129,-0.0926795346298606,-0.0926795346298606,-0.09032659345339,-0.09032659345339,-0.122356608673045,-0.143186197838235
"CD44s",0.134707708197463,0.09032659345339,0.0926795346298606,0.0926795346298606,0.0926795346298606,0.0926795346298606,-0.0913738164848809,-0.0727696622646129,-0.0926795346298606,-0.0926795346298606,-0.09032659345339,-0.09032659345339,-0.122356608673045,-0.143186197838235
"CD24",0.134707708197463,0.09032659345339,0.0926795346298606,0.0926795346298606,0.0926795346298606,0.0926795346298606,-0.0913738164848809,-0.0727696622646129,-0.0926795346298606,-0.0926795346298606,-0.09032659345339,-0.09032659345339,-0.122356608673045,-0.143186197838235
"ZEB1",-0.134588090972583,-0.0926795346298606,-0.0913738164848809,-0.0913738164848809,-0.0913738164848809,-0.0913738164848809,-0.00758019314487176,0.0720784180249815,0.0913738164848809,0.0913738164848809,0.0926795346298606,0.0926795346298606,0.124067195820526,0.142206935165424
"GRHL2",0.0915602334149554,0.00371124692425599,0.00674680633449016,0.00674680633449016,0.00674680633449016,0.00674680633449016,-0.00515123485940061,0.00573640614394468,-0.00674680633449016,-0.00674680633449016,-0.00371124692425599,-0.103711246924256,-0.0174781343775114,-0.0291343855130757
"MIR1199",-0.134707708197463,-0.09032659345339,-0.0926795346298606,-0.0926795346298606,-0.0926795346298606,-0.0926795346298606,0.0913738164848809,0.0727696622646129,0.0926795346298606,0.0926795346298606,0.09032659345339,0.09032659345339,0.122356608673045,0.143186197838235
"HAS2",-0.135107388453259,-0.095277088502895,-0.09032659345339,-0.09032659345339,-0.09032659345339,-0.09032659345339,0.0926795346298606,0.0710179486317111,0.09032659345339,0.09032659345339,-0.00472291149710505,0.095277088502895,0.126459172775609,0.141891452979133
"ESRP1",-0.135107388453259,-0.195277088502895,-0.09032659345339,-0.09032659345339,-0.09032659345339,-0.09032659345339,0.0926795346298606,0.0710179486317111,0.09032659345339,0.09032659345339,0.095277088502895,0.095277088502895,0.126459172775609,0.141891452979133
"MIR190",-0.00611939428452246,-0.110102707749767,-0.110375187313799,-0.110375187313799,-0.110375187313799,-0.110375187313799,0.109354779150534,0.102763756577924,0.110375187313799,0.110375187313799,0.110102707749767,0.110102707749767,-0.0914395424612586,0.00897786205547278
"SNAIL1",-0.106372302731665,-0.109354779150534,-0.109772236456037,-0.109772236456037,-0.109772236456037,-0.109772236456037,0.109644631181685,0.10316157936198,0.109772236456037,0.109772236456037,0.109354779150534,0.109354779150534,0.00813684252169034,0.00781114768177106
