"","MIR34","TGFB","ZEB1","MIR190","MIR1199","GRHL2","ESRP1","SNAIL1","MIR340","HAS2","HA","CD44s","CD24","MIR200"
"SNAIL1",-0.0206507491813076,-0.0194447587154775,-0.0820499415425631,0.0819223362682117,0.0819223362682117,0.0819223362682117,0.0819223362682117,-0.0788584120904013,-0.0819223362682117,-0.0819223362682117,-0.0818843856040751,-0.0818843856040751,-0.0818843856040751,0.0206507491813076
"MIR34",-0.0200915466527397,-0.018569659272359,-0.0819223362682117,0.0818843856040751,0.0818843856040751,0.0818843856040751,0.0818843856040751,0.0233166005550211,-0.0818843856040751,-0.0818843856040751,-0.0820884672367282,-0.0820884672367282,-0.0820884672367282,0.0200915466527397
"MIR200",0.0106218538860797,-0.101635321548505,-0.0782700264709935,0.078676149557529,0.078676149557529,0.078676149557529,0.078676149557529,0.0645940828354676,-0.078676149557529,-0.078676149557529,-0.0771149334523523,-0.0771149334523523,-0.0771149334523523,-0.0106218538860797
"ZEB1",-0.0839937508911485,-0.0716986629224239,-0.0552243862979561,-0.0453235134197926,-0.0453235134197926,-0.0453235134197926,-0.0453235134197926,-0.0246143109223021,0.0453235134197926,0.0453235134197926,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0839937508911485
"HAS2",0.0832468333245248,0.0714465202430968,-0.0458187858196125,0.0448776093490242,0.0448776093490242,0.0448776093490242,0.0448776093490242,0.025915709994432,-0.0448776093490242,-0.0448776093490242,0.0561124896608768,-0.0438875103391232,-0.0438875103391232,-0.0832468333245248
"MIR1199",0.083475317711425,0.0711901099866865,-0.0453235134197926,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0235975645108189,-0.0458187858196125,-0.0458187858196125,-0.0448776093490242,-0.0448776093490242,-0.0448776093490242,-0.083475317711425
"HA",0.083475317711425,0.0711901099866865,-0.0453235134197926,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0235975645108189,-0.0458187858196125,-0.0458187858196125,-0.0448776093490242,-0.0448776093490242,-0.0448776093490242,-0.083475317711425
"CD44s",0.083475317711425,0.0711901099866865,-0.0453235134197926,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0235975645108189,-0.0458187858196125,-0.0458187858196125,-0.0448776093490242,-0.0448776093490242,-0.0448776093490242,-0.083475317711425
"CD24",0.083475317711425,0.0711901099866865,-0.0453235134197926,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0458187858196125,0.0235975645108189,-0.0458187858196125,-0.0458187858196125,-0.0448776093490242,-0.0448776093490242,-0.0448776093490242,-0.083475317711425
"MIR340",-0.083475317711425,-0.0711901099866865,0.0453235134197926,-0.0458187858196125,-0.0458187858196125,-0.0458187858196125,-0.0458187858196125,-0.0235975645108189,0.0458187858196125,0.0458187858196125,0.0448776093490242,0.0448776093490242,0.0448776093490242,0.083475317711425
"ESRP1",-0.0832468333245248,-0.0714465202430968,0.0458187858196125,-0.0448776093490242,-0.0448776093490242,-0.0448776093490242,-0.0448776093490242,-0.025915709994432,0.0448776093490242,0.0448776093490242,0.0438875103391232,-0.0561124896608768,0.0438875103391232,0.0832468333245248
"MIR190",0.0187877656879418,0.123028257998474,0.0818843856040751,-0.0820884672367282,-0.0820884672367282,-0.0820884672367282,-0.0820884672367282,-0.0216927845874974,0.0820884672367282,0.0820884672367282,0.0790911920323685,0.0790911920323685,0.0790911920323685,-0.0187877656879418
"TGFB",0.0200915466527397,0.018569659272359,0.0819223362682117,-0.0818843856040751,-0.0818843856040751,-0.0818843856040751,-0.0818843856040751,-0.0233166005550211,0.0818843856040751,0.0818843856040751,0.0820884672367282,0.0820884672367282,0.0820884672367282,-0.0200915466527397
"GRHL2",-0.170725948548322,-0.167365575019228,0.160975523418414,-0.161073211467909,-0.161073211467909,-0.161073211467909,-0.161073211467909,-0.0464611026426741,0.161073211467909,0.161073211467909,0.160119178510407,0.160119178510407,0.0601191785104068,0.170725948548322
