"","ZEB1","MIR190","MIR1199","HAS2","CD24","MIR34","TGFB","MIR200","HA","CD44s","MIR340","GRHL2","ESRP1","SNAIL1"
"ZEB1",-0.0663007164092763,-0.0321552025679776,-0.0321552025679776,-0.0321552025679776,-0.0288683948237183,-0.0284741394763927,-0.0150119831830558,0.0284741394763927,0.0288683948237183,0.0288683948237183,0.0321552025679776,0.0321552025679776,0.0321552025679776,0.101028499074963
"SNAIL1",-0.0623906809657152,0.0607885258544151,0.0607885258544151,0.0607885258544151,0.0608264765185517,0.174392335350803,-0.131180210096727,-0.174392335350803,-0.0608264765185517,-0.0608264765185517,-0.0607885258544151,-0.0607885258544151,-0.0607885258544151,0.0952156576984276
"MIR200",-0.0399206813900116,0.0363905345608957,0.0363905345608957,0.0363905345608957,0.0364727038295892,-0.0727211023673688,0.218667781666922,0.0727211023673688,-0.0364727038295892,-0.0364727038295892,-0.0363905345608957,-0.0363905345608957,-0.0363905345608957,-0.197354543652862
"MIR340",-0.0321552025679776,0.0288683948237183,0.0288683948237183,0.0288683948237183,0.0302801595296006,0.0253059367114158,0.0148732869278547,-0.0253059367114158,-0.0302801595296006,-0.0302801595296006,-0.0288683948237183,-0.0288683948237183,-0.0288683948237183,-0.102164862711327
"MIR1199",-0.0321552025679776,0.0288683948237183,0.0288683948237183,0.0288683948237183,0.0302801595296006,0.0253059367114158,0.0148732869278547,-0.0253059367114158,-0.0302801595296006,-0.0302801595296006,-0.0288683948237183,-0.0288683948237183,-0.0288683948237183,-0.102164862711327
"HA",-0.0321552025679776,0.0288683948237183,0.0288683948237183,0.0288683948237183,0.0302801595296006,0.0253059367114158,0.0148732869278547,-0.0253059367114158,-0.0302801595296006,-0.0302801595296006,-0.0288683948237183,-0.0288683948237183,-0.0288683948237183,-0.102164862711327
"CD44s",-0.0321552025679776,0.0288683948237183,0.0288683948237183,0.0288683948237183,0.0302801595296006,0.0253059367114158,0.0148732869278547,-0.0253059367114158,-0.0302801595296006,-0.0302801595296006,-0.0288683948237183,-0.0288683948237183,-0.0288683948237183,-0.102164862711327
"CD24",-0.0321552025679776,0.0288683948237183,0.0288683948237183,0.0288683948237183,0.0302801595296006,0.0253059367114158,0.0148732869278547,-0.0253059367114158,-0.0302801595296006,-0.0302801595296006,-0.0288683948237183,-0.0288683948237183,-0.0288683948237183,-0.102164862711327
"ESRP1",-0.0288683948237183,0.0302801595296006,0.0302801595296006,0.0302801595296006,0.0398511166253102,0.0264483586459169,0.0130784151329829,-0.0264483586459169,-0.0398511166253102,0.0601488833746898,-0.0302801595296006,-0.0302801595296006,-0.0302801595296006,-0.105122496604213
"GRHL2",0.026113442148563,-0.0288812702175959,-0.0288812702175959,-0.0288812702175959,-0.130355684788281,-0.0384508475303387,0.00739619658186049,0.0384508475303387,0.0303556847882811,0.0303556847882811,0.0288812702175959,0.0288812702175959,0.0288812702175959,-0.0751040330787022
"HAS2",0.0288683948237183,-0.0302801595296006,-0.0302801595296006,-0.0302801595296006,-0.0398511166253102,-0.0264483586459169,-0.0130784151329829,0.0264483586459169,-0.0601488833746898,0.0398511166253102,0.0302801595296006,0.0302801595296006,0.0302801595296006,0.105122496604213
"TGFB",0.0607885258544151,-0.0608264765185517,-0.0608264765185517,-0.0608264765185517,-0.0649081091716129,-0.174319395890555,0.131896200550187,0.174319395890555,0.0649081091716129,0.0649081091716129,0.0608264765185517,0.0608264765185517,0.0608264765185517,-0.193799370394432
"MIR34",0.0607885258544151,-0.0608264765185517,-0.0608264765185517,-0.0608264765185517,-0.0649081091716129,-0.174319395890555,0.131896200550187,0.174319395890555,0.0649081091716129,0.0649081091716129,0.0608264765185517,0.0608264765185517,0.0608264765185517,-0.193799370394432
"MIR190",0.0608264765185517,-0.0649081091716129,-0.0649081091716129,-0.0649081091716129,-0.0679053843759726,-0.178100360688469,0.232533143225347,0.178100360688469,0.0679053843759726,0.0679053843759726,0.0649081091716129,0.0649081091716129,0.0649081091716129,-0.193528734399844
