"","ZEB1","MIR34","MIR340","MIR190","MIR1199","GRHL2","ESRP1","HA","CD44s","TGFB","CD24","HAS2","MIR200","SNAIL1"
"SNAIL1",-0.0747868500235987,-0.0380141230585766,0.0752830927571873,0.0752830927571873,0.0752830927571873,0.0752830927571873,0.0752830927571873,0.0746379314668647,0.0746379314668647,0.0864479502918018,-0.0746379314668647,-0.0752830927571873,0.0380141230585766,-0.0541101927617915
"ZEB1",-0.0690828898642506,-0.0541734700338443,-0.0297050895480024,-0.0297050895480024,-0.0297050895480024,-0.0297050895480024,-0.0297050895480024,-0.0280391732940627,-0.0280391732940627,0.00100923874490105,0.0280391732940627,0.0297050895480024,0.0541734700338443,0.0622657719212421
"MIR200",-0.0354934979790052,0.15648661667112,0.0331504801720699,0.0331504801720699,0.0331504801720699,0.0331504801720699,0.0331504801720699,0.0345473577398595,0.0345473577398595,-0.00217201385052087,-0.0345473577398595,-0.0331504801720699,-0.15648661667112,-0.0935374431212326
"MIR1199",-0.0297050895480024,0.0546919032135678,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0287450556470039,0.0287450556470039,-0.000223293298761427,-0.0287450556470039,-0.0280391732940627,-0.0546919032135678,-0.0601126618733953
"CD44s",-0.0297050895480024,0.0546919032135678,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0287450556470039,0.0287450556470039,-0.000223293298761427,-0.0287450556470039,-0.0280391732940627,-0.0546919032135678,-0.0601126618733953
"CD24",-0.0297050895480024,0.0546919032135678,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0280391732940627,0.0287450556470039,0.0287450556470039,-0.000223293298761427,-0.0287450556470039,-0.0280391732940627,-0.0546919032135678,-0.0601126618733953
"HAS2",-0.0280391732940627,0.053854127128267,0.0287450556470039,0.0287450556470039,0.0287450556470039,0.0287450556470039,0.0287450556470039,-0.0636641852770885,0.0363358147229115,-0.000992524067992196,-0.0363358147229115,-0.0287450556470039,-0.053854127128267,-0.0645091446871443
"ESRP1",-0.0280391732940627,0.053854127128267,0.0287450556470039,0.0287450556470039,0.0287450556470039,0.0287450556470039,0.0287450556470039,0.0363358147229115,0.136335814722912,-0.000992524067992196,-0.0363358147229115,-0.0287450556470039,-0.053854127128267,-0.0645091446871443
"MIR340",0.0297050895480024,-0.0546919032135678,-0.0280391732940627,-0.0280391732940627,-0.0280391732940627,-0.0280391732940627,-0.0280391732940627,-0.0287450556470039,-0.0287450556470039,0.000223293298761427,0.0287450556470039,0.0280391732940627,0.0546919032135678,0.0601126618733953
"HA",0.0297050895480024,-0.0546919032135678,-0.0280391732940627,-0.0280391732940627,-0.0280391732940627,-0.0280391732940627,-0.0280391732940627,-0.0287450556470039,-0.0287450556470039,0.000223293298761427,0.0287450556470039,0.0280391732940627,0.0546919032135678,0.0601126618733953
"MIR190",0.0746379314668647,0.0342939886927426,-0.0785154824872728,-0.0785154824872728,-0.0785154824872728,-0.0785154824872728,-0.0785154824872728,-0.0755182072829132,-0.0755182072829132,0.0113726619231068,0.0755182072829132,0.0785154824872728,-0.0342939886927426,-0.049406432460744
"TGFB",0.0752830927571873,0.0432900773498482,-0.0746379314668647,-0.0746379314668647,-0.0746379314668647,-0.0746379314668647,-0.0746379314668647,-0.0785154824872728,-0.0785154824872728,-0.0824702255503539,0.0785154824872728,0.0746379314668647,-0.0432900773498482,-0.03587463273138
"MIR34",0.0752830927571873,0.0432900773498482,-0.0746379314668647,-0.0746379314668647,-0.0746379314668647,-0.0746379314668647,-0.0746379314668647,-0.0785154824872728,-0.0785154824872728,-0.0824702255503539,0.0785154824872728,0.0746379314668647,-0.0432900773498482,-0.03587463273138
"GRHL2",0.122684350236819,-0.15689727761189,-0.121674907058701,-0.121674907058701,-0.121674907058701,-0.121674907058701,-0.121674907058701,-0.124190084855752,-0.124190084855752,0.00823516002847669,0.024190084855752,0.121674907058701,0.15689727761189,0.0849318485419746
