"","HA","CD24","MIR34","MIR190","MIR1199","GRHL2","ESRP1","ZEB1","MIR340","HAS2","SNAIL1","MIR200","CD44s","TGFB"
"SNAIL1",0.111283563985691,0.111283563985691,-0.00929376302096188,0.124452444441099,0.124452444441099,0.124452444441099,0.124452444441099,-0.113492569210701,-0.124452444441099,-0.124452444441099,-0.0379949100210567,0.00929376302096188,-0.111283563985691,0.0163701350315849
"MIR190",0.108129474011827,0.108129474011827,-0.00580018159836662,0.126385604802018,0.126385604802018,0.126385604802018,0.126385604802018,-0.111283563985691,-0.126385604802018,-0.126385604802018,0.0677946058115596,0.00580018159836662,-0.108129474011827,-0.079314160303076
"HAS2",-0.0345574855252275,0.0654425144747725,0.0530482884977891,0.0406900392272478,0.0406900392272478,0.0406900392272478,0.0406900392272478,-0.061395921580189,-0.0406900392272478,-0.0406900392272478,-0.0592205234418685,-0.0530482884977891,-0.0654425144747725,-0.0784095685433873
"MIR200",0.049386251015667,0.049386251015667,0.174684056175646,0.0583427013032595,0.0583427013032595,0.0583427013032595,0.0583427013032595,-0.0508762845584922,-0.0583427013032595,-0.0583427013032595,-0.0720150313267415,-0.174684056175646,-0.049386251015667,-0.0582428549266685
"MIR1199",0.0406900392272478,0.0406900392272478,0.0834367119555195,0.061395921580189,0.061395921580189,0.061395921580189,0.061395921580189,-0.0439713380592524,-0.061395921580189,-0.061395921580189,-0.0188528176065368,-0.0834367119555195,-0.0406900392272478,-0.0471275172613361
"CD44s",0.0406900392272478,0.0406900392272478,0.0834367119555195,0.061395921580189,0.061395921580189,0.061395921580189,0.061395921580189,-0.0439713380592524,-0.061395921580189,-0.061395921580189,-0.0188528176065368,-0.0834367119555195,-0.0406900392272478,-0.0471275172613361
"ZEB1",-0.061395921580189,-0.061395921580189,-0.0577454677158881,-0.0439713380592524,-0.0439713380592524,-0.0439713380592524,-0.0439713380592524,-0.0417666662575332,0.0439713380592524,0.0439713380592524,0.0531829611472066,0.0577454677158881,0.061395921580189,0.0737109661748821
"GRHL2",-0.0157963629167287,0.0842036370832713,0.0187876801083639,0.00597293456809354,0.00597293456809354,0.00597293456809354,0.00597293456809354,0.0123598560538537,-0.00597293456809354,-0.00597293456809354,-0.024963024024571,-0.0187876801083639,0.0157963629167287,0.0147292680322555
"MIR340",-0.0406900392272478,-0.0406900392272478,-0.0834367119555195,-0.061395921580189,-0.061395921580189,-0.061395921580189,-0.061395921580189,0.0439713380592524,0.061395921580189,0.061395921580189,0.0188528176065368,0.0834367119555195,0.0406900392272478,0.0471275172613361
"HA",-0.0406900392272478,-0.0406900392272478,-0.0834367119555195,-0.061395921580189,-0.061395921580189,-0.061395921580189,-0.061395921580189,0.0439713380592524,0.061395921580189,0.061395921580189,0.0188528176065368,0.0834367119555195,0.0406900392272478,0.0471275172613361
"CD24",-0.0406900392272478,-0.0406900392272478,-0.0834367119555195,-0.061395921580189,-0.061395921580189,-0.061395921580189,-0.061395921580189,0.0439713380592524,0.061395921580189,0.061395921580189,0.0188528176065368,0.0834367119555195,0.0406900392272478,0.0471275172613361
"ESRP1",-0.0654425144747725,-0.0654425144747725,-0.0530482884977891,-0.0406900392272478,-0.0406900392272478,-0.0406900392272478,-0.0406900392272478,0.061395921580189,0.0406900392272478,0.0406900392272478,0.0592205234418685,0.0530482884977891,-0.0345574855252275,0.0784095685433873
"TGFB",-0.126385604802018,-0.126385604802018,0.0297897513506482,-0.111283563985691,-0.111283563985691,-0.111283563985691,-0.111283563985691,0.124452444441099,0.111283563985691,0.111283563985691,-0.0342357424827369,-0.0297897513506482,0.126385604802018,0.0041549246342862
"MIR34",-0.126385604802018,-0.126385604802018,0.0297897513506482,-0.111283563985691,-0.111283563985691,-0.111283563985691,-0.111283563985691,0.124452444441099,0.111283563985691,0.111283563985691,-0.0342357424827369,-0.0297897513506482,0.126385604802018,0.0041549246342862
