"","SNAIL1","HA","MIR190","MIR1199","GRHL2","ZEB1","MIR200","TGFB","MIR340","HAS2","ESRP1","CD44s","CD24","MIR34"
"SNAIL1",0.363027887191023,0.109952204920721,0.110369662226224,0.110369662226224,0.110369662226224,-0.110100273313704,-0.207874005564244,0.132131609341746,-0.110369662226224,-0.110369662226224,-0.110369662226224,-0.109952204920721,-0.109952204920721,-0.320302466251655
"MIR190",0.459970056372058,0.108316215375039,0.110768531451333,0.110768531451333,0.110768531451333,-0.109952204920721,-0.205635388605455,0.0313365711099839,-0.110768531451333,-0.110768531451333,-0.110768531451333,-0.108316215375039,-0.108316215375039,-0.318571984689552
"MIR200",0.407478689835799,0.0993397649374578,0.100243626893086,0.100243626893086,0.100243626893086,-0.0996500623819961,-0.105251141802975,-0.0360463330822003,-0.100243626893086,-0.100243626893086,-0.100243626893086,-0.0993397649374578,-0.0993397649374578,-0.315874583719464
"HAS2",0.279266013398731,-0.0325971877584781,0.0650925812184196,0.0650925812184196,0.0650925812184196,-0.0653278753360667,-0.00487370934651733,-0.0261856316140409,-0.0650925812184196,-0.0650925812184196,-0.0650925812184196,-0.0674028122415219,-0.0674028122415219,-0.168673271481263
"ESRP1",0.279266013398731,0.0674028122415219,0.0650925812184196,0.0650925812184196,0.0650925812184196,-0.0653278753360667,-0.00487370934651733,-0.0261856316140409,-0.0650925812184196,-0.0650925812184196,-0.0650925812184196,0.0325971877584781,-0.0674028122415219,-0.168673271481263
"CD44s",0.281264414677708,0.0650925812184196,0.0653278753360667,0.0653278753360667,0.0653278753360667,-0.0648326029362468,-0.00586380835641832,-0.0233651187935281,-0.0653278753360667,-0.0653278753360667,-0.0653278753360667,-0.0650925812184196,-0.0650925812184196,-0.169968016340364
"CD24",0.281264414677708,0.0650925812184196,0.0653278753360667,0.0653278753360667,0.0653278753360667,-0.0648326029362468,-0.00586380835641832,-0.0233651187935281,-0.0653278753360667,-0.0653278753360667,-0.0653278753360667,-0.0650925812184196,-0.0650925812184196,-0.169968016340364
"ZEB1",-0.28186250080211,-0.0653278753360667,-0.0648326029362468,-0.0648326029362468,-0.0648326029362468,-0.0346527033895045,0.00690067471586533,0.0228565658577907,0.0648326029362468,0.0648326029362468,0.0648326029362468,0.0653278753360667,0.0653278753360667,0.170371242146815
"MIR340",-0.281264414677708,-0.0650925812184196,-0.0653278753360667,-0.0653278753360667,-0.0653278753360667,0.0648326029362468,0.00586380835641832,0.0233651187935281,0.0653278753360667,0.0653278753360667,0.0653278753360667,0.0650925812184196,0.0650925812184196,0.169968016340364
"MIR1199",-0.281264414677708,-0.0650925812184196,-0.0653278753360667,-0.0653278753360667,-0.0653278753360667,0.0648326029362468,0.00586380835641832,0.0233651187935281,0.0653278753360667,0.0653278753360667,0.0653278753360667,0.0650925812184196,0.0650925812184196,0.169968016340364
"HA",-0.281264414677708,-0.0650925812184196,-0.0653278753360667,-0.0653278753360667,-0.0653278753360667,0.0648326029362468,0.00586380835641832,0.0233651187935281,0.0653278753360667,0.0653278753360667,0.0653278753360667,0.0650925812184196,0.0650925812184196,0.169968016340364
"TGFB",-0.461864508334169,-0.110768531451333,-0.109952204920721,-0.109952204920721,-0.109952204920721,0.110369662226224,0.207460681956172,-0.130699628434825,0.109952204920721,0.109952204920721,0.109952204920721,0.110768531451333,0.110768531451333,0.319354253268431
"MIR34",-0.461864508334169,-0.110768531451333,-0.109952204920721,-0.109952204920721,-0.109952204920721,0.110369662226224,0.207460681956172,-0.130699628434825,0.109952204920721,0.109952204920721,0.109952204920721,0.110768531451333,0.110768531451333,0.319354253268431
"GRHL2",-0.307268088185123,-0.184145032252849,-0.183711380908529,-0.183711380908529,-0.183711380908529,0.183418316760043,-0.101134019779776,0.136194496660746,0.183711380908529,0.183711380908529,0.183711380908529,0.184145032252849,0.0841450322528485,0.276866189443143
