"","HA","MIR340","MIR190","MIR1199","GRHL2","ESRP1","MIR200","TWIST1","SNAIL1","TGFB","MIR129","ZEB1","MIR34","HAS2","CD44s","CD24"
"TWIST1",0.19709166082714,0.198870663583342,0.198870663583342,0.198870663583342,0.198870663583342,0.198870663583342,0.109160781525898,-0.0442498209124991,0.0292462920338151,-0.00716384751449925,0.101778133775787,-0.199583955163021,-0.0886317876286074,-0.198870663583342,-0.19709166082714,-0.19709166082714
"ESRP1",0.193537414965986,0.19277405618736,0.19277405618736,0.19277405618736,0.19277405618736,0.19277405618736,0.179576713097445,0.0995076923076923,0.0825292913647672,-0.00551355338373594,-0.0600794734677088,-0.197616876918032,-0.159198852390839,-0.19277405618736,-0.293537414965986,-0.193537414965986
"MIR340",0.19277405618736,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.182948683592703,0.0985031260976466,0.0820562544678893,-0.00464398816634464,-0.0607187428741015,-0.197408357406563,-0.16183320434026,-0.197616876918032,-0.19277405618736,-0.19277405618736
"MIR1199",0.19277405618736,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.182948683592703,0.0985031260976466,0.0820562544678893,-0.00464398816634464,-0.0607187428741015,-0.197408357406563,-0.16183320434026,-0.197616876918032,-0.19277405618736,-0.19277405618736
"HA",0.19277405618736,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.182948683592703,0.0985031260976466,0.0820562544678893,-0.00464398816634464,-0.0607187428741015,-0.197408357406563,-0.16183320434026,-0.197616876918032,-0.19277405618736,-0.19277405618736
"CD24",0.19277405618736,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.197616876918032,0.182948683592703,0.0985031260976466,0.0820562544678893,-0.00464398816634464,-0.0607187428741015,-0.197408357406563,-0.16183320434026,-0.197616876918032,-0.19277405618736,-0.19277405618736
"MIR200",0.150797528415561,0.154493730947206,0.154493730947206,0.154493730947206,0.154493730947206,0.154493730947206,0.0720568766328306,-0.0394939243278982,-0.00151984485421159,-0.0162404599366225,0.0200729419493203,-0.154265300091469,-0.215497320131717,-0.154493730947206,-0.150797528415561,-0.150797528415561
"MIR34",0.0197586614069968,0.0195015919982565,0.0195015919982565,0.0195015919982565,0.0195015919982565,0.0195015919982565,-0.0321086979557206,-0.0572303506115198,0.0122137857091353,0.0603987012525371,0.0125844201127318,-0.0208698426970942,-0.0536976222370702,-0.0195015919982565,-0.0197586614069968,-0.0197586614069968
"MIR190",-0.0177536488756685,-0.0197586614069968,-0.0197586614069968,-0.0197586614069968,-0.0197586614069968,-0.0197586614069968,0.029987723878737,0.0526988943862668,-0.0106353270276126,0.0395538829105734,-0.00875687941761519,0.0195015919982565,0.0518908665418621,0.0197586614069968,0.0177536488756685,0.0177536488756685
"SNAIL1",-0.0195015919982565,-0.0208698426970942,-0.0208698426970942,-0.0208698426970942,-0.0208698426970942,-0.0208698426970942,0.0306589005671568,0.057519060534024,-0.11303719285599,-0.0616176188537073,-0.00998603081019417,0.0196473735114001,0.0539227460551702,0.0208698426970942,0.0195015919982565,0.0195015919982565
"TGFB",-0.0197586614069968,-0.0195015919982565,-0.0195015919982565,-0.0195015919982565,-0.0195015919982565,-0.0195015919982565,0.0321086979557206,0.0572303506115198,-0.0122137857091353,-0.0603987012525371,-0.0125844201127318,0.0208698426970942,0.0536976222370702,0.0195015919982565,0.0197586614069968,0.0197586614069968
"ZEB1",-0.197616876918032,-0.197408357406563,-0.197408357406563,-0.197408357406563,-0.197408357406563,-0.197408357406563,-0.182637954292758,-0.0984096390300243,-0.0833587617944929,0.0048716304427674,0.0607499052299756,0.0986001675318559,0.161888038922603,0.197408357406563,0.197616876918032,0.197616876918032
"CD44s",-0.19277405618736,-0.197616876918032,-0.197616876918032,-0.197616876918032,-0.197616876918032,-0.197616876918032,-0.182948683592703,-0.0985031260976466,-0.0820562544678893,0.00464398816634464,0.0607187428741015,0.197408357406563,0.16183320434026,0.197616876918032,0.19277405618736,0.19277405618736
"HAS2",-0.293537414965986,-0.19277405618736,-0.19277405618736,-0.19277405618736,-0.19277405618736,-0.19277405618736,-0.179576713097445,-0.0995076923076923,-0.0825292913647672,0.00551355338373594,0.0600794734677088,0.197616876918032,0.159198852390839,0.19277405618736,0.193537414965986,0.193537414965986
"MIR129",-0.196793598233996,-0.19709166082714,-0.19709166082714,-0.19709166082714,-0.19709166082714,-0.19709166082714,-0.109561151097811,-0.0601957857820616,-0.0282170618979567,0.00764285568581511,-0.0988746548325484,0.198870663583342,0.0860447842408649,0.19709166082714,0.196793598233996,0.196793598233996
"GRHL2",-0.323844856132814,-0.327284346578674,-0.327284346578674,-0.327284346578674,-0.327284346578674,-0.327284346578674,-0.313395852049827,-0.118743485298546,-0.106830851470027,0.0127305443094917,0.0787726345060522,0.328387125581762,0.268272804311982,0.327284346578674,0.323844856132814,0.223844856132814
