"","ZEB1","MIR200","MIR340","MIR190","MIR1199","HAS2","ESRP1","HA","CD24","SNAIL1","TGFB","CD44s","GRHL2","TWIST1","MIR129","MIR34"
"GRHL2",-0.128777863052698,0.14318782179923,0.124763747481458,0.124763747481458,0.124763747481458,0.124763747481458,0.124763747481458,0.127566295252159,0.0275662952521591,-0.0372051774089442,-0.138280565816794,-0.127566295252159,-0.124763747481458,-0.0606456214782388,-0.0606456214782388,-0.142805467675742
"SNAIL1",-0.0923404406890474,0.00243989906900881,0.0905319945383099,0.0905319945383099,0.0905319945383099,0.0905319945383099,0.0905319945383099,0.0906055564038388,0.0906055564038388,-0.116553296268315,0.00112393503162716,-0.0906055564038388,-0.0905319945383099,0.0837819469749632,0.0837819469749632,-0.0834767953389382
"MIR190",-0.0906055564038388,0.00690236599455313,0.0949757363524249,0.0949757363524249,0.0949757363524249,0.0949757363524249,0.0949757363524249,0.0972313754501693,0.0972313754501693,-0.0184364158168549,-0.103439082141413,-0.0972313754501693,-0.0949757363524249,0.0819968616866414,0.0819968616866414,-0.0844460904308146
"MIR34",-0.0905319945383099,0.00336740919958063,0.0906055564038388,0.0906055564038388,0.0906055564038388,0.0906055564038388,0.0906055564038388,0.0949757363524249,0.0949757363524249,-0.0161615783052486,-0.00272784458807055,-0.0949757363524249,-0.0906055564038388,0.082216835289809,0.082216835289809,-0.0826393347356064
"ZEB1",-0.0621019886838715,-0.0383895070482698,-0.0368284381267631,-0.0368284381267631,-0.0368284381267631,-0.0368284381267631,-0.0368284381267631,-0.031555873336772,-0.031555873336772,0.0150662077903107,0.0314104493438585,0.031555873336772,0.0368284381267631,0.0405277487221256,0.0405277487221256,0.0728450176782703
"MIR1199",-0.0368284381267631,0.0345693644783557,0.031555873336772,0.031555873336772,0.031555873336772,0.031555873336772,0.031555873336772,0.0311310645007483,0.0311310645007483,-0.0120378782559571,-0.0326137013763789,-0.0311310645007483,-0.031555873336772,-0.0411198334837336,-0.0411198334837336,-0.0701946795316792
"HA",-0.0368284381267631,0.0345693644783557,0.031555873336772,0.031555873336772,0.031555873336772,0.031555873336772,0.031555873336772,0.0311310645007483,0.0311310645007483,-0.0120378782559571,-0.0326137013763789,-0.0311310645007483,-0.031555873336772,-0.0411198334837336,-0.0411198334837336,-0.0701946795316792
"CD44s",-0.0368284381267631,0.0345693644783557,0.031555873336772,0.031555873336772,0.031555873336772,0.031555873336772,0.031555873336772,0.0311310645007483,0.0311310645007483,-0.0120378782559571,-0.0326137013763789,-0.0311310645007483,-0.031555873336772,-0.0411198334837336,-0.0411198334837336,-0.0701946795316792
"HAS2",-0.031555873336772,0.0367822201158689,0.0311310645007483,0.0311310645007483,0.0311310645007483,0.0311310645007483,0.0311310645007483,0.143599257884972,0.0435992578849722,-0.0105241601859476,-0.04372481248749,-0.0435992578849722,-0.0311310645007483,-0.0457773677303089,-0.0457773677303089,-0.0674549535042819
"TWIST1",0.00761396636612309,-0.00778650175010556,-0.00895356274747313,-0.00895356274747313,-0.00895356274747313,-0.00895356274747313,-0.00895356274747313,-0.0109330165184578,-0.0109330165184578,-0.00141268183339869,0.010003230648234,0.0109330165184578,0.00895356274747313,0.0122745999940701,0.0342011068955492,0.0038580233972586
"MIR129",0.00895356274747313,-0.00877202685019795,-0.0109330165184578,-0.0109330165184578,-0.0109330165184578,-0.0109330165184578,-0.0109330165184578,-0.00884657836644592,-0.00884657836644592,-5.40980540656352e-05,0.00755183588914695,0.00884657836644592,0.0109330165184578,0.111228574889468,0.0331809656452223,0.0053055133880193
"ESRP1",0.031555873336772,-0.0367822201158689,-0.0311310645007483,-0.0311310645007483,-0.0311310645007483,-0.0311310645007483,-0.0311310645007483,-0.0435992578849722,-0.0435992578849722,0.0105241601859476,0.04372481248749,-0.0564007421150278,0.0311310645007483,0.0457773677303089,0.0457773677303089,0.0674549535042819
"MIR200",0.0350110944424976,-0.129093365463725,-0.0301086168462931,-0.0301086168462931,-0.0301086168462931,-0.0301086168462931,-0.0301086168462931,-0.0289440598842677,-0.0289440598842677,0.0470206943150166,0.0290759148791228,0.0289440598842677,0.0301086168462931,0.0968249546410973,0.0968249546410973,-0.0195221156097257
"MIR340",0.0368284381267631,-0.0345693644783557,-0.031555873336772,-0.031555873336772,-0.031555873336772,-0.031555873336772,-0.031555873336772,-0.0311310645007483,-0.0311310645007483,0.0120378782559571,0.0326137013763789,0.0311310645007483,0.031555873336772,0.0411198334837336,0.0411198334837336,0.0701946795316792
"CD24",0.0368284381267631,-0.0345693644783557,-0.031555873336772,-0.031555873336772,-0.031555873336772,-0.031555873336772,-0.031555873336772,-0.0311310645007483,-0.0311310645007483,0.0120378782559571,0.0326137013763789,0.0311310645007483,0.031555873336772,0.0411198334837336,0.0411198334837336,0.0701946795316792
"TGFB",0.0905319945383099,-0.00336740919958063,-0.0906055564038388,-0.0906055564038388,-0.0906055564038388,-0.0906055564038388,-0.0906055564038388,-0.0949757363524249,-0.0949757363524249,0.0161615783052486,0.00272784458807055,0.0949757363524249,0.0906055564038388,-0.082216835289809,-0.082216835289809,0.0826393347356064
