"","SNAIL1","MIR129","HA","CD44s","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","MIR200","TGFB","ZEB1","TWIST1","CD24","MIR34"
"TGFB",-0.397166875566132,-0.336554557920825,0.325843097873068,0.325843097873068,0.330984486047875,0.330984486047875,0.330984486047875,0.330984486047875,0.330984486047875,0.330984486047875,0.425345205138234,0.19504551877441,-0.340856488401854,0.13218832544177,-0.325843097873068,0.0623840135662863
"MIR34",-0.397166875566132,-0.336554557920825,0.325843097873068,0.325843097873068,0.330984486047875,0.330984486047875,0.330984486047875,0.330984486047875,0.330984486047875,0.330984486047875,0.425345205138234,0.19504551877441,-0.340856488401854,0.13218832544177,-0.325843097873068,0.0623840135662863
"MIR200",-0.079852331153501,-0.108016858624886,0.270575706995197,0.270575706995197,0.289461782944564,0.289461782944564,0.289461782944564,0.289461782944564,0.289461782944564,0.289461782944564,0.327041417761402,0.201513418456132,-0.27781180930197,0.0504392882314879,-0.270575706995197,-0.133964078534354
"ESRP1",0.309452652704334,0.27432132573309,0.212028447742733,0.312028447742733,0.177168396852148,0.177168396852148,0.177168396852148,0.177168396852148,0.177168396852148,0.177168396852148,0.0887926115768679,-0.0491942360096518,-0.193396094388257,-0.155257260386672,-0.212028447742733,-0.262677839528212
"MIR340",0.312669303603104,0.287198038061858,0.177168396852148,0.177168396852148,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.0911108412923579,-0.0519961683768016,-0.170071697605415,-0.16393305947343,-0.177168396852148,-0.280486058706294
"MIR1199",0.312669303603104,0.287198038061858,0.177168396852148,0.177168396852148,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.0911108412923579,-0.0519961683768016,-0.170071697605415,-0.16393305947343,-0.177168396852148,-0.280486058706294
"CD44s",0.312669303603104,0.287198038061858,0.177168396852148,0.177168396852148,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.0911108412923579,-0.0519961683768016,-0.170071697605415,-0.16393305947343,-0.177168396852148,-0.280486058706294
"CD24",0.312669303603104,0.287198038061858,0.177168396852148,0.177168396852148,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.193396094388257,0.0911108412923579,-0.0519961683768016,-0.170071697605415,-0.16393305947343,-0.177168396852148,-0.280486058706294
"TWIST1",-0.35124425127044,-0.351437507961848,0.0815871668591243,0.0815871668591243,0.0800086151177061,0.0800086151177061,0.0800086151177061,0.0800086151177061,0.0800086151177061,0.0800086151177061,0.205659234150824,0.103968948616155,-0.0903426443452635,0.0432892936102094,-0.0815871668591243,0.116257182649666
"MIR129",-0.353618342117153,-0.350103477096036,0.061766004415011,0.061766004415011,0.0815871668591243,0.0815871668591243,0.0815871668591243,0.0815871668591243,0.0815871668591243,0.0815871668591243,0.205382055216423,0.103828063859886,-0.0800086151177061,0.141824858463766,-0.061766004415011,0.114039751174459
"GRHL2",0.182571123418016,0.181740485740551,0.0421885562566191,0.0421885562566191,0.063080276001842,0.063080276001842,0.063080276001842,0.063080276001842,0.063080276001842,0.063080276001842,0.00776743145821314,-0.0260316174818115,-0.041598141021692,-0.115157112917797,-0.142188556256619,-0.10659690386915
"ZEB1",-0.321298414641853,-0.292277502069337,-0.193396094388257,-0.193396094388257,-0.170071697605415,-0.170071697605415,-0.170071697605415,-0.170071697605415,-0.170071697605415,-0.170071697605415,-0.0755560981009852,0.0567766561816797,0.0780272848520282,0.161658207494621,0.193396094388257,0.267417149914483
"HA",-0.312669303603104,-0.287198038061858,-0.177168396852148,-0.177168396852148,-0.193396094388257,-0.193396094388257,-0.193396094388257,-0.193396094388257,-0.193396094388257,-0.193396094388257,-0.0911108412923579,0.0519961683768016,0.170071697605415,0.16393305947343,0.177168396852148,0.280486058706294
"HAS2",-0.309452652704334,-0.27432132573309,-0.112028447742733,-0.212028447742733,-0.177168396852148,-0.177168396852148,-0.177168396852148,-0.177168396852148,-0.177168396852148,-0.177168396852148,-0.0887926115768679,0.0491942360096518,0.193396094388257,0.155257260386672,0.212028447742733,0.262677839528212
"MIR190",0.402645055696123,0.338974267555669,-0.303036080329208,-0.303036080329208,-0.325843097873068,-0.325843097873068,-0.325843097873068,-0.325843097873068,-0.325843097873068,-0.325843097873068,-0.422962382409771,-0.295661924653974,0.330984486047875,-0.133024225133807,0.303036080329208,-0.06628555847333
"SNAIL1",0.293833275757994,0.332679766855638,-0.330984486047875,-0.330984486047875,-0.340856488401854,-0.340856488401854,-0.340856488401854,-0.340856488401854,-0.340856488401854,-0.340856488401854,-0.429262359573173,-0.194574203968625,0.341119167731012,-0.129437983548441,0.330984486047875,-0.0542165214456199
