"","TWIST1","ZEB1","MIR200","HA","GRHL2","MIR340","MIR190","MIR1199","HAS2","ESRP1","CD44s","CD24","MIR34","TGFB","SNAIL1","MIR129"
"MIR129",-0.381769671589792,-0.21990170311123,0.00187656852206656,0.218429911699779,-0.219175068182641,0.219175068182641,0.219175068182641,0.219175068182641,0.219175068182641,0.219175068182641,-0.218429911699779,-0.218429911699779,-0.222603260210872,0.0727261936331149,0.227052078292253,0.37761525302382
"MIR34",-0.300251096902259,-0.151116866449534,-0.092177509415373,0.1502617586149,-0.150690207629467,0.150690207629467,0.150690207629467,0.150690207629467,0.150690207629467,0.150690207629467,-0.1502617586149,-0.1502617586149,-0.244678353441061,0.145328841490516,0.237959743403161,0.300251096902259
"SNAIL1",-0.300752540451871,-0.151066351193927,-0.0919703955027211,0.150690207629467,-0.151116866449534,0.151116866449534,0.151116866449534,0.151116866449534,0.151116866449534,0.151116866449534,-0.150690207629467,-0.150690207629467,-0.244993526786401,0.145540120541386,0.137983726135594,0.300752540451871
"GRHL2",0.191334369279771,-0.133988848658964,0.194033952032797,0.134106740651243,-0.134871071861434,0.134871071861434,0.134871071861434,0.134871071861434,0.134871071861434,0.134871071861434,-0.134106740651243,-0.0341067406512433,-0.118322444288076,-0.0215069372949921,-0.15629299252377,-0.191334369279771
"ZEB1",-0.170428648593554,-0.100588985604423,-0.0751973026132896,-0.00106419279107545,-0.000395443789204558,0.000395443789204558,0.000395443789204558,0.000395443789204558,0.000395443789204558,0.000395443789204558,0.00106419279107545,0.00106419279107545,0.00976689532345228,0.0189358551386519,0.132198439617239,0.170428648593554
"MIR200",-0.153418079919246,-0.0820847268876474,-0.00664366048120758,0.0818079941384031,-0.0827700194548588,0.0827700194548588,0.0827700194548588,0.0827700194548588,0.0827700194548588,0.0827700194548588,-0.0818079941384031,-0.0818079941384031,-0.196421007660101,0.00110620884220559,0.103138729628738,0.153418079919246
"MIR340",-0.169711914408449,-0.000395443789204558,-0.0758004830190655,-0.000299536886232633,0.00106419279107545,-0.00106419279107545,-0.00106419279107545,-0.00106419279107545,-0.00106419279107545,-0.00106419279107545,0.000299536886232633,0.000299536886232633,0.0109549779408897,0.0185130909110096,0.131840250102423,0.169711914408449
"HA",-0.169711914408449,-0.000395443789204558,-0.0758004830190655,-0.000299536886232633,0.00106419279107545,-0.00106419279107545,-0.00106419279107545,-0.00106419279107545,-0.00106419279107545,-0.00106419279107545,0.000299536886232633,0.000299536886232633,0.0109549779408897,0.0185130909110096,0.131840250102423,0.169711914408449
"MIR1199",0.169711914408449,0.000395443789204558,0.0758004830190655,0.000299536886232633,-0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,-0.000299536886232633,-0.000299536886232633,-0.0109549779408897,-0.0185130909110096,-0.131840250102423,-0.169711914408449
"CD44s",0.169711914408449,0.000395443789204558,0.0758004830190655,0.000299536886232633,-0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,-0.000299536886232633,-0.000299536886232633,-0.0109549779408897,-0.0185130909110096,-0.131840250102423,-0.169711914408449
"CD24",0.169711914408449,0.000395443789204558,0.0758004830190655,0.000299536886232633,-0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,0.00106419279107545,-0.000299536886232633,-0.000299536886232633,-0.0109549779408897,-0.0185130909110096,-0.131840250102423,-0.169711914408449
"HAS2",-0.169072645002057,0.00106419279107545,-0.0746413681613205,0.100463821892393,0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.000463821892393321,-0.000463821892393321,0.0111657260968433,0.0188029459834734,0.131083391067418,0.169072645002057
"ESRP1",-0.169072645002057,0.00106419279107545,-0.0746413681613205,0.000463821892393321,0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.000299536886232633,-0.100463821892393,-0.000463821892393321,0.0111657260968433,0.0188029459834734,0.131083391067418,0.169072645002057
"MIR190",0.299063239445154,0.150690207629467,0.0920989548199292,-0.149008625782819,0.1502617586149,-0.1502617586149,-0.1502617586149,-0.1502617586149,-0.1502617586149,-0.1502617586149,0.149008625782819,0.149008625782819,0.244076101542659,-0.0449969306322897,-0.237820467637144,-0.299063239445154
"TGFB",0.300251096902259,0.151116866449534,0.092177509415373,-0.1502617586149,0.150690207629467,-0.150690207629467,-0.150690207629467,-0.150690207629467,-0.150690207629467,-0.150690207629467,0.1502617586149,0.1502617586149,0.244678353441061,-0.145328841490516,-0.237959743403161,-0.300251096902259
"TWIST1",0.282658792928704,0.21981471633322,-0.00221534277522332,-0.219175068182641,0.21990170311123,-0.21990170311123,-0.21990170311123,-0.21990170311123,-0.21990170311123,-0.21990170311123,0.219175068182641,0.219175068182641,0.223157618079674,-0.0730924939994152,-0.227093247497687,-0.378478449466404
