"","MIR200","MIR340","MIR1199","HAS2","GRHL2","CD44s","MIR34","ZEB1","TGFB","TWIST1","MIR129","SNAIL1","HA","CD24","MIR190","ESRP1"
"TWIST1",0.113850932398747,0.224041658535027,0.224041658535027,0.224041658535027,0.224041658535027,0.223816151143396,0.116759875537889,-0.223954671757017,0.000639089269528043,0.0340272662809312,-0.0792610481681376,0.00653704450714319,-0.223816151143396,-0.223816151143396,-0.224041658535027,-0.224041658535027
"SNAIL1",0.00105963649012227,0.119896631530469,0.119896631530469,0.119896631530469,0.119896631530469,0.11999961814221,0.117667536279246,-0.119947146786076,0.0724181216424572,0.0349090889737042,0.0349090889737042,-0.0850078393541704,-0.11999961814221,-0.11999961814221,-0.119896631530469,-0.119896631530469
"TGFB",0.00105063153739827,0.11999961814221,0.11999961814221,0.11999961814221,0.11999961814221,0.119742548733469,0.117802610570106,-0.119896631530469,0.0723368604690458,0.0353193609688417,0.0353193609688417,0.0148882354719548,-0.119742548733469,-0.119742548733469,-0.11999961814221,-0.11999961814221
"MIR340",0.106420735912367,0.0982512069340308,0.0982512069340308,0.0982512069340308,0.0982512069340308,0.0985060922356451,0.0904018110289088,-0.098340572438946,-0.00329491911112865,-0.06658810488464,-0.06658810488464,-0.07517680364294,-0.0985060922356451,-0.0985060922356451,-0.0982512069340308,-0.0982512069340308
"CD44s",0.106420735912367,0.0982512069340308,0.0982512069340308,0.0982512069340308,0.0982512069340308,0.0985060922356451,0.0904018110289088,-0.098340572438946,-0.00329491911112865,-0.06658810488464,-0.06658810488464,-0.07517680364294,-0.0985060922356451,-0.0985060922356451,-0.0982512069340308,-0.0982512069340308
"CD24",0.106420735912367,0.0982512069340308,0.0982512069340308,0.0982512069340308,0.0982512069340308,0.0985060922356451,0.0904018110289088,-0.098340572438946,-0.00329491911112865,-0.06658810488464,-0.06658810488464,-0.07517680364294,-0.0985060922356451,-0.0985060922356451,-0.0982512069340308,-0.0982512069340308
"HAS2",0.106526109990344,0.0985060922356451,0.0985060922356451,0.0985060922356451,0.0985060922356451,0.0977427334570192,0.0906125591848625,-0.0982512069340308,-0.00339153746861658,-0.0659488354782473,-0.0659488354782473,-0.0752714110223156,-0.197742733457019,-0.0977427334570192,-0.0985060922356451,-0.0985060922356451
"ZEB1",-0.106439014106481,-0.098340572438946,-0.098340572438946,-0.098340572438946,-0.098340572438946,-0.0982512069340308,-0.0904932019994809,-0.00168998679503591,0.0033274394363319,0.066307643681773,0.066307643681773,0.0752419290092702,0.0982512069340308,0.0982512069340308,0.098340572438946,0.098340572438946
"GRHL2",0.00631804609391246,-0.00127347092572023,-0.00127347092572023,-0.00127347092572023,-0.00127347092572023,-0.000891305320624692,-0.00829483296976563,0.0011411374453497,-0.00340965661235288,-0.060754260470073,-0.060754260470073,-0.0626871788802801,0.000891305320624692,-0.0991086946793753,0.00127347092572023,0.00127347092572023
"ESRP1",-0.106526109990344,-0.0985060922356451,-0.0985060922356451,-0.0985060922356451,-0.0985060922356451,-0.197742733457019,-0.0906125591848625,0.0982512069340308,0.00339153746861658,0.0659488354782473,0.0659488354782473,0.0752714110223156,0.0977427334570192,0.0977427334570192,0.0985060922356451,0.0985060922356451
"MIR1199",-0.106420735912367,-0.0982512069340308,-0.0982512069340308,-0.0982512069340308,-0.0982512069340308,-0.0985060922356451,-0.0904018110289088,0.098340572438946,0.00329491911112865,0.06658810488464,0.06658810488464,0.07517680364294,0.0985060922356451,0.0985060922356451,0.0982512069340308,0.0982512069340308
"HA",-0.106420735912367,-0.0982512069340308,-0.0982512069340308,-0.0982512069340308,-0.0982512069340308,-0.0985060922356451,-0.0904018110289088,0.098340572438946,0.00329491911112865,0.06658810488464,0.06658810488464,0.07517680364294,0.0985060922356451,0.0985060922356451,0.0982512069340308,0.0982512069340308
"MIR34",-0.00105063153739827,-0.11999961814221,-0.11999961814221,-0.11999961814221,-0.11999961814221,-0.119742548733469,-0.117802610570106,0.119896631530469,-0.0723368604690458,-0.0353193609688417,-0.0353193609688417,-0.0148882354719548,0.119742548733469,0.119742548733469,0.11999961814221,0.11999961814221
"MIR190",-0.00102444667225033,-0.119742548733469,-0.119742548733469,-0.119742548733469,-0.119742548733469,-0.120494428432717,-0.117514577053478,0.11999961814221,-0.172479107979714,-0.0344834612768047,-0.0344834612768047,-0.0150739364933104,0.120494428432717,0.120494428432717,0.119742548733469,0.119742548733469
"MIR200",-0.0360121148477281,-0.129091596303325,-0.129091596303325,-0.129091596303325,-0.129091596303325,-0.129547292505856,-0.200637542238968,0.129249740741912,-0.190717412811044,-0.0342699056138663,-0.0342699056138663,-0.020072587409359,0.129547292505856,0.129547292505856,0.129091596303325,0.129091596303325
"MIR129",-0.113820134739369,-0.223816151143396,-0.223816151143396,-0.223816151143396,-0.223816151143396,-0.224263245033113,-0.116513494262866,0.224041658535027,-0.000779974025797415,-0.13334734996294,0.0799149848670652,-0.00668799826040241,0.224263245033113,0.224263245033113,0.223816151143396,0.223816151143396
