"","MIR34","TWIST1","HAS2","GRHL2","ESRP1","TGFB","ZEB1","MIR200","HA","CD44s","CD24","MIR340","MIR190","MIR1199","MIR129","SNAIL1"
"MIR34",0.367529344681155,0.216644729106828,0.195393148442359,0.195393148442359,0.195393148442359,0.206388968429479,-0.197026221857101,0.163300741291738,-0.194022111595744,-0.194022111595744,-0.194022111595744,-0.195393148442359,-0.195393148442359,-0.195393148442359,-0.216644729106828,-0.461217944034571
"MIR190",0.364046757616478,0.213521103941848,0.194022111595744,0.194022111595744,0.194022111595744,0.103781097400556,-0.195393148442359,0.16149398559653,-0.189260206833839,-0.189260206833839,-0.189260206833839,-0.194022111595744,-0.194022111595744,-0.194022111595744,-0.213521103941848,-0.456761119522036
"MIR1199",0.135323690853852,0.12781130918504,0.0698011567277459,0.0698011567277459,0.0698011567277459,0.0294721664260424,-0.0703075612555981,-0.0326890461137037,-0.0703958890981792,-0.0703958890981792,-0.0703958890981792,-0.0698011567277459,-0.0698011567277459,-0.0698011567277459,-0.12781130918504,-0.186990439298632
"HA",0.135323690853852,0.12781130918504,0.0698011567277459,0.0698011567277459,0.0698011567277459,0.0294721664260424,-0.0703075612555981,-0.0326890461137037,-0.0703958890981792,-0.0703958890981792,-0.0703958890981792,-0.0698011567277459,-0.0698011567277459,-0.0698011567277459,-0.12781130918504,-0.186990439298632
"CD44s",0.135323690853852,0.12781130918504,0.0698011567277459,0.0698011567277459,0.0698011567277459,0.0294721664260424,-0.0703075612555981,-0.0326890461137037,-0.0703958890981792,-0.0703958890981792,-0.0703958890981792,-0.0698011567277459,-0.0698011567277459,-0.0698011567277459,-0.12781130918504,-0.186990439298632
"CD24",0.135323690853852,0.12781130918504,0.0698011567277459,0.0698011567277459,0.0698011567277459,0.0294721664260424,-0.0703075612555981,-0.0326890461137037,-0.0703958890981792,-0.0703958890981792,-0.0703958890981792,-0.0698011567277459,-0.0698011567277459,-0.0698011567277459,-0.12781130918504,-0.186990439298632
"TWIST1",0.198326743147942,0.190058928666308,0.0590650459911416,0.0590650459911416,0.0590650459911416,0.106250067964161,-0.060265463527676,0.13162664484677,-0.058137960047769,-0.058137960047769,-0.058137960047769,-0.0590650459911416,-0.0590650459911416,-0.0590650459911416,-0.0418462734687815,-0.366450450140643
"MIR129",0.196109311672735,0.288332987243713,0.058137960047769,0.058137960047769,0.058137960047769,0.104362212230152,-0.0590650459911416,0.130548726768544,-0.0548592715231788,-0.0548592715231788,-0.0548592715231788,-0.058137960047769,-0.058137960047769,-0.058137960047769,-0.0401460380515699,-0.363362759733068
"ZEB1",-0.136255878753687,-0.127904796252662,-0.0703075612555981,-0.0703075612555981,-0.0703075612555981,-0.0304152558569367,-0.0295803882198017,0.0323783168137585,0.0698011567277459,0.0698011567277459,0.0698011567277459,0.0703075612555981,0.0703075612555981,0.0703075612555981,0.127904796252662,0.188292946625235
"MIR200",-0.0732843182010436,-0.109799645481077,0.0282320269501375,0.0282320269501375,0.0282320269501375,-0.0186093195987737,-0.0279684528858254,-0.186819801442307,-0.0305105079627957,-0.0305105079627957,-0.0305105079627957,-0.0282320269501375,-0.0282320269501375,-0.0282320269501375,0.109799645481077,0.17289304002243
"GRHL2",0.0211029782928788,0.0951849934025219,-0.00770565450156606,-0.00770565450156606,-0.00770565450156606,0.0143610162710333,0.00717632058008393,0.0315170168764718,0.00681393475634313,0.00681393475634313,-0.0931860652436569,0.00770565450156606,0.00770565450156606,0.00770565450156606,-0.0951849934025219,-0.11920505970922
"HAS2",-0.134164575996107,-0.12498025895673,-0.0703958890981792,-0.0703958890981792,-0.0703958890981792,-0.028795837923627,0.0698011567277459,0.0345857795172864,-0.0313852813852814,0.0686147186147186,0.0686147186147186,0.0703958890981792,0.0703958890981792,0.0703958890981792,0.12498025895673,0.185382113849246
"ESRP1",-0.134164575996107,-0.12498025895673,-0.0703958890981792,-0.0703958890981792,-0.0703958890981792,-0.028795837923627,0.0698011567277459,0.0345857795172864,0.0686147186147186,-0.0313852813852814,0.0686147186147186,0.0703958890981792,0.0703958890981792,0.0703958890981792,0.12498025895673,0.185382113849246
"MIR340",-0.135323690853852,-0.12781130918504,-0.0698011567277459,-0.0698011567277459,-0.0698011567277459,-0.0294721664260424,0.0703075612555981,0.0326890461137037,0.0703958890981792,0.0703958890981792,0.0703958890981792,0.0698011567277459,0.0698011567277459,0.0698011567277459,0.12781130918504,0.186990439298632
"TGFB",-0.367529344681155,-0.216644729106828,-0.195393148442359,-0.195393148442359,-0.195393148442359,-0.206388968429479,0.197026221857101,-0.163300741291738,0.194022111595744,0.194022111595744,0.194022111595744,0.195393148442359,0.195393148442359,0.195393148442359,0.216644729106828,0.461217944034571
"SNAIL1",-0.370257845356526,-0.218483355455408,-0.197026221857101,-0.197026221857101,-0.197026221857101,-0.208030444132388,0.197571786617659,-0.164030142462382,0.195393148442359,0.195393148442359,0.195393148442359,0.197026221857101,0.197026221857101,0.197026221857101,0.218483355455408,0.363943981287749
