"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","MIR200","ZEB1","TWIST1","MIR129","SNAIL1","MIR34","HAS2","HA","CD44s","CD24","TGFB"
"TWIST1",0.203554440938765,0.203554440938765,0.203554440938765,0.203554440938765,0.203554440938765,0.0862871999775632,-0.207608024794019,0.0598900400089496,-0.0471991344361624,0.0308554559468331,-0.0862871999775632,-0.203554440938765,-0.20829009616302,-0.20829009616302,-0.20829009616302,-0.136220549288905
"MIR200",0.0886842996396653,0.0886842996396653,0.0886842996396653,0.0886842996396653,0.0886842996396653,0.000654892239845334,-0.0813920838603646,0.0324477462843035,0.0324477462843035,0.0756279370401947,-0.000654892239845334,-0.0886842996396653,-0.0802286034371336,-0.0802286034371336,-0.0802286034371336,-0.0772953061795255
"MIR34",0.0696779539807687,0.0696779539807687,0.0696779539807687,0.0696779539807687,0.0696779539807687,-0.0507559830664144,-0.0781081437703818,0.0748411615113711,0.0748411615113711,0.0299106627781452,0.0507559830664144,-0.0696779539807687,-0.0797036609216428,-0.0797036609216428,-0.0797036609216428,0.0243583455166516
"SNAIL1",0.0781081437703818,0.0781081437703818,0.0781081437703818,0.0781081437703818,0.0781081437703818,-0.0291711113869907,-0.0709450805252818,0.02832847347004,0.02832847347004,-0.033963347934142,0.0291711113869907,-0.0781081437703818,-0.0696779539807687,-0.0696779539807687,-0.0696779539807687,0.0439422883087855
"MIR190",0.0797036609216428,0.0797036609216428,0.0797036609216428,0.0797036609216428,0.0797036609216428,-0.0253304790077603,-0.0696779539807687,0.0204196920877019,0.0204196920877019,0.072250495647226,0.0253304790077603,-0.0797036609216428,-0.0679242123000889,-0.0679242123000889,-0.0679242123000889,-0.0525501419181516
"HAS2",0.0556413960448857,0.0556413960448857,0.0556413960448857,0.0556413960448857,0.0556413960448857,0.0521932254056961,-0.061843605050833,-0.020776682141388,-0.020776682141388,-0.0455088067928449,-0.0521932254056961,-0.0556413960448857,0.0359616573902288,-0.0640383426097712,-0.0640383426097712,-0.0666266345779531
"MIR340",0.061843605050833,0.061843605050833,0.061843605050833,0.061843605050833,0.061843605050833,0.0682100852581724,-0.0564518862542885,-0.0561191478948127,-0.0561191478948127,-0.018167274153299,-0.0682100852581724,-0.061843605050833,-0.0556413960448857,-0.0556413960448857,-0.0556413960448857,-0.0512643157373733
"HA",0.061843605050833,0.061843605050833,0.061843605050833,0.061843605050833,0.061843605050833,0.0682100852581724,-0.0564518862542885,-0.0561191478948127,-0.0561191478948127,-0.018167274153299,-0.0682100852581724,-0.061843605050833,-0.0556413960448857,-0.0556413960448857,-0.0556413960448857,-0.0512643157373733
"CD44s",0.061843605050833,0.061843605050833,0.061843605050833,0.061843605050833,0.061843605050833,0.0682100852581724,-0.0564518862542885,-0.0561191478948127,-0.0561191478948127,-0.018167274153299,-0.0682100852581724,-0.061843605050833,-0.0556413960448857,-0.0556413960448857,-0.0556413960448857,-0.0512643157373733
"ZEB1",-0.0564518862542885,-0.0564518862542885,-0.0564518862542885,-0.0564518862542885,-0.0564518862542885,-0.0543369359253265,-0.0389132965917948,0.0260474744763022,0.0260474744763022,0.0414170299331752,0.0543369359253265,0.0564518862542885,0.061843605050833,0.061843605050833,0.061843605050833,0.0635244783389994
"GRHL2",0.00863563337085197,0.00863563337085197,0.00863563337085197,0.00863563337085197,0.00863563337085197,0.00112982404198067,-0.0142377507065379,0.0616425421021429,0.0616425421021429,0.0273562439418539,-0.00112982404198067,-0.00863563337085197,-0.0153872257275399,-0.0153872257275399,-0.11538722572754,-0.0181449835431713
"MIR1199",-0.061843605050833,-0.061843605050833,-0.061843605050833,-0.061843605050833,-0.061843605050833,-0.0682100852581724,0.0564518862542885,0.0561191478948127,0.0561191478948127,0.018167274153299,0.0682100852581724,0.061843605050833,0.0556413960448857,0.0556413960448857,0.0556413960448857,0.0512643157373733
"CD24",-0.061843605050833,-0.061843605050833,-0.061843605050833,-0.061843605050833,-0.061843605050833,-0.0682100852581724,0.0564518862542885,0.0561191478948127,0.0561191478948127,0.018167274153299,0.0682100852581724,0.061843605050833,0.0556413960448857,0.0556413960448857,0.0556413960448857,0.0512643157373733
"ESRP1",-0.0556413960448857,-0.0556413960448857,-0.0556413960448857,-0.0556413960448857,-0.0556413960448857,-0.0521932254056961,0.061843605050833,0.020776682141388,0.020776682141388,0.0455088067928449,0.0521932254056961,0.0556413960448857,0.0640383426097712,-0.0359616573902288,0.0640383426097712,0.0666266345779531
"TGFB",-0.0696779539807687,-0.0696779539807687,-0.0696779539807687,-0.0696779539807687,-0.0696779539807687,0.0507559830664144,0.0781081437703818,-0.0748411615113711,-0.0748411615113711,-0.0299106627781452,-0.0507559830664144,0.0696779539807687,0.0797036609216428,0.0797036609216428,0.0797036609216428,-0.0243583455166516
"MIR129",-0.20829009616302,-0.20829009616302,-0.20829009616302,-0.20829009616302,-0.20829009616302,-0.0985138707505845,0.203554440938765,-0.133268701096816,0.0738012793485349,-0.0513165510476976,0.0985138707505845,0.20829009616302,0.202775938189846,0.202775938189846,0.202775938189846,0.125147007446132
