"","TWIST1","ZEB1","MIR34","MIR200","MIR190","MIR1199","ESRP1","TGFB","CD24","HA","CD44s","MIR340","HAS2","GRHL2","MIR129","SNAIL1"
"TWIST1",-0.0165078817023685,-0.179688654405318,-0.0401876373095188,-0.0401876373095188,0.176243977996132,0.176243977996132,0.176243977996132,-0.0830095671372215,0.174314636978843,-0.174314636978843,-0.174314636978843,-0.176243977996132,-0.176243977996132,-0.176243977996132,0.271738047718386,0.268312021673649
"MIR129",0.084538143402234,-0.176243977996132,-0.0408035904970765,-0.0408035904970765,0.174314636978843,0.174314636978843,0.174314636978843,-0.0831504518934909,0.180573951434879,-0.180573951434879,-0.180573951434879,-0.174314636978843,-0.174314636978843,-0.174314636978843,0.270665591532145,0.266596638113885
"SNAIL1",-0.138486758623909,-0.118744553220026,-0.130992679538025,-0.130992679538025,0.116744149097981,0.116744149097981,0.116744149097981,-0.15822055493307,0.115611296368836,-0.115611296368836,-0.115611296368836,-0.116744149097981,-0.116744149097981,-0.116744149097981,0.138486758623909,0.186362553714951
"MIR190",-0.137995737163564,-0.115611296368836,-0.129275268347573,-0.129275268347573,0.119210268091201,0.119210268091201,0.119210268091201,-0.258064736922034,0.122217786888194,-0.122217786888194,-0.122217786888194,-0.119210268091201,-0.119210268091201,-0.119210268091201,0.137995737163564,0.284481193345484
"ZEB1",-0.0838878945890532,-0.0829133931825911,-0.0666583150470995,-0.0666583150470995,-0.0229437933306003,-0.0229437933306003,-0.0229437933306003,-0.0160295740335362,-0.0109390271703381,0.0109390271703381,0.0109390271703381,0.0229437933306003,0.0229437933306003,0.0229437933306003,0.0838878945890532,0.106254180735314
"MIR340",0.0853525253151361,-0.0229437933306003,0.0609737966775144,0.0609737966775144,0.0109390271703381,0.0109390271703381,0.0109390271703381,0.0172328260660565,-0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0853525253151361,-0.104267857062244
"HA",0.0853525253151361,-0.0229437933306003,0.0609737966775144,0.0609737966775144,0.0109390271703381,0.0109390271703381,0.0109390271703381,0.0172328260660565,-0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0853525253151361,-0.104267857062244
"CD44s",0.0853525253151361,-0.0229437933306003,0.0609737966775144,0.0609737966775144,0.0109390271703381,0.0109390271703381,0.0109390271703381,0.0172328260660565,-0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0853525253151361,-0.104267857062244
"CD24",0.0853525253151361,-0.0229437933306003,0.0609737966775144,0.0609737966775144,0.0109390271703381,0.0109390271703381,0.0109390271703381,0.0172328260660565,-0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0853525253151361,-0.104267857062244
"HAS2",0.089462114356232,-0.0109390271703381,0.0531761149072299,0.0531761149072299,-0.00477889976254207,-0.00477889976254207,-0.00477889976254207,0.0152038405588101,0.0158317872603587,0.0841682127396413,-0.0158317872603587,0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.089462114356232,-0.108619796513521
"ESRP1",-0.089462114356232,0.0109390271703381,-0.0531761149072299,-0.0531761149072299,0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.0152038405588101,-0.0158317872603587,0.0158317872603587,-0.0841682127396413,-0.00477889976254207,-0.00477889976254207,-0.00477889976254207,0.089462114356232,0.108619796513521
"MIR1199",-0.0853525253151361,0.0229437933306003,-0.0609737966775144,-0.0609737966775144,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0172328260660565,0.00477889976254207,-0.00477889976254207,-0.00477889976254207,0.0109390271703381,0.0109390271703381,0.0109390271703381,0.0853525253151361,0.104267857062244
"GRHL2",0.070982017232474,0.0277281391908397,-0.0205360649650569,-0.0205360649650569,-0.0325362556443025,-0.0325362556443025,-0.0325362556443025,0.00846493684260678,-0.149478930803538,0.0494789308035381,0.0494789308035381,0.0325362556443025,0.0325362556443025,0.0325362556443025,-0.070982017232474,-0.0754426027899302
"MIR200",0.0929869976684922,0.0682362158619465,0.0399744488298052,0.0399744488298052,-0.0626308740942431,-0.0626308740942431,-0.0626308740942431,0.207181426258425,-0.0544789753600659,0.0544789753600659,0.0544789753600659,0.0626308740942431,0.0626308740942431,0.0626308740942431,-0.0929869976684922,-0.138101275520057
"TGFB",0.137863753001663,0.116744149097981,0.131343872694261,0.131343872694261,-0.115611296368836,-0.115611296368836,-0.115611296368836,0.158301816106481,-0.119210268091201,0.119210268091201,0.119210268091201,0.115611296368836,0.115611296368836,0.115611296368836,-0.137863753001663,-0.285363273196924
"MIR34",0.137863753001663,0.116744149097981,0.131343872694261,0.131343872694261,-0.115611296368836,-0.115611296368836,-0.115611296368836,0.158301816106481,-0.119210268091201,0.119210268091201,0.119210268091201,0.115611296368836,0.115611296368836,0.115611296368836,-0.137863753001663,-0.285363273196924
