"","MIR340","MIR190","GRHL2","HA","MIR200","SNAIL1","TGFB","TWIST1","MIR129","ZEB1","MIR34","CD44s","CD24","MIR1199","HAS2","ESRP1"
"MIR129",0.265709432562516,0.265709432562516,0.265709432562516,0.264070088300221,0.13928273875304,0.00643267550520707,-0.00103360942660863,-0.199783232534732,0.187789633131213,-0.266185503722626,-0.13928273875304,-0.264070088300221,-0.264070088300221,-0.265709432562516,-0.265709432562516,-0.265709432562516
"MIR340",0.18264858746264,0.18264858746264,0.18264858746264,0.181204237420159,0.149349902841801,0.0863215165030252,0.00584595128734824,-0.0729336564053728,-0.0729336564053728,-0.182797529970832,-0.149349902841801,-0.181204237420159,-0.181204237420159,-0.18264858746264,-0.18264858746264,-0.18264858746264
"MIR1199",0.18264858746264,0.18264858746264,0.18264858746264,0.181204237420159,0.149349902841801,0.0863215165030252,0.00584595128734824,-0.0729336564053728,-0.0729336564053728,-0.182797529970832,-0.149349902841801,-0.181204237420159,-0.181204237420159,-0.18264858746264,-0.18264858746264,-0.18264858746264
"HA",0.18264858746264,0.18264858746264,0.18264858746264,0.181204237420159,0.149349902841801,0.0863215165030252,0.00584595128734824,-0.0729336564053728,-0.0729336564053728,-0.182797529970832,-0.149349902841801,-0.181204237420159,-0.181204237420159,-0.18264858746264,-0.18264858746264,-0.18264858746264
"CD24",0.18264858746264,0.18264858746264,0.18264858746264,0.181204237420159,0.149349902841801,0.0863215165030252,0.00584595128734824,-0.0729336564053728,-0.0729336564053728,-0.182797529970832,-0.149349902841801,-0.181204237420159,-0.181204237420159,-0.18264858746264,-0.18264858746264,-0.18264858746264
"MIR200",0.175864475739544,0.175864475739544,0.175864475739544,0.174294855486379,0.226358806093607,-0.00319041137304611,-0.184246832873461,0.0256470301458015,0.0256470301458015,-0.175671188092382,-0.226358806093607,-0.174294855486379,-0.174294855486379,-0.175864475739544,-0.175864475739544,-0.175864475739544
"MIR34",0.0913276410261846,0.0913276410261846,0.0913276410261846,0.0920131594494922,0.0935925005812678,0.00338936484544527,-0.0645018707274468,0.0266785487226536,0.0266785487226536,-0.091636600861406,-0.0935925005812678,-0.0920131594494922,-0.0920131594494922,-0.0913276410261846,-0.0913276410261846,-0.0913276410261846
"GRHL2",0.0420433246619594,0.0420433246619594,0.0420433246619594,0.0412789934517683,0.0251875751451375,0.0681218708790036,0.00459610497339495,-0.0641762793515392,-0.0641762793515392,-0.0417786577012183,-0.0251875751451375,-0.0412789934517683,-0.141278993451768,-0.0420433246619594,-0.0420433246619594,-0.0420433246619594
"ZEB1",-0.182797529970832,-0.182797529970832,-0.182797529970832,-0.18264858746264,-0.149806857694662,-0.0864517672356855,-0.00639879681580352,0.0719052986615273,0.0719052986615273,0.0833577825938325,0.149806857694662,0.18264858746264,0.18264858746264,0.182797529970832,0.182797529970832,0.182797529970832
"MIR190",-0.0920131594494922,-0.0920131594494922,-0.0920131594494922,-0.0902587734845799,-0.0947184497826294,-0.00547850133569597,0.165402771628348,-0.0261946067956848,-0.0261946067956848,0.0913276410261846,0.0947184497826294,0.0902587734845799,0.0902587734845799,0.0920131594494922,0.0920131594494922,0.0920131594494922
"TGFB",-0.0913276410261846,-0.0913276410261846,-0.0913276410261846,-0.0920131594494922,-0.0935925005812678,-0.00338936484544527,0.0645018707274468,-0.0266785487226536,-0.0266785487226536,0.091636600861406,0.0935925005812678,0.0920131594494922,0.0920131594494922,0.0913276410261846,0.0913276410261846,0.0913276410261846
"SNAIL1",-0.091636600861406,-0.091636600861406,-0.091636600861406,-0.0913276410261846,-0.0945920503336316,-0.10400492164455,0.0640630603910255,-0.0278789741899078,-0.0278789741899078,0.0918083527304705,0.0945920503336316,0.0913276410261846,0.0913276410261846,0.091636600861406,0.091636600861406,0.091636600861406
"HAS2",-0.181204237420159,-0.181204237420159,-0.181204237420159,-0.279931972789116,-0.149349902841801,-0.0872675902967811,-0.00574933292986031,0.0717464417935006,0.0717464417935006,0.18264858746264,0.149349902841801,0.179931972789116,0.179931972789116,0.181204237420159,0.181204237420159,0.181204237420159
"ESRP1",-0.181204237420159,-0.181204237420159,-0.181204237420159,-0.179931972789116,-0.149349902841801,-0.0872675902967811,-0.00574933292986031,0.0717464417935006,0.0717464417935006,0.18264858746264,0.149349902841801,0.279931972789116,0.179931972789116,0.181204237420159,0.181204237420159,0.181204237420159
"CD44s",-0.18264858746264,-0.18264858746264,-0.18264858746264,-0.181204237420159,-0.149349902841801,-0.0863215165030252,-0.00584595128734824,0.0729336564053728,0.0729336564053728,0.182797529970832,0.149349902841801,0.181204237420159,0.181204237420159,0.18264858746264,0.18264858746264,0.18264858746264
"TWIST1",-0.266185503722626,-0.266185503722626,-0.266185503722626,-0.265709432562516,-0.139159548115528,-0.00526621468456757,0.000329185645261772,0.0995217262585809,-0.188077365278741,0.266603040257073,0.139159548115528,0.265709432562516,0.265709432562516,0.266185503722626,0.266185503722626,0.266185503722626
