"","TWIST1","MIR129","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","ZEB1","TGFB","HA","CD44s","CD24","MIR200","SNAIL1","MIR34"
"GRHL2",0.0838547110611925,0.0838547110611925,0.173420596883531,0.173420596883531,0.173420596883531,0.173420596883531,0.173420596883531,0.173420596883531,-0.173464708043654,-0.0109895389304961,-0.173802762488626,-0.173802762488626,-0.273802762488626,-0.162512863269459,-0.099183100700407,-0.201795201818997
"MIR200",0.0763850104786404,0.0763850104786404,0.0689498068750466,0.0689498068750466,0.0689498068750466,0.0689498068750466,0.0689498068750466,0.0689498068750466,-0.0689322352707592,-0.20029160127353,-0.0687979081408694,-0.0687979081408694,-0.0687979081408694,0.0205133740549202,-0.102684821271219,-0.180829940280244
"TGFB",-0.0413178188886104,-0.0413178188886104,0.0678517297470108,0.0678517297470108,0.0678517297470108,0.0678517297470108,0.0678517297470108,0.0678517297470108,-0.0677781678814819,0.0770710401970198,-0.0673375909295301,-0.0673375909295301,-0.0673375909295301,-0.0992926418716452,0.0300488131335223,0.0312582915257342
"MIR34",-0.0413178188886104,-0.0413178188886104,0.0678517297470108,0.0678517297470108,0.0678517297470108,0.0678517297470108,0.0678517297470108,0.0678517297470108,-0.0677781678814819,0.0770710401970198,-0.0673375909295301,-0.0673375909295301,-0.0673375909295301,-0.0992926418716452,0.0300488131335223,0.0312582915257342
"SNAIL1",-0.0418800434745396,-0.0418800434745396,0.0677781678814819,0.0677781678814819,0.0677781678814819,0.0677781678814819,0.0677781678814819,0.0677781678814819,-0.067687240421389,0.0768922656155149,-0.0678517297470108,-0.0678517297470108,-0.0678517297470108,-0.0992296072025773,-0.0697033652980071,0.0312853063839062
"MIR340",0.0654833067013567,0.0654833067013567,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,-0.0557685532625535,-0.00334412527727635,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0676421874656249,-0.0745467001259336,-0.0827374000130369
"HA",0.0654833067013567,0.0654833067013567,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,-0.0557685532625535,-0.00334412527727635,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0676421874656249,-0.0745467001259336,-0.0827374000130369
"CD44s",0.0654833067013567,0.0654833067013567,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0554408797445314,-0.0557685532625535,-0.00334412527727635,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0676421874656249,-0.0745467001259336,-0.0827374000130369
"ZEB1",-0.0662623655982093,-0.0662623655982093,-0.0557685532625535,-0.0557685532625535,-0.0557685532625535,-0.0557685532625535,-0.0557685532625535,-0.0557685532625535,-0.0443842429073559,0.00305144235044708,0.0554408797445314,0.0554408797445314,0.0554408797445314,0.0675873528832816,0.0742861986606129,0.0831943548658975
"MIR129",-0.175412870496148,0.222547385389,0.00893783536154071,0.00893783536154071,0.00893783536154071,0.00893783536154071,0.00893783536154071,0.00893783536154071,-0.0082613131866472,-0.0108306110931409,-0.00774558498896247,-0.00774558498896247,-0.00774558498896247,0.0120238644650948,-0.0500403432141511,-0.0254304717436075
"TWIST1",0.0768250043873617,-0.221161039587274,-0.0082613131866472,-0.0082613131866472,-0.0082613131866472,-0.0082613131866472,-0.0082613131866472,-0.0082613131866472,0.00853967087627838,0.0114223270694723,0.00893783536154071,0.00893783536154071,0.00893783536154071,-0.0119930668057169,0.0504932044739288,0.0245681372810266
"HAS2",-0.0664878729114023,-0.0664878729114023,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,0.0554408797445314,0.00286103348983673,-0.0445578231292517,0.0554421768707483,0.0554421768707483,0.0676421874656249,0.0738844484703045,0.0836857667148283
"ESRP1",-0.0664878729114023,-0.0664878729114023,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,-0.0562055356493743,0.0554408797445314,0.00286103348983673,0.0554421768707483,-0.0445578231292517,0.0554421768707483,0.0676421874656249,0.0738844484703045,0.0836857667148283
"MIR1199",-0.0654833067013567,-0.0654833067013567,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,0.0557685532625535,0.00334412527727635,0.0562055356493743,0.0562055356493743,0.0562055356493743,0.0676421874656249,0.0745467001259336,0.0827374000130369
"CD24",-0.0654833067013567,-0.0654833067013567,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,-0.0554408797445314,0.0557685532625535,0.00334412527727635,0.0562055356493743,0.0562055356493743,0.0562055356493743,0.0676421874656249,0.0745467001259336,0.0827374000130369
"MIR190",0.0430336129933178,0.0430336129933178,-0.0673375909295301,-0.0673375909295301,-0.0673375909295301,-0.0673375909295301,-0.0673375909295301,-0.0673375909295301,0.0678517297470108,-0.176454634317456,0.0688413503280264,0.0688413503280264,0.0688413503280264,0.0992664570064973,-0.0300952383888612,-0.031860543424137
