"","MIR340","MIR190","ESRP1","CD24","TGFB","MIR34","ZEB1","SNAIL1","TWIST1","MIR129","MIR200","HA","CD44s","MIR1199","HAS2","GRHL2"
"MIR34",0.0745247582912511,0.0745247582912511,0.0745247582912511,0.0772668319844817,0.13535112940747,0.116004653604081,-0.076422654421897,0.0464179470534546,-0.0321233948247891,-0.101450523403054,-0.116004653604081,-0.0772668319844817,-0.0772668319844817,-0.0745247582912511,-0.0745247582912511,-0.0745247582912511
"SNAIL1",0.076422654421897,0.076422654421897,0.076422654421897,0.0745247582912511,0.13591995762135,0.114320727444693,-0.0751496699805957,-0.0486176273329872,-0.0263340011156263,-0.0995815065363164,-0.114320727444693,-0.0745247582912511,-0.0745247582912511,-0.076422654421897,-0.076422654421897,-0.076422654421897
"MIR1199",0.0607431897895519,0.0607431897895519,0.0607431897895519,0.0621875398320327,0.050646623760655,0.0505368515768565,-0.0627985964025992,0.0214944132612736,-0.035147191352832,-0.0462765569643894,-0.0505368515768565,-0.0621875398320327,-0.0621875398320327,-0.0607431897895519,-0.0607431897895519,-0.0607431897895519
"HA",0.0607431897895519,0.0607431897895519,0.0607431897895519,0.0621875398320327,0.050646623760655,0.0505368515768565,-0.0627985964025992,0.0214944132612736,-0.035147191352832,-0.0462765569643894,-0.0505368515768565,-0.0621875398320327,-0.0621875398320327,-0.0607431897895519,-0.0607431897895519,-0.0607431897895519
"CD44s",0.0607431897895519,0.0607431897895519,0.0607431897895519,0.0621875398320327,0.050646623760655,0.0505368515768565,-0.0627985964025992,0.0214944132612736,-0.035147191352832,-0.0462765569643894,-0.0505368515768565,-0.0621875398320327,-0.0621875398320327,-0.0607431897895519,-0.0607431897895519,-0.0607431897895519
"CD24",0.0607431897895519,0.0607431897895519,0.0607431897895519,0.0621875398320327,0.050646623760655,0.0505368515768565,-0.0627985964025992,0.0214944132612736,-0.035147191352832,-0.0462765569643894,-0.0505368515768565,-0.0621875398320327,-0.0621875398320327,-0.0607431897895519,-0.0607431897895519,-0.0607431897895519
"HAS2",0.0621875398320327,0.0621875398320327,0.0621875398320327,0.0609152752009895,0.0526756092679014,0.0485347440952969,-0.0607431897895519,0.0272654634031847,-0.0292111182934712,-0.0452719907543437,-0.0485347440952969,0.0390847247990105,-0.0609152752009895,-0.0621875398320327,-0.0621875398320327,-0.0621875398320327
"ZEB1",-0.0627985964025992,-0.0627985964025992,-0.0627985964025992,-0.0607431897895519,-0.0513295505899233,-0.0495681072887921,-0.0382506039641116,-0.02549962329058,0.0310025980215761,0.0445003026795654,0.0495681072887921,0.0607431897895519,0.0607431897895519,0.0627985964025992,0.0627985964025992,0.0627985964025992
"MIR129",0.0214986898076411,0.0214986898076411,0.0214986898076411,0.0194122516556291,0.0163538624079595,0.0146029856516845,-0.0202709273420936,0.0124607270885235,-0.0215946079237218,-0.155865462576502,-0.0146029856516845,-0.0194122516556291,-0.0194122516556291,-0.0214986898076411,-0.0214986898076411,-0.0214986898076411
"GRHL2",-0.0206465267902891,-0.0206465267902891,-0.0206465267902891,-0.119245252904939,-0.0233243282606731,-0.0210112171795209,0.0187497469049781,0.0344608484148031,-0.0435028026517424,-0.0498665325216846,0.0210112171795209,0.0192452529049388,0.0192452529049388,0.0206465267902891,0.0206465267902891,0.0206465267902891
"TWIST1",-0.0202709273420936,-0.0202709273420936,-0.0202709273420936,-0.0214986898076411,-0.0168892244817831,-0.0152497364986201,0.0205492850317248,-0.01030620533746,-0.0756857268043116,0.157304123314143,0.0152497364986201,0.0214986898076411,0.0214986898076411,0.0202709273420936,0.0202709273420936,0.0202709273420936
"ESRP1",-0.0621875398320327,-0.0621875398320327,-0.0621875398320327,-0.0609152752009895,-0.0526756092679014,-0.0485347440952969,0.0607431897895519,-0.0272654634031847,0.0292111182934712,0.0452719907543437,0.0485347440952969,0.0609152752009895,-0.0390847247990105,0.0621875398320327,0.0621875398320327,0.0621875398320327
"MIR200",-0.0584978085280796,-0.0584978085280796,-0.0584978085280796,-0.0610800870090923,-0.0568478652667273,0.0371305806511365,0.0608348318983133,0.0661101101888486,-0.0415600406842295,-0.0908741588975979,-0.0371305806511365,0.0610800870090923,0.0610800870090923,0.0584978085280796,0.0584978085280796,0.0584978085280796
"MIR340",-0.0607431897895519,-0.0607431897895519,-0.0607431897895519,-0.0621875398320327,-0.050646623760655,-0.0505368515768565,0.0627985964025992,-0.0214944132612736,0.035147191352832,0.0462765569643894,0.0505368515768565,0.0621875398320327,0.0621875398320327,0.0607431897895519,0.0607431897895519,0.0607431897895519
"MIR190",-0.0772668319844817,-0.0772668319844817,-0.0772668319844817,-0.073006180355409,-0.035967535287034,-0.113412351954434,0.0745247582912511,-0.0537531373970015,0.0236324137425189,0.098590866561875,0.113412351954434,0.073006180355409,0.073006180355409,0.0772668319844817,0.0772668319844817,0.0772668319844817
"TGFB",-0.0745247582912511,-0.0745247582912511,-0.0745247582912511,-0.0772668319844817,-0.13535112940747,-0.116004653604081,0.076422654421897,-0.0464179470534546,0.0321233948247891,0.101450523403054,0.116004653604081,0.0772668319844817,0.0772668319844817,0.0745247582912511,0.0745247582912511,0.0745247582912511
