"","MIR190","HAS2","CD44s","CD24","MIR34","MIR200","SNAIL1","ZEB1","TWIST1","MIR129","TGFB","HA","MIR340","MIR1199","GRHL2","ESRP1"
"SNAIL1",0.253433922736008,0.253433922736008,0.251182929650823,0.251182929650823,0.391507481168235,0.391507481168235,0.33271333537066,-0.254525052257123,-0.20476116575799,-0.20476116575799,-0.376228753359859,-0.251182929650823,-0.253433922736008,-0.253433922736008,-0.253433922736008,-0.253433922736008
"TGFB",0.251182929650823,0.251182929650823,0.248355166154679,0.248355166154679,0.38908514888548,0.38908514888548,0.43235359438417,-0.253433922736008,-0.203013710963886,-0.203013710963886,-0.373547134637284,-0.248355166154679,-0.251182929650823,-0.251182929650823,-0.251182929650823,-0.251182929650823
"MIR34",0.251182929650823,0.251182929650823,0.248355166154679,0.248355166154679,0.38908514888548,0.38908514888548,0.43235359438417,-0.253433922736008,-0.203013710963886,-0.203013710963886,-0.373547134637284,-0.248355166154679,-0.251182929650823,-0.251182929650823,-0.251182929650823,-0.251182929650823
"MIR1199",0.1689948935141,0.1689948935141,0.171458784763038,0.171458784763038,0.162848125065845,0.162848125065845,0.0849974148500482,-0.170573684100933,-0.0734401571568372,-0.0734401571568372,-0.165646066312792,-0.171458784763038,-0.1689948935141,-0.1689948935141,-0.1689948935141,-0.1689948935141
"HA",0.1689948935141,0.1689948935141,0.171458784763038,0.171458784763038,0.162848125065845,0.162848125065845,0.0849974148500482,-0.170573684100933,-0.0734401571568372,-0.0734401571568372,-0.165646066312792,-0.171458784763038,-0.1689948935141,-0.1689948935141,-0.1689948935141,-0.1689948935141
"CD44s",0.1689948935141,0.1689948935141,0.171458784763038,0.171458784763038,0.162848125065845,0.162848125065845,0.0849974148500482,-0.170573684100933,-0.0734401571568372,-0.0734401571568372,-0.165646066312792,-0.171458784763038,-0.1689948935141,-0.1689948935141,-0.1689948935141,-0.1689948935141
"MIR200",0.0768036737367093,0.0768036737367093,0.081512534496203,0.081512534496203,-0.0605458504282841,-0.0605458504282841,-0.215100892798899,-0.0765752428809722,0.130558641522034,0.130558641522034,-0.0572876759953133,-0.081512534496203,-0.0768036737367093,-0.0768036737367093,-0.0768036737367093,-0.0768036737367093
"MIR129",0.049526348601639,0.049526348601639,0.0437141280353201,0.0437141280353201,0.196960505686232,0.196960505686232,0.374204687476098,-0.0524078319391484,-0.295525623610234,-0.0466277427788861,-0.138851902686429,-0.0437141280353201,-0.049526348601639,-0.049526348601639,-0.049526348601639,-0.049526348601639
"GRHL2",-0.03380829119019,-0.03380829119019,-0.0364834504258588,-0.136483450425859,-0.0381919259276353,-0.0381919259276353,-0.0674670468730376,0.035616848755254,0.0652211356238792,0.0652211356238792,0.0373717109384948,0.0364834504258588,0.03380829119019,0.03380829119019,0.03380829119019,0.03380829119019
"TWIST1",-0.0524078319391484,-0.0524078319391484,-0.049526348601639,-0.049526348601639,-0.199393520777085,-0.199393520777085,-0.377347270157585,0.0539561965877218,0.194479598505631,0.045555286592645,0.145586194036105,0.049526348601639,0.0524078319391484,0.0524078319391484,0.0524078319391484,0.0524078319391484
"ZEB1",-0.170573684100933,-0.170573684100933,-0.1689948935141,-0.1689948935141,-0.163268523530476,-0.163268523530476,-0.0846717880183972,0.0692188913944038,0.0712276298897759,0.0712276298897759,0.164052570377832,0.1689948935141,0.170573684100933,0.170573684100933,0.170573684100933,0.170573684100933
"HAS2",-0.171458784763038,-0.171458784763038,-0.168150896722325,-0.168150896722325,-0.163901865845613,-0.163901865845613,-0.086416525540682,0.1689948935141,0.0696958649193943,0.0696958649193943,0.164583264380425,0.0681508967223253,0.171458784763038,0.171458784763038,0.171458784763038,0.171458784763038
"ESRP1",-0.171458784763038,-0.171458784763038,-0.268150896722325,-0.168150896722325,-0.163901865845613,-0.163901865845613,-0.086416525540682,0.1689948935141,0.0696958649193943,0.0696958649193943,0.164583264380425,0.168150896722325,0.171458784763038,0.171458784763038,0.171458784763038,0.171458784763038
"MIR340",-0.1689948935141,-0.1689948935141,-0.171458784763038,-0.171458784763038,-0.162848125065845,-0.162848125065845,-0.0849974148500482,0.170573684100933,0.0734401571568372,0.0734401571568372,0.165646066312792,0.171458784763038,0.1689948935141,0.1689948935141,0.1689948935141,0.1689948935141
"CD24",-0.1689948935141,-0.1689948935141,-0.171458784763038,-0.171458784763038,-0.162848125065845,-0.162848125065845,-0.0849974148500482,0.170573684100933,0.0734401571568372,0.0734401571568372,0.165646066312792,0.171458784763038,0.1689948935141,0.1689948935141,0.1689948935141,0.1689948935141
"MIR190",-0.248355166154679,-0.248355166154679,-0.240335116029366,-0.240335116029366,-0.386492847235833,-0.386492847235833,-0.429660929574514,0.251182929650823,0.202969716243252,0.202969716243252,0.265439026529176,0.240335116029366,0.248355166154679,0.248355166154679,0.248355166154679,0.248355166154679
