"","MIR129","SNAIL1","MIR190","MIR1199","GRHL2","ESRP1","CD44s","MIR200","ZEB1","TGFB","HA","CD24","MIR340","HAS2","MIR34","TWIST1"
"SNAIL1",0.200794979114461,0.00501439932860041,0.0666534013909556,0.0666534013909556,0.0666534013909556,0.0666534013909556,0.0664327157943688,-0.0676656669752229,-0.0666129891864698,-0.100541921018634,-0.0664327157943688,-0.0664327157943688,-0.0666534013909556,-0.0666534013909556,-0.134379107190846,-0.200794979114461
"MIR190",0.198489752018874,0.104664485992294,0.0666897852031092,0.0666897852031092,0.0666897852031092,0.0666897852031092,0.0666897852031092,-0.0669563106076968,-0.0664327157943688,-0.200307685397296,-0.0666897852031092,-0.0666897852031092,-0.0666897852031092,-0.0666897852031092,-0.133713820623375,-0.198489752018874
"MIR340",0.112866336456989,0.0796530455413969,0.0640705611954809,0.0640705611954809,0.0640705611954809,0.0640705611954809,0.0633059052906381,0.0600553268450826,-0.0644578117167797,-0.00416269035371249,-0.0633059052906381,-0.0633059052906381,-0.0640705611954809,-0.0640705611954809,-0.0793509559505118,-0.112866336456989
"MIR1199",0.112866336456989,0.0796530455413969,0.0640705611954809,0.0640705611954809,0.0640705611954809,0.0640705611954809,0.0633059052906381,0.0600553268450826,-0.0644578117167797,-0.00416269035371249,-0.0633059052906381,-0.0633059052906381,-0.0640705611954809,-0.0640705611954809,-0.0793509559505118,-0.112866336456989
"HA",0.112866336456989,0.0796530455413969,0.0640705611954809,0.0640705611954809,0.0640705611954809,0.0640705611954809,0.0633059052906381,0.0600553268450826,-0.0644578117167797,-0.00416269035371249,-0.0633059052906381,-0.0633059052906381,-0.0640705611954809,-0.0640705611954809,-0.0793509559505118,-0.112866336456989
"HAS2",0.112227067050596,0.0798422603001481,0.0633059052906381,0.0633059052906381,0.0633059052906381,0.0633059052906381,0.0640692640692641,0.059844578689129,-0.0640705611954809,-0.00445254542617626,0.0359307359307359,-0.0640692640692641,-0.0633059052906381,-0.0633059052906381,-0.078613337404674,-0.112227067050596
"ZEB1",-0.112959823524611,-0.080011235056213,-0.0644578117167797,-0.0644578117167797,-0.0644578117167797,-0.0644578117167797,-0.0640705611954809,-0.0603660561450278,-0.0357561029210934,0.00432529197972875,0.0640705611954809,0.0640705611954809,0.0644578117167797,0.0644578117167797,0.0795154596975416,0.112959823524611
"GRHL2",-0.0867973482912377,-0.0648582950254367,0.0177454314723465,0.0177454314723465,0.0177454314723465,0.0177454314723465,0.0185097626825375,0.0264099581231097,-0.0176572091520994,0.00379444403307291,-0.0185097626825375,-0.118509762682538,-0.0177454314723465,-0.0177454314723465,-0.0100605208771379,0.0867973482912377
"MIR129",0.311449654664058,0.0672538781512786,0.00243384885660426,0.00243384885660426,0.00243384885660426,0.00243384885660426,0.00198675496688742,-0.022915072965512,-0.00205800320388564,-0.0147698731628724,-0.00198675496688742,-0.00198675496688742,-0.00243384885660426,-0.00243384885660426,-0.024895076276909,-0.281537113785615
"TWIST1",-0.312888315401698,-0.0671029243980194,-0.00205800320388564,-0.00205800320388564,-0.00205800320388564,-0.00205800320388564,-0.00243384885660426,0.0237774074280928,0.00212759262629343,0.0145726345040952,0.00243384885660426,0.00243384885660426,0.00205800320388564,0.00205800320388564,0.0252954458488215,0.183001548932058
"ESRP1",-0.112227067050596,-0.0798422603001481,-0.0633059052906381,-0.0633059052906381,-0.0633059052906381,-0.0633059052906381,0.0359307359307359,-0.059844578689129,0.0640705611954809,0.00445254542617626,0.0640692640692641,0.0640692640692641,0.0633059052906381,0.0633059052906381,0.078613337404674,0.112227067050596
"CD44s",-0.112866336456989,-0.0796530455413969,-0.0640705611954809,-0.0640705611954809,-0.0640705611954809,-0.0640705611954809,-0.0633059052906381,-0.0600553268450826,0.0644578117167797,0.00416269035371249,0.0633059052906381,0.0633059052906381,0.0640705611954809,0.0640705611954809,0.0793509559505118,0.112866336456989
"CD24",-0.112866336456989,-0.0796530455413969,-0.0640705611954809,-0.0640705611954809,-0.0640705611954809,-0.0640705611954809,-0.0633059052906381,-0.0600553268450826,0.0644578117167797,0.00416269035371249,0.0633059052906381,0.0633059052906381,0.0640705611954809,0.0640705611954809,0.0793509559505118,0.112866336456989
"TGFB",-0.200293535564849,-0.104478784970938,-0.0664327157943688,-0.0664327157943688,-0.0664327157943688,-0.0664327157943688,-0.0666897852031092,0.0678727808878749,0.0666534013909556,0.100070606212848,0.0666897852031092,0.0666897852031092,0.0664327157943688,0.0664327157943688,0.134316072521778,0.200293535564849
"MIR34",-0.200293535564849,-0.104478784970938,-0.0664327157943688,-0.0664327157943688,-0.0664327157943688,-0.0664327157943688,-0.0666897852031092,0.0678727808878749,0.0666534013909556,0.100070606212848,0.0666897852031092,0.0666897852031092,0.0664327157943688,0.0664327157943688,0.134316072521778,0.200293535564849
"MIR200",-0.190990096093744,-0.141215306944654,-0.0750246035785655,-0.0750246035785655,-0.0750246035785655,-0.0750246035785655,-0.0745689073760339,0.034520464909244,0.0751476048085778,0.212007608363424,0.0745689073760339,0.0745689073760339,0.0750246035785655,0.0750246035785655,0.202552249246327,0.190990096093744
