"","SNAIL1","HA","MIR190","MIR1199","GRHL2","ESRP1","MIR200","TGFB","ZEB1","MIR34","MIR129","MIR340","HAS2","CD44s","CD24","TWIST1"
"HAS2",0.202359104023344,0.0631416202844774,0.1608515439486,0.1608515439486,0.1608515439486,0.1608515439486,0.0912708493861049,-0.0327451453212102,-0.161106429250214,-0.0912708493861049,-0.114854212454212,-0.1608515439486,-0.1608515439486,-0.163141620284477,-0.163141620284477,-0.199905952870659
"ESRP1",0.202359104023344,0.163141620284477,0.1608515439486,0.1608515439486,0.1608515439486,0.1608515439486,0.0912708493861049,-0.0327451453212102,-0.161106429250214,-0.0912708493861049,-0.114854212454212,-0.1608515439486,-0.1608515439486,-0.263141620284477,-0.163141620284477,-0.199905952870659
"CD24",0.203588999955227,0.1608515439486,0.161106429250214,0.161106429250214,0.161106429250214,0.161106429250214,0.0902171086063367,-0.0338079472535774,-0.160361716709255,-0.0902171086063367,-0.115676130262432,-0.161106429250214,-0.161106429250214,-0.1608515439486,-0.1608515439486,-0.202006409491663
"MIR200",-0.0988452325410432,0.145558670600107,0.145811835157069,0.145811835157069,0.145811835157069,0.145811835157069,0.228997583969691,0.199908891645472,-0.145723977135631,-0.228997583969691,0.0598575550374429,-0.145811835157069,-0.145811835157069,-0.145558670600107,-0.145558670600107,0.119474104660923
"MIR190",0.316455555343596,0.0579702438748722,0.0577196173084562,0.0577196173084562,0.0577196173084562,0.0577196173084562,-0.174242646785957,-0.266499295221839,-0.0568627192793216,0.174242646785957,-0.10542088556689,-0.0577196173084562,-0.0577196173084562,-0.0579702438748722,-0.0579702438748722,-0.273061280757026
"SNAIL1",0.217009284792098,0.0568627192793216,0.0565537594441002,0.0565537594441002,0.0565537594441002,0.0565537594441002,-0.175248461570892,-0.167196962274814,-0.0563719045239143,0.175248461570892,-0.104955321012208,-0.0565537594441002,-0.0565537594441002,-0.0568627192793216,-0.0568627192793216,-0.273621198979391
"TWIST1",-0.198693350340138,0.036390654454654,0.036666274599981,0.036666274599981,0.036666274599981,0.036666274599981,0.122673280381971,0.0672693074694176,-0.036683671955583,-0.122673280381971,0.00174323611289499,-0.036666274599981,-0.036666274599981,-0.036390654454654,-0.036390654454654,0.100323741075778
"MIR129",-0.198871750230353,0.0368377483443709,0.036390654454654,0.036390654454654,0.036390654454654,0.036390654454654,0.122765673360104,0.0671284227131483,-0.036666274599981,-0.122765673360104,0.00229254293999413,-0.036390654454654,-0.036390654454654,-0.0368377483443709,-0.0368377483443709,0.200428343586238
"GRHL2",0.127446596279268,0.0303800211810683,0.0311443523912594,0.0311443523912594,0.0311443523912594,0.0311443523912594,-0.00160484384423844,-0.0164787534118806,-0.0305267961495302,0.00160484384423844,-0.0883107964243668,-0.0311443523912594,-0.0311443523912594,-0.0303800211810683,-0.130380021181068,-0.135544774451188
"TGFB",-0.316873382641646,-0.0577196173084562,-0.0568627192793216,-0.0568627192793216,-0.0568627192793216,-0.0568627192793216,0.174897268414656,0.167115701101403,0.0565537594441002,-0.174897268414656,0.104848954198654,0.0568627192793216,0.0568627192793216,0.0577196173084562,0.0577196173084562,0.273545222683995
"MIR34",-0.316873382641646,-0.0577196173084562,-0.0568627192793216,-0.0568627192793216,-0.0568627192793216,-0.0568627192793216,0.174897268414656,0.167115701101403,0.0565537594441002,-0.174897268414656,0.104848954198654,0.0568627192793216,0.0568627192793216,0.0577196173084562,0.0577196173084562,0.273545222683995
"ZEB1",-0.204240253618528,-0.161106429250214,-0.160361716709255,-0.160361716709255,-0.160361716709255,-0.160361716709255,-0.0892849207065012,0.0345559147332522,0.0603107846526182,0.0892849207065012,0.115769617330054,0.160361716709255,0.160361716709255,0.161106429250214,0.161106429250214,0.203097091947257
"MIR340",-0.203588999955227,-0.1608515439486,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.0902171086063367,0.0338079472535774,0.160361716709255,0.0902171086063367,0.115676130262432,0.161106429250214,0.161106429250214,0.1608515439486,0.1608515439486,0.202006409491663
"MIR1199",-0.203588999955227,-0.1608515439486,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.0902171086063367,0.0338079472535774,0.160361716709255,0.0902171086063367,0.115676130262432,0.161106429250214,0.161106429250214,0.1608515439486,0.1608515439486,0.202006409491663
"HA",-0.203588999955227,-0.1608515439486,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.0902171086063367,0.0338079472535774,0.160361716709255,0.0902171086063367,0.115676130262432,0.161106429250214,0.161106429250214,0.1608515439486,0.1608515439486,0.202006409491663
"CD44s",-0.203588999955227,-0.1608515439486,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.161106429250214,-0.0902171086063367,0.0338079472535774,0.160361716709255,0.0902171086063367,0.115676130262432,0.161106429250214,0.161106429250214,0.1608515439486,0.1608515439486,0.202006409491663
