"","SNAIL1","ZEB1","MIR200","MIR190","HAS2","GRHL2","ESRP1","HA","CD44s","TGFB","CD24","MIR340","MIR1199","MIR34","TWIST1","MIR129"
"TWIST1",-0.0170986813757083,-0.174805499159788,0.0737846118912125,0.17143041217301,0.17143041217301,0.17143041217301,0.17143041217301,0.175414376091827,0.175414376091827,-0.00151323702758744,-0.175414376091827,-0.17143041217301,-0.17143041217301,-0.0737846118912125,0.0536369233168577,-0.0527540750937731
"ZEB1",-0.0708406927854369,-0.0689244660265339,-0.0540078641489494,-0.0295781315083546,-0.0295781315083546,-0.0295781315083546,-0.0295781315083546,-0.029131303983779,-0.029131303983779,0.00220949684415082,0.029131303983779,0.0295781315083546,0.0295781315083546,0.0540078641489494,0.0573515678919572,0.0573515678919572
"MIR34",-0.0304067902588021,-0.0633915130797451,-0.0531280609667656,0.0584628680893081,0.0584628680893081,0.0584628680893081,0.0584628680893081,0.065060982913644,0.065060982913644,0.0782472379501436,-0.065060982913644,-0.0584628680893081,-0.0584628680893081,0.0531280609667656,0.0682812219309473,0.0682812219309473
"MIR200",-0.0489345102108282,-0.052751443577116,-0.0155836794163107,0.0551938965730745,0.0551938965730745,0.0551938965730745,0.0551938965730745,0.0517002256869985,0.0517002256869985,0.00246954850886417,-0.0517002256869985,-0.0551938965730745,-0.0551938965730745,0.0155836794163107,0.0305495274936394,0.0305495274936394
"MIR340",0.0632210249248052,-0.0295781315083546,0.0575721120012615,0.029131303983779,0.029131303983779,0.029131303983779,0.029131303983779,0.0275170304068886,0.0275170304068886,0.000294568196499585,-0.0275170304068886,-0.029131303983779,-0.029131303983779,-0.0575721120012615,-0.0680402559567749,-0.0680402559567749
"MIR1199",0.0632210249248052,-0.0295781315083546,0.0575721120012615,0.029131303983779,0.029131303983779,0.029131303983779,0.029131303983779,0.0275170304068886,0.0275170304068886,0.000294568196499585,-0.0275170304068886,-0.029131303983779,-0.029131303983779,-0.0575721120012615,-0.0680402559567749,-0.0680402559567749
"HA",0.0632210249248052,-0.0295781315083546,0.0575721120012615,0.029131303983779,0.029131303983779,0.029131303983779,0.029131303983779,0.0275170304068886,0.0275170304068886,0.000294568196499585,-0.0275170304068886,-0.029131303983779,-0.029131303983779,-0.0575721120012615,-0.0680402559567749,-0.0680402559567749
"CD24",0.0632210249248052,-0.0295781315083546,0.0575721120012615,0.029131303983779,0.029131303983779,0.029131303983779,0.029131303983779,0.0275170304068886,0.0275170304068886,0.000294568196499585,-0.0275170304068886,-0.029131303983779,-0.029131303983779,-0.0575721120012615,-0.0680402559567749,-0.0680402559567749
"HAS2",0.0731547997592423,-0.029131303983779,0.0525141562583743,0.0275170304068886,0.0275170304068886,0.0275170304068886,0.0275170304068886,0.135405071119357,0.0354050711193568,-0.00250736417065017,-0.0354050711193568,-0.0275170304068886,-0.0275170304068886,-0.0525141562583743,-0.0558941372353137,-0.0558941372353137
"ESRP1",-0.0731547997592423,0.029131303983779,-0.0525141562583743,-0.0275170304068886,-0.0275170304068886,-0.0275170304068886,-0.0275170304068886,-0.0354050711193568,0.0645949288806432,0.00250736417065017,0.0354050711193568,0.0275170304068886,0.0275170304068886,0.0525141562583743,0.0558941372353137,0.0558941372353137
"CD44s",-0.0632210249248052,0.0295781315083546,-0.0575721120012615,-0.029131303983779,-0.029131303983779,-0.029131303983779,-0.029131303983779,-0.0275170304068886,-0.0275170304068886,-0.000294568196499585,0.0275170304068886,0.029131303983779,0.029131303983779,0.0575721120012615,0.0680402559567749,0.0680402559567749
"MIR190",0.0635079973154409,0.0584628680893081,0.0335679667012511,-0.065060982913644,-0.065060982913644,-0.065060982913644,-0.065060982913644,-0.058795318753243,-0.058795318753243,0.00985138699058656,0.058795318753243,0.065060982913644,0.065060982913644,-0.0335679667012511,-0.0233626121641193,-0.0233626121641193
"SNAIL1",-0.0420530386643732,0.0596533841648128,0.0372703392198048,-0.0633915130797451,-0.0633915130797451,-0.0633915130797451,-0.0633915130797451,-0.0584628680893081,-0.0584628680893081,-0.087884813116729,0.0584628680893081,0.0633915130797451,0.0633915130797451,-0.0372703392198048,-0.0310984229642249,-0.0310984229642249
"TGFB",0.0304067902588021,0.0633915130797451,0.0531280609667656,-0.0584628680893081,-0.0584628680893081,-0.0584628680893081,-0.0584628680893081,-0.065060982913644,-0.065060982913644,-0.0782472379501436,0.065060982913644,0.0584628680893081,0.0584628680893081,-0.0531280609667656,-0.0682812219309473,-0.0682812219309473
"GRHL2",-0.0897817354965917,0.124183019766962,-0.160061666226565,-0.123433130044862,-0.123433130044862,-0.123433130044862,-0.123433130044862,-0.124197461255053,-0.124197461255053,0.00871411568071774,0.0241974612550529,0.123433130044862,0.123433130044862,0.160061666226565,0.082764758679847,0.082764758679847
"MIR129",0.0374225457917918,0.17143041217301,-0.0858264967079664,-0.175414376091827,-0.175414376091827,-0.175414376091827,-0.175414376091827,-0.172582781456954,-0.172582781456954,-0.00595365505468926,0.172582781456954,0.175414376091827,0.175414376091827,0.0858264967079664,-0.12560345051351,0.0807687232758291
