"","MIR340","MIR190","HAS2","GRHL2","ESRP1","HA","MIR34","MIR129","ZEB1","TGFB","TWIST1","SNAIL1","MIR200","CD44s","CD24","MIR1199"
"MIR1199",0.0991866687720702,0.0991866687720702,0.0991866687720702,0.0991866687720702,0.0991866687720702,0.10114078941778,0.0956002798149603,0.0907634272791404,-0.0999313813130294,-0.00182437233323555,-0.0579791563794787,-0.071310380903479,-0.0812543122151089,-0.10114078941778,-0.10114078941778,-0.0991866687720702
"HA",0.0991866687720702,0.0991866687720702,0.0991866687720702,0.0991866687720702,0.0991866687720702,0.10114078941778,0.0956002798149603,0.0907634272791404,-0.0999313813130294,-0.00182437233323555,-0.0579791563794787,-0.071310380903479,-0.0812543122151089,-0.10114078941778,-0.10114078941778,-0.0991866687720702
"CD44s",0.0991866687720702,0.0991866687720702,0.0991866687720702,0.0991866687720702,0.0991866687720702,0.10114078941778,0.0956002798149603,0.0907634272791404,-0.0999313813130294,-0.00182437233323555,-0.0579791563794787,-0.071310380903479,-0.0812543122151089,-0.10114078941778,-0.10114078941778,-0.0991866687720702
"HAS2",0.10114078941778,0.10114078941778,0.10114078941778,0.10114078941778,0.10114078941778,0.196815089672233,0.0952841575810299,0.0899415094709212,-0.0991866687720702,-0.00327364769555439,-0.0547828093475152,-0.0738647801466199,-0.0839940382425061,-0.0968150896722325,-0.0968150896722325,-0.10114078941778
"TGFB",0.0285234864009132,0.0285234864009132,0.0285234864009132,0.0285234864009132,0.0285234864009132,0.033579184772807,0.0947978066769766,0.102407615861604,-0.0318631950959257,-0.0835718510485707,-0.0329451532696132,-0.046855565033889,0.063800188449718,-0.033579184772807,-0.033579184772807,-0.0285234864009132
"MIR34",0.0285234864009132,0.0285234864009132,0.0285234864009132,0.0285234864009132,0.0285234864009132,0.033579184772807,0.0947978066769766,0.102407615861604,-0.0318631950959257,-0.0835718510485707,-0.0329451532696132,-0.046855565033889,0.063800188449718,-0.033579184772807,-0.033579184772807,-0.0285234864009132
"GRHL2",0.00865976187021974,0.00865976187021974,0.00865976187021974,0.00865976187021974,0.00865976187021974,0.00611199116958279,0.00495903579742206,-0.0753077759804878,-0.00760109402725547,0.00242218302535641,0.0567117600368488,0.0600508091615386,-0.0196888784191448,-0.00611199116958279,-0.106111991169583,-0.00865976187021974
"ZEB1",-0.0999313813130294,-0.0999313813130294,-0.0999313813130294,-0.0999313813130294,-0.0999313813130294,-0.0991866687720702,-0.0950702121856421,-0.0901713425175324,-0.000628871309971556,0.00276746176412986,0.0560159279594101,0.0731013284775591,0.0826982895501482,0.0991866687720702,0.0991866687720702,0.0999313813130294
"MIR129",-0.00364280356490757,-0.00364280356490757,-0.00364280356490757,-0.00364280356490757,-0.00364280356490757,-0.00110927152317881,0.0019305503986271,-0.148852284123877,0.00176357530131449,-0.000871213997705644,0.0168496327123909,0.00262557248540397,0.00500727870364656,0.00110927152317881,0.00110927152317881,0.00364280356490757
"TWIST1",-0.00176357530131449,-0.00176357530131449,-0.00176357530131449,-0.00176357530131449,-0.00176357530131449,-0.00364280356490757,0.0011914065735578,-0.150186314989689,0.00322495317187816,-0.00259000802419198,-0.0792800744005798,-0.000846363839558292,0.00195831042523572,0.00364280356490757,0.00364280356490757,0.00176357530131449
"MIR190",-0.033579184772807,-0.033579184772807,-0.033579184772807,-0.033579184772807,-0.033579184772807,-0.0255591346474937,-0.0930957904423602,-0.0992839906966235,0.0285234864009132,-0.0121133077944828,0.0233103094508715,0.0553978120162474,-0.0559185440401867,0.0255591346474937,0.0255591346474937,0.033579184772807
"SNAIL1",-0.0318631950959257,-0.0318631950959257,-0.0318631950959257,-0.0318631950959257,-0.0318631950959257,-0.0285234864009132,-0.0935281083428928,-0.100143522258808,0.0294889780823877,0.0865460099954259,0.0262744345338588,-0.0472047115669584,-0.0584422415789391,0.0285234864009132,0.0285234864009132,0.0318631950959257
"MIR200",-0.0754127021968904,-0.0754127021968904,-0.0754127021968904,-0.0754127021968904,-0.0754127021968904,-0.0733367528298018,-0.192224202841441,-0.129434094527661,0.0737785429981556,0.00650813346583265,0.06308305462108,0.113122202196043,-0.0228186346933727,0.0733367528298018,0.0733367528298018,0.0754127021968904
"ESRP1",-0.10114078941778,-0.10114078941778,-0.10114078941778,-0.10114078941778,-0.10114078941778,-0.0968150896722325,-0.0952841575810299,-0.0899415094709212,0.0991866687720702,0.00327364769555439,0.0547828093475152,0.0738647801466199,0.0839940382425061,-0.00318491032776747,0.0968150896722325,0.10114078941778
"MIR340",-0.0991866687720702,-0.0991866687720702,-0.0991866687720702,-0.0991866687720702,-0.0991866687720702,-0.10114078941778,-0.0956002798149603,-0.0907634272791404,0.0999313813130294,0.00182437233323555,0.0579791563794787,0.071310380903479,0.0812543122151089,0.10114078941778,0.10114078941778,0.0991866687720702
"CD24",-0.0991866687720702,-0.0991866687720702,-0.0991866687720702,-0.0991866687720702,-0.0991866687720702,-0.10114078941778,-0.0956002798149603,-0.0907634272791404,0.0999313813130294,0.00182437233323555,0.0579791563794787,0.071310380903479,0.0812543122151089,0.10114078941778,0.10114078941778,0.0991866687720702
