"","TWIST1","MIR129","MIR34","ZEB1","TGFB","CD24","MIR340","MIR1199","HAS2","ESRP1","MIR190","GRHL2","HA","CD44s","MIR200","SNAIL1"
"MIR129",-0.281892865074078,-0.0336449714759457,-0.0120693461469188,-0.278381895580331,-0.101296961678823,0.276688741721854,0.275049397459559,0.275049397459559,0.275049397459559,0.275049397459559,-0.275049397459559,-0.275049397459559,-0.276688741721854,-0.276688741721854,0.0120693461469188,0.349064022895762
"SNAIL1",-0.217606420700659,-0.217606420700659,-0.157538447359715,-0.207355554218107,-0.207629060442317,0.204659142476426,0.206880710815399,0.206880710815399,0.206880710815399,0.206880710815399,-0.206880710815399,-0.206880710815399,-0.204659142476426,-0.204659142476426,0.157538447359715,0.363067453031917
"ZEB1",-0.14985975643821,-0.14985975643821,-0.132785792223583,-0.0772428577263714,-0.0394811191288103,-0.0256189442901497,-0.0196910324641145,-0.0196910324641145,-0.0196910324641145,-0.0196910324641145,0.0196910324641145,0.0196910324641145,0.0256189442901497,0.0256189442901497,0.132785792223583,0.234026812782687
"GRHL2",-0.108568512012988,-0.108568512012988,-0.0306797310776804,-0.0229158469799417,-0.0183563975640862,-0.0746364612699691,0.0168285068828971,0.0168285068828971,0.0168285068828971,0.0168285068828971,-0.0168285068828971,-0.0168285068828971,-0.0253635387300309,-0.0253635387300309,0.0306797310776804,0.140794332854821
"MIR340",0.151822984858279,0.151822984858279,0.136240370911209,-0.0196910324641145,0.0375624199418185,0.0190768882153833,0.0256189442901497,0.0256189442901497,0.0256189442901497,0.0256189442901497,-0.0256189442901497,-0.0256189442901497,-0.0190768882153833,-0.0190768882153833,-0.136240370911209,-0.230379792268197
"HA",0.151822984858279,0.151822984858279,0.136240370911209,-0.0196910324641145,0.0375624199418185,0.0190768882153833,0.0256189442901497,0.0256189442901497,0.0256189442901497,0.0256189442901497,-0.0256189442901497,-0.0256189442901497,-0.0190768882153833,-0.0190768882153833,-0.136240370911209,-0.230379792268197
"CD44s",0.151822984858279,0.151822984858279,0.136240370911209,-0.0196910324641145,0.0375624199418185,0.0190768882153833,0.0256189442901497,0.0256189442901497,0.0256189442901497,0.0256189442901497,-0.0256189442901497,-0.0256189442901497,-0.0190768882153833,-0.0190768882153833,-0.136240370911209,-0.230379792268197
"MIR200",-0.217001698452143,-0.217001698452143,-0.256630045754313,0.00694619260114192,-0.261719825220886,-0.00899124263572907,-0.0108646603572481,-0.0108646603572481,-0.0108646603572481,-0.0108646603572481,0.0108646603572481,0.0108646603572481,0.00899124263572907,0.00899124263572907,0.256630045754313,0.38816483948031
"MIR1199",-0.151822984858279,-0.151822984858279,-0.136240370911209,0.0196910324641145,-0.0375624199418185,-0.0190768882153833,-0.0256189442901497,-0.0256189442901497,-0.0256189442901497,-0.0256189442901497,0.0256189442901497,0.0256189442901497,0.0190768882153833,0.0190768882153833,0.136240370911209,0.230379792268197
"CD24",-0.151822984858279,-0.151822984858279,-0.136240370911209,0.0196910324641145,-0.0375624199418185,-0.0190768882153833,-0.0256189442901497,-0.0256189442901497,-0.0256189442901497,-0.0256189442901497,0.0256189442901497,0.0256189442901497,0.0190768882153833,0.0190768882153833,0.136240370911209,0.230379792268197
"HAS2",-0.145156318191612,-0.145156318191612,-0.129074933608785,0.0256189442901497,-0.0370793281543789,-0.0335807050092764,-0.0190768882153833,-0.0190768882153833,-0.0190768882153833,-0.0190768882153833,0.0190768882153833,0.0190768882153833,-0.0664192949907236,0.0335807050092764,0.129074933608785,0.229906755371319
"ESRP1",-0.145156318191612,-0.145156318191612,-0.129074933608785,0.0256189442901497,-0.0370793281543789,-0.0335807050092764,-0.0190768882153833,-0.0190768882153833,-0.0190768882153833,-0.0190768882153833,0.0190768882153833,0.0190768882153833,0.0335807050092764,-0.0664192949907236,0.129074933608785,0.229906755371319
"MIR190",0.211898565299895,0.211898565299895,0.154665332189577,0.204659142476426,0.303244332364397,-0.198618333513144,-0.203630864841465,-0.203630864841465,-0.203630864841465,-0.203630864841465,0.203630864841465,0.203630864841465,0.198618333513144,0.198618333513144,-0.154665332189577,-0.455225982827326
"TGFB",0.216254042642613,0.216254042642613,0.157205264108927,0.206880710815399,0.205662540045763,-0.203630864841465,-0.204659142476426,-0.204659142476426,-0.204659142476426,-0.204659142476426,0.204659142476426,0.204659142476426,0.203630864841465,0.203630864841465,-0.157205264108927,-0.459589956829183
"MIR34",0.216254042642613,0.216254042642613,0.157205264108927,0.206880710815399,0.205662540045763,-0.203630864841465,-0.204659142476426,-0.204659142476426,-0.204659142476426,-0.204659142476426,0.204659142476426,0.204659142476426,0.203630864841465,0.203630864841465,-0.157205264108927,-0.459589956829183
"TWIST1",0.18304349268914,0.0347697425981011,0.0113609999812273,0.277772988134263,0.10301575570531,-0.275049397459559,-0.278381895580331,-0.278381895580331,-0.278381895580331,-0.278381895580331,0.278381895580331,0.278381895580331,0.275049397459559,0.275049397459559,-0.0113609999812273,-0.35234383626203
