"","HA","CD44s","MIR340","MIR1199","HAS2","GRHL2","MIR200","MIR34","MIR129","SNAIL1","TGFB","TWIST1","ZEB1","MIR190","ESRP1","CD24"
"TWIST1",0.318568300253649,0.318568300253649,0.324005534029645,0.324005534029645,0.324005534029645,0.324005534029645,0.187813417803612,0.162635429200633,-0.00445530337223871,0.0328503302931596,0.0073758351746235,-0.0183685239081014,-0.324927593876549,-0.324005534029645,-0.324005534029645,-0.318568300253649
"MIR340",0.302350739046486,0.302350739046486,0.320617518995509,0.320617518995509,0.320617518995509,0.320617518995509,0.278847760830917,0.243843587033848,0.137234401161557,0.103346229133623,0.00733745289702605,-0.137234401161557,-0.318442958375908,-0.320617518995509,-0.320617518995509,-0.302350739046486
"MIR1199",0.302350739046486,0.302350739046486,0.320617518995509,0.320617518995509,0.320617518995509,0.320617518995509,0.278847760830917,0.243843587033848,0.137234401161557,0.103346229133623,0.00733745289702605,-0.137234401161557,-0.318442958375908,-0.320617518995509,-0.320617518995509,-0.302350739046486
"CD44s",0.302350739046486,0.302350739046486,0.320617518995509,0.320617518995509,0.320617518995509,0.320617518995509,0.278847760830917,0.243843587033848,0.137234401161557,0.103346229133623,0.00733745289702605,-0.137234401161557,-0.318442958375908,-0.320617518995509,-0.320617518995509,-0.302350739046486
"CD24",0.302350739046486,0.302350739046486,0.320617518995509,0.320617518995509,0.320617518995509,0.320617518995509,0.278847760830917,0.243843587033848,0.137234401161557,0.103346229133623,0.00733745289702605,-0.137234401161557,-0.318442958375908,-0.320617518995509,-0.320617518995509,-0.302350739046486
"MIR200",0.237520103756843,0.237520103756843,0.246583394896083,0.246583394896083,0.246583394896083,0.246583394896083,0.128322386843148,0.26453173781262,-0.0413293445931591,0.00852942198428434,0.0180149751565582,0.0413293445931591,-0.246284677623196,-0.246583394896083,-0.246583394896083,-0.237520103756843
"GRHL2",0.101773243239212,0.101773243239212,0.116295536232842,0.116295536232842,0.116295536232842,0.116295536232842,0.104031260393532,0.0782150497064098,0.100306534933307,0.0762195266984908,0.00524715900680829,-0.100306534933307,-0.109943529175057,-0.116295536232842,-0.116295536232842,-0.201773243239212
"MIR34",0.0868755852302025,0.0868755852302025,0.0844762707486258,0.0844762707486258,0.0844762707486258,0.0844762707486258,0.0869919940304097,-0.000529445622042015,0.0906352796136135,-0.00922394992536113,0.0625809209699875,-0.0906352796136135,-0.0866095648489642,-0.0844762707486258,-0.0844762707486258,-0.0868755852302025
"SNAIL1",0.0844762707486258,0.0844762707486258,0.0866095648489642,0.0866095648489642,0.0866095648489642,0.0866095648489642,0.0886218904734534,0.000452094224873789,0.091045551608751,-0.109855495212754,0.0622721285110244,-0.091045551608751,-0.0854275078677559,-0.0866095648489642,-0.0866095648489642,-0.0844762707486258
"MIR190",-0.0823643070347138,-0.0823643070347138,-0.0868755852302025,-0.0868755852302025,-0.0868755852302025,-0.0868755852302025,-0.0889558589165056,-0.000439394388431931,-0.0910312320993152,0.0100596045214614,0.0381303165833553,0.0910312320993152,0.0844762707486258,0.0868755852302025,0.0868755852302025,0.0823643070347138
"TGFB",-0.0868755852302025,-0.0868755852302025,-0.0844762707486258,-0.0844762707486258,-0.0844762707486258,-0.0844762707486258,-0.0869919940304097,0.000529445622042015,-0.0906352796136135,0.00922394992536113,-0.0625809209699875,0.0906352796136135,0.0866095648489642,0.0844762707486258,0.0844762707486258,0.0868755852302025
"ZEB1",-0.320617518995509,-0.320617518995509,-0.318442958375908,-0.318442958375908,-0.318442958375908,-0.318442958375908,-0.276453317401928,-0.243569414122132,-0.136891615246942,-0.106472246717472,-0.0089309488319854,0.136891615246942,0.226765256430304,0.318442958375908,0.318442958375908,0.320617518995509
"HA",-0.302350739046486,-0.302350739046486,-0.320617518995509,-0.320617518995509,-0.320617518995509,-0.320617518995509,-0.278847760830917,-0.243843587033848,-0.137234401161557,-0.103346229133623,-0.00733745289702605,0.137234401161557,0.318442958375908,0.320617518995509,0.320617518995509,0.302350739046486
"HAS2",-0.205658627087199,-0.305658627087199,-0.302350739046486,-0.302350739046486,-0.302350739046486,-0.302350739046486,-0.264938382537977,-0.235097538561772,-0.132942163718634,-0.106089843135515,-0.00878672825934489,0.132942163718634,0.320617518995509,0.302350739046486,0.302350739046486,0.305658627087199
"ESRP1",-0.305658627087199,-0.405658627087199,-0.302350739046486,-0.302350739046486,-0.302350739046486,-0.302350739046486,-0.264938382537977,-0.235097538561772,-0.132942163718634,-0.106089843135515,-0.00878672825934489,0.132942163718634,0.320617518995509,0.302350739046486,0.302350739046486,0.305658627087199
"MIR129",-0.316034768211921,-0.316034768211921,-0.318568300253649,-0.318568300253649,-0.318568300253649,-0.318568300253649,-0.183840519743864,-0.159925235175379,0.0057893342380509,-0.0331934070051124,-0.00746036602838512,-0.0829390074726517,0.324005534029645,0.318568300253649,0.318568300253649,0.316034768211921
