"","MIR190","MIR1199","HAS2","ESRP1","MIR200","SNAIL1","ZEB1","TWIST1","MIR129","TGFB","MIR340","GRHL2","HA","CD44s","CD24","MIR34"
"MIR129",0.21600135954047,0.21600135954047,0.21600135954047,0.21600135954047,0.114395621920668,0.0277013091441019,-0.217379460267105,-0.134794869798201,0.0726813982726456,-0.151640991967165,-0.21600135954047,-0.21600135954047,-0.217789735099338,-0.217789735099338,-0.217789735099338,-0.106445358456943
"SNAIL1",0.112650947472541,0.112650947472541,0.112650947472541,0.112650947472541,0.113190988307641,-0.0830506253215649,-0.113156100028613,-0.0332257076003415,-0.0332257076003415,-0.147796398263233,-0.112650947472541,-0.112650947472541,-0.113342429008512,-0.113342429008512,-0.113342429008512,0.00297164720568818
"TGFB",0.113342429008512,0.113342429008512,0.113342429008512,0.113342429008512,0.115163072954197,0.0141274064955268,-0.112650947472541,-0.0384984625008125,-0.0384984625008125,-0.145407319764939,-0.113342429008512,-0.113342429008512,-0.112057081964811,-0.112057081964811,-0.112057081964811,0.00409726629618796
"ESRP1",0.0882762820603606,0.0882762820603606,0.0882762820603606,0.0882762820603606,0.0740759077088557,0.0274589198056754,-0.0895507085684319,-0.0313752600340836,-0.0313752600340836,-0.0802583488181866,-0.0882762820603606,-0.0882762820603606,-0.0895485466914038,-0.189548546691404,-0.0895485466914038,-0.111088715203091
"MIR340",0.0895507085684319,0.0895507085684319,0.0895507085684319,0.0895507085684319,0.0776586263600675,0.0226339434575203,-0.0889251500340262,-0.0404163559244945,-0.0404163559244945,-0.0770699430210851,-0.0895507085684319,-0.0895507085684319,-0.0882762820603606,-0.0882762820603606,-0.0882762820603606,-0.109086607721532
"HA",0.0895507085684319,0.0895507085684319,0.0895507085684319,0.0895507085684319,0.0776586263600675,0.0226339434575203,-0.0889251500340262,-0.0404163559244945,-0.0404163559244945,-0.0770699430210851,-0.0895507085684319,-0.0895507085684319,-0.0882762820603606,-0.0882762820603606,-0.0882762820603606,-0.109086607721532
"CD24",0.0895507085684319,0.0895507085684319,0.0895507085684319,0.0895507085684319,0.0776586263600675,0.0226339434575203,-0.0889251500340262,-0.0404163559244945,-0.0404163559244945,-0.0770699430210851,-0.0895507085684319,-0.0895507085684319,-0.0882762820603606,-0.0882762820603606,-0.0882762820603606,-0.109086607721532
"MIR200",0.0661037374594099,0.0661037374594099,0.0661037374594099,0.0661037374594099,-0.0157149788507494,-0.0475187977123003,-0.0652075856407489,0.0431674494934529,0.0431674494934529,-0.0724075021218773,-0.0661037374594099,-0.0661037374594099,-0.0648379146745998,-0.0648379146745998,-0.0648379146745998,-0.172770850485358
"ZEB1",-0.0889251500340262,-0.0889251500340262,-0.0889251500340262,-0.0889251500340262,-0.0754104084839936,-0.0258250864076994,-0.0105145973429729,0.0341527223937996,0.0341527223937996,0.079769130012955,0.0889251500340262,0.0889251500340262,0.0895507085684319,0.0895507085684319,0.0895507085684319,0.1105671414448
"GRHL2",0.00448130923210124,0.00448130923210124,0.00448130923210124,0.00448130923210124,0.00351495038837491,-0.0353597982636982,-0.00527531011432444,0.0471615166423389,0.0471615166423389,-0.0077123808321113,-0.00448130923210124,-0.00448130923210124,-0.00575519458241971,-0.00575519458241971,0.0942448054175803,-0.00249387850811623
"MIR1199",-0.0895507085684319,-0.0895507085684319,-0.0895507085684319,-0.0895507085684319,-0.0776586263600675,-0.0226339434575203,0.0889251500340262,0.0404163559244945,0.0404163559244945,0.0770699430210851,0.0895507085684319,0.0895507085684319,0.0882762820603606,0.0882762820603606,0.0882762820603606,0.109086607721532
"CD44s",-0.0895507085684319,-0.0895507085684319,-0.0895507085684319,-0.0895507085684319,-0.0776586263600675,-0.0226339434575203,0.0889251500340262,0.0404163559244945,0.0404163559244945,0.0770699430210851,0.0895507085684319,0.0895507085684319,0.0882762820603606,0.0882762820603606,0.0882762820603606,0.109086607721532
"HAS2",-0.0882762820603606,-0.0882762820603606,-0.0882762820603606,-0.0882762820603606,-0.0740759077088557,-0.0274589198056754,0.0895507085684319,0.0313752600340836,0.0313752600340836,0.0802583488181866,0.0882762820603606,0.0882762820603606,-0.0104514533085962,0.0895485466914038,0.0895485466914038,0.111088715203091
"MIR34",-0.113342429008512,-0.113342429008512,-0.113342429008512,-0.113342429008512,-0.115163072954197,-0.0141274064955268,0.112650947472541,0.0384984625008125,0.0384984625008125,0.145407319764939,0.113342429008512,0.113342429008512,0.112057081964811,0.112057081964811,0.112057081964811,-0.00409726629618796
"MIR190",-0.112057081964811,-0.112057081964811,-0.112057081964811,-0.112057081964811,-0.112099443731887,-0.0181199784546726,0.113342429008512,0.0307993863899458,0.0307993863899458,0.0483945174889791,0.112057081964811,0.112057081964811,0.113310214796891,0.113310214796891,0.113310214796891,-0.00260472898275512
"TWIST1",-0.217379460267105,-0.217379460267105,-0.217379460267105,-0.217379460267105,-0.118091341046014,-0.0227198352865474,0.216579181909416,0.0443136982500837,-0.0631862374042177,0.147780749645385,0.217379460267105,0.217379460267105,0.21600135954047,0.21600135954047,0.21600135954047,0.10444351059738
