"","MIR129","MIR190","MIR1199","HAS2","ESRP1","TGFB","ZEB1","MIR34","MIR200","HA","CD44s","CD24","MIR340","GRHL2","SNAIL1","TWIST1"
"MIR200",-0.0443282949552246,0.135579284842108,0.135579284842108,0.135579284842108,0.135579284842108,0.102175626593585,-0.136159147783594,-0.186828236843333,-0.186828236843333,-0.133199538006664,-0.133199538006664,-0.133199538006664,-0.135579284842108,-0.135579284842108,-0.00194794942706236,0.0443282949552246
"SNAIL1",-0.142137273094183,0.134708830426012,0.134708830426012,0.134708830426012,0.134708830426012,0.184473361345097,-0.134910891448441,-0.158792510784394,-0.158792510784394,-0.133340579727175,-0.133340579727175,-0.133340579727175,-0.134708830426012,-0.134708830426012,-0.0291532799726702,0.142137273094183
"MIR34",-0.141423095917462,0.133340579727175,0.133340579727175,0.133340579727175,0.133340579727175,0.182604354356636,-0.134708830426012,-0.15878350583167,-0.15878350583167,-0.132140922486386,-0.132140922486386,-0.132140922486386,-0.133340579727175,-0.133340579727175,0.0740044464642952,0.141423095917462
"MIR1199",0.233865018677267,0.0854387280150894,0.0854387280150894,0.0854387280150894,0.0854387280150894,0.0610936092354207,-0.0855876705232812,-0.0481528295828085,-0.0481528295828085,-0.0817853720252848,-0.0817853720252848,-0.0817853720252848,-0.0854387280150894,-0.0854387280150894,-0.190000384032466,-0.233865018677267
"CD44s",0.233865018677267,0.0854387280150894,0.0854387280150894,0.0854387280150894,0.0854387280150894,0.0610936092354207,-0.0855876705232812,-0.0481528295828085,-0.0481528295828085,-0.0817853720252848,-0.0817853720252848,-0.0817853720252848,-0.0854387280150894,-0.0854387280150894,-0.190000384032466,-0.233865018677267
"CD24",0.233865018677267,0.0854387280150894,0.0854387280150894,0.0854387280150894,0.0854387280150894,0.0610936092354207,-0.0855876705232812,-0.0481528295828085,-0.0481528295828085,-0.0817853720252848,-0.0817853720252848,-0.0817853720252848,-0.0854387280150894,-0.0854387280150894,-0.190000384032466,-0.233865018677267
"HAS2",0.239070498129322,0.0817853720252848,0.0817853720252848,0.0817853720252848,0.0817853720252848,0.0598375705880777,-0.0854387280150894,-0.0453077294774344,-0.0453077294774344,-0.184075448361163,-0.0840754483611627,-0.0840754483611627,-0.0817853720252848,-0.0817853720252848,-0.186121481478067,-0.239070498129322
"ZEB1",-0.234644077574119,-0.0855876705232812,-0.0855876705232812,-0.0855876705232812,-0.0855876705232812,-0.0642480807801361,-0.0138113312084087,0.046745408635998,0.046745408635998,0.0854387280150894,0.0854387280150894,0.0854387280150894,0.0855876705232812,0.0855876705232812,0.193354340398471,0.234644077574119
"MIR129",-0.0585351492617286,0.000932942496290664,0.000932942496290664,0.000932942496290664,0.000932942496290664,0.0590262070055228,4.42562007777396e-05,-0.0914049522229383,-0.0914049522229383,0.000706401766004418,0.000706401766004418,0.000706401766004418,-0.000932942496290664,-0.000932942496290664,0.186502021134894,0.0114276196821167
"TWIST1",0.060444644422597,4.42562007777396e-05,4.42562007777396e-05,4.42562007777396e-05,4.42562007777396e-05,-0.0611394783495634,0.000912598357329428,0.0915897381792056,0.0915897381792056,0.000932942496290664,0.000932942496290664,0.000932942496290664,-4.42562007777396e-05,-4.42562007777396e-05,-0.186790205572935,-0.113310464870401
"GRHL2",-0.153854034296892,-0.00297308548804197,-0.00297308548804197,-0.00297308548804197,-0.00297308548804197,0.00886089090108002,0.00213497344569525,-0.0159154612085361,-0.0159154612085361,-0.000339016422786058,-0.000339016422786058,0.099660983577214,0.00297308548804197,0.00297308548804197,0.121652633149276,0.153854034296892
"ESRP1",-0.239070498129322,-0.0817853720252848,-0.0817853720252848,-0.0817853720252848,-0.0817853720252848,-0.0598375705880777,0.0854387280150894,0.0453077294774344,0.0453077294774344,0.0840754483611627,-0.0159245516388374,0.0840754483611627,0.0817853720252848,0.0817853720252848,0.186121481478067,0.239070498129322
"MIR340",-0.233865018677267,-0.0854387280150894,-0.0854387280150894,-0.0854387280150894,-0.0854387280150894,-0.0610936092354207,0.0855876705232812,0.0481528295828085,0.0481528295828085,0.0817853720252848,0.0817853720252848,0.0817853720252848,0.0854387280150894,0.0854387280150894,0.190000384032466,0.233865018677267
"HA",-0.233865018677267,-0.0854387280150894,-0.0854387280150894,-0.0854387280150894,-0.0854387280150894,-0.0610936092354207,0.0855876705232812,0.0481528295828085,0.0481528295828085,0.0817853720252848,0.0817853720252848,0.0817853720252848,0.0854387280150894,0.0854387280150894,0.190000384032466,0.233865018677267
"MIR190",0.135307829749402,-0.132140922486386,-0.132140922486386,-0.132140922486386,-0.132140922486386,-0.0789533349161432,0.133340579727175,0.156505422563799,0.156505422563799,0.131639669353554,0.131639669353554,0.131639669353554,0.132140922486386,0.132140922486386,-0.0761400082098848,-0.135307829749402
"TGFB",0.141423095917462,-0.133340579727175,-0.133340579727175,-0.133340579727175,-0.133340579727175,-0.182604354356636,0.134708830426012,0.15878350583167,0.15878350583167,0.132140922486386,0.132140922486386,0.132140922486386,0.133340579727175,0.133340579727175,-0.0740044464642952,-0.141423095917462
