"","SNAIL1","MIR129","MIR340","MIR190","HAS2","GRHL2","ESRP1","ZEB1","MIR34","MIR200","TGFB","HA","CD44s","CD24","MIR1199","TWIST1"
"MIR190",0.140355219786555,0.04341836540141,0.17426723027225,0.17426723027225,0.17426723027225,0.17426723027225,0.17426723027225,-0.169125842097443,0.0386396386885013,0.0386396386885013,-0.0857795231464548,-0.16223715508428,-0.16223715508428,-0.16223715508428,-0.17426723027225,-0.152029789562575
"SNAIL1",0.051802019873222,0.0496786516993442,0.161284147232061,0.161284147232061,0.161284147232061,0.161284147232061,0.161284147232061,-0.16148620825449,0.0456790217395958,0.0456790217395958,0.00336980992240402,-0.169125842097443,-0.169125842097443,-0.169125842097443,-0.161284147232061,-0.145401140235261
"MIR340",0.159504338891642,0.107626328117223,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,-0.0907986574569463,-0.0310515218093717,-0.0310515218093717,-0.0475226352270183,-0.0739199913136664,-0.0739199913136664,-0.0739199913136664,-0.0804620473884327,-0.17822001087819
"MIR1199",0.159504338891642,0.107626328117223,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,-0.0907986574569463,-0.0310515218093717,-0.0310515218093717,-0.0475226352270183,-0.0739199913136664,-0.0739199913136664,-0.0739199913136664,-0.0804620473884327,-0.17822001087819
"CD44s",0.159504338891642,0.107626328117223,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,-0.0907986574569463,-0.0310515218093717,-0.0310515218093717,-0.0475226352270183,-0.0739199913136664,-0.0739199913136664,-0.0739199913136664,-0.0804620473884327,-0.17822001087819
"CD24",0.159504338891642,0.107626328117223,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0804620473884327,-0.0907986574569463,-0.0310515218093717,-0.0310515218093717,-0.0475226352270183,-0.0739199913136664,-0.0739199913136664,-0.0739199913136664,-0.0804620473884327,-0.17822001087819
"HAS2",0.166789107103562,0.106256465103524,0.0739199913136664,0.0739199913136664,0.0739199913136664,0.0739199913136664,0.0739199913136664,-0.0804620473884327,-0.0310515218093717,-0.0310515218093717,-0.0646240845023806,-0.189950525664811,-0.0899505256648114,-0.0899505256648114,-0.0739199913136664,-0.164612704942117
"MIR200",-0.0425031034504816,-0.0325181384597931,0.028746782579422,0.028746782579422,0.028746782579422,0.028746782579422,0.028746782579422,-0.0369527217816712,-0.127182865366315,-0.127182865366315,-0.0307419245243219,-0.0297088078958777,-0.0297088078958777,-0.0297088078958777,-0.028746782579422,0.0737150463506711
"TWIST1",0.11330410471554,0.107205232731217,0.0368389217530632,0.0368389217530632,0.0368389217530632,0.0368389217530632,0.0368389217530632,-0.0276357206396325,0.0373512705865039,0.0373512705865039,0.00936243676406458,-0.0444310039379793,-0.0444310039379793,-0.0444310039379793,-0.0368389217530632,-0.106283137734172
"ZEB1",-0.151689294932019,-0.098184134287369,-0.0907986574569463,-0.0907986574569463,-0.0907986574569463,-0.0907986574569463,-0.0907986574569463,-0.00939488435827225,0.0402088970606968,0.0402088970606968,0.0500267002676687,0.0804620473884327,0.0804620473884327,0.0804620473884327,0.0907986574569463,0.173888443411689
"MIR129",-0.105550571025407,-0.106812870711861,-0.0444310039379793,-0.0444310039379793,-0.0444310039379793,-0.0444310039379793,-0.0444310039379793,0.0368389217530632,-0.0358421852769874,-0.0358421852769874,-0.0242116900748564,0.0311672185430464,0.0311672185430464,0.0311672185430464,0.0444310039379793,0.0174233050981885
"ESRP1",-0.166789107103562,-0.106256465103524,-0.0739199913136664,-0.0739199913136664,-0.0739199913136664,-0.0739199913136664,-0.0739199913136664,0.0804620473884327,0.0310515218093717,0.0310515218093717,0.0646240845023806,0.0899505256648114,-0.0100494743351886,0.0899505256648114,0.0739199913136664,0.164612704942117
"HA",-0.159504338891642,-0.107626328117223,-0.0804620473884327,-0.0804620473884327,-0.0804620473884327,-0.0804620473884327,-0.0804620473884327,0.0907986574569463,0.0310515218093717,0.0310515218093717,0.0475226352270183,0.0739199913136664,0.0739199913136664,0.0739199913136664,0.0804620473884327,0.17822001087819
"TGFB",-0.145926250427223,-0.0425824657093731,-0.169125842097443,-0.169125842097443,-0.169125842097443,-0.169125842097443,-0.169125842097443,0.161284147232061,-0.0387181932839452,-0.0387181932839452,-0.00137078505648496,0.17426723027225,0.17426723027225,0.17426723027225,0.169125842097443,0.142042987978765
"MIR34",-0.145926250427223,-0.0425824657093731,-0.169125842097443,-0.169125842097443,-0.169125842097443,-0.169125842097443,-0.169125842097443,0.161284147232061,-0.0387181932839452,-0.0387181932839452,-0.00137078505648496,0.17426723027225,0.17426723027225,0.17426723027225,0.169125842097443,0.142042987978765
"GRHL2",-0.185700257500502,-0.128566742166336,-0.158596273674908,-0.158596273674908,-0.158596273674908,-0.158596273674908,-0.158596273674908,0.167947839621092,0.117712030237886,0.117712030237886,0.13712857183319,0.157704553929685,0.157704553929685,0.0577045539296848,0.158596273674908,0.19772932584295
