"","CD44s","CD24","MIR190","MIR1199","HAS2","GRHL2","SNAIL1","TWIST1","MIR129","ZEB1","MIR34","MIR200","TGFB","MIR340","ESRP1","HA"
"GRHL2",0.220904237705285,0.320904237705285,0.221668568915476,0.221668568915476,0.221668568915476,0.221668568915476,0.0504460078786467,-0.0537430374843176,-0.0537430374843176,-0.22184501355597,-0.218174358552846,-0.218174358552846,-0.218250021201343,-0.221668568915476,-0.221668568915476,-0.220904237705285
"HA",0.139335401058411,0.139335401058411,0.141799292307349,0.141799292307349,0.141799292307349,0.141799292307349,0.0258982603779578,-0.0364844283838643,-0.0364844283838643,-0.141173733772943,-0.106736858146297,-0.106736858146297,-0.116230250430797,-0.141799292307349,-0.141799292307349,-0.139335401058411
"CD44s",0.139335401058411,0.139335401058411,0.141799292307349,0.141799292307349,0.141799292307349,0.141799292307349,0.0258982603779578,-0.0364844283838643,-0.0364844283838643,-0.141173733772943,-0.106736858146297,-0.106736858146297,-0.116230250430797,-0.141799292307349,-0.141799292307349,-0.139335401058411
"CD24",0.139335401058411,0.139335401058411,0.141799292307349,0.141799292307349,0.141799292307349,0.141799292307349,0.0258982603779578,-0.0364844283838643,-0.0364844283838643,-0.141173733772943,-0.106736858146297,-0.106736858146297,-0.116230250430797,-0.141799292307349,-0.141799292307349,-0.139335401058411
"MIR200",0.129118830571118,0.129118830571118,0.130384653355928,0.130384653355928,0.130384653355928,0.130384653355928,0.0765345910969616,-0.0623703513691542,-0.0623703513691542,-0.129664217580142,-0.206436542734079,-0.206436542734079,-0.114497341799763,-0.130384653355928,-0.130384653355928,-0.129118830571118
"TGFB",0.0711764847440643,0.0711764847440643,0.0703195867149297,0.0703195867149297,0.0703195867149297,0.0703195867149297,0.0235310722752157,-0.0396870263965426,-0.0396870263965426,-0.0711876167281709,-0.0985324859793252,-0.0985324859793252,-0.122763269534523,-0.0703195867149297,-0.0703195867149297,-0.0711764847440643
"SNAIL1",0.0703195867149297,0.0703195867149297,0.0711876167281709,0.0711876167281709,0.0711876167281709,0.0711876167281709,-0.075901336390545,-0.0384258198929717,-0.0384258198929717,-0.0707632885810705,-0.0984694513102572,-0.0984694513102572,-0.122616999422383,-0.0711876167281709,-0.0711876167281709,-0.0703195867149297
"MIR129",0.0302014348785872,0.0302014348785872,0.0300524035820149,0.0300524035820149,0.0300524035820149,0.0300524035820149,-0.0290086838120222,-0.185204928316187,0.207053882229635,-0.0310296022790833,-0.00609363032052203,-0.00609363032052203,-0.0146855039536026,-0.0300524035820149,-0.0300524035820149,-0.0302014348785872
"TWIST1",-0.0300524035820149,-0.0300524035820149,-0.0310296022790833,-0.0310296022790833,-0.0310296022790833,-0.0310296022790833,0.027869669128339,0.0842635057220452,-0.208021708544048,0.0303163106994034,0.00593964202363259,0.00593964202363259,0.0148827426123797,0.0310296022790833,0.0310296022790833,0.0300524035820149
"ZEB1",-0.141799292307349,-0.141799292307349,-0.141173733772943,-0.141173733772943,-0.141173733772943,-0.141173733772943,-0.0268100155065804,0.0380113838216954,0.0380113838216954,0.0408783278444517,0.106462685234581,0.106462685234581,0.117303421162505,0.141173733772943,0.141173733772943,0.141799292307349
"MIR190",-0.0716777378768964,-0.0716777378768964,-0.0711764847440643,-0.0711764847440643,-0.0711764847440643,-0.0711764847440643,-0.0250631057013995,0.0389391161457727,0.0389391161457727,0.0703195867149297,0.0982444524626978,0.0982444524626978,0.023284843740308,0.0711764847440643,0.0711764847440643,0.0716777378768964
"MIR34",-0.0711764847440643,-0.0711764847440643,-0.0703195867149297,-0.0703195867149297,-0.0703195867149297,-0.0703195867149297,-0.0235310722752157,0.0396870263965426,0.0396870263965426,0.0711876167281709,0.0985324859793252,0.0985324859793252,0.122763269534523,0.0703195867149297,0.0703195867149297,0.0711764847440643
"MIR340",-0.139335401058411,-0.139335401058411,-0.141799292307349,-0.141799292307349,-0.141799292307349,-0.141799292307349,-0.0258982603779578,0.0364844283838643,0.0364844283838643,0.141173733772943,0.106736858146297,0.106736858146297,0.116230250430797,0.141799292307349,0.141799292307349,0.139335401058411
"MIR1199",-0.139335401058411,-0.139335401058411,-0.141799292307349,-0.141799292307349,-0.141799292307349,-0.141799292307349,-0.0258982603779578,0.0364844283838643,0.0364844283838643,0.141173733772943,0.106736858146297,0.106736858146297,0.116230250430797,0.141799292307349,0.141799292307349,0.139335401058411
"HAS2",-0.143661100803958,-0.143661100803958,-0.139335401058411,-0.139335401058411,-0.139335401058411,-0.139335401058411,-0.025614438239831,0.0404113690231337,0.0404113690231337,0.141799292307349,0.106526109990344,0.106526109990344,0.117679525793116,0.139335401058411,0.139335401058411,0.043661100803958
"ESRP1",-0.243661100803958,-0.143661100803958,-0.139335401058411,-0.139335401058411,-0.139335401058411,-0.139335401058411,-0.025614438239831,0.0404113690231337,0.0404113690231337,0.141799292307349,0.106526109990344,0.106526109990344,0.117679525793116,0.139335401058411,0.139335401058411,0.143661100803958
