"","TGFB","HA","MIR129","MIR340","MIR1199","HAS2","GRHL2","ESRP1","ZEB1","TWIST1","SNAIL1","MIR190","CD44s","CD24","MIR34","MIR200"
"TWIST1",0.126374598482181,0.191346578366446,-0.00102135428787657,0.19177253677286,0.19177253677286,0.19177253677286,0.19177253677286,0.19177253677286,-0.191563768505637,0.000502058171317719,-0.000464844588423935,-0.19177253677286,-0.191346578366446,-0.191346578366446,-0.0946807348825466,-0.0946807348825466
"TGFB",-0.00696144435355351,0.0974865797571932,-0.0833668621925711,0.0890032892687613,0.0890032892687613,0.0890032892687613,0.0890032892687613,0.0890032892687613,-0.095638569539469,-0.0242966819632264,0.0198232921864425,-0.0890032892687613,-0.0974865797571932,-0.0974865797571932,0.0183018755363948,0.0183018755363948
"MIR34",-0.00696144435355351,0.0974865797571932,-0.0833668621925711,0.0890032892687613,0.0890032892687613,0.0890032892687613,0.0890032892687613,0.0890032892687613,-0.095638569539469,-0.0242966819632264,0.0198232921864425,-0.0890032892687613,-0.0974865797571932,-0.0974865797571932,0.0183018755363948,0.0183018755363948
"SNAIL1",-0.0156888943779319,0.0890032892687613,-0.0808596444445085,0.095638569539469,0.095638569539469,0.095638569539469,0.095638569539469,0.095638569539469,-0.0905163226208996,-0.0182337735906386,-0.0742529729026933,-0.095638569539469,-0.0890032892687613,-0.0890032892687613,0.0112690074589522,0.0112690074589522
"MIR200",0.0742860319176901,0.0724396867028801,0.10167138548463,0.0788700664497156,0.0788700664497156,0.0788700664497156,0.0788700664497156,0.0788700664497156,-0.074002732062086,0.053700085928679,-0.0743005768555798,-0.0788700664497156,-0.0724396867028801,-0.0724396867028801,-0.181794963441667,-0.181794963441667
"MIR340",0.052896312024983,0.0426147280563856,0.0535171103406397,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,-0.046731969727184,0.0436653123937572,-0.0240801555456611,-0.0608815080054086,-0.0426147280563856,-0.0426147280563856,-0.0801129156820406,-0.0801129156820406
"MIR1199",0.052896312024983,0.0426147280563856,0.0535171103406397,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,-0.046731969727184,0.0436653123937572,-0.0240801555456611,-0.0608815080054086,-0.0426147280563856,-0.0426147280563856,-0.0801129156820406,-0.0801129156820406
"CD44s",0.052896312024983,0.0426147280563856,0.0535171103406397,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,-0.046731969727184,0.0436653123937572,-0.0240801555456611,-0.0608815080054086,-0.0426147280563856,-0.0426147280563856,-0.0801129156820406,-0.0801129156820406
"CD24",0.052896312024983,0.0426147280563856,0.0535171103406397,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,0.0608815080054086,-0.046731969727184,0.0436653123937572,-0.0240801555456611,-0.0608815080054086,-0.0426147280563856,-0.0426147280563856,-0.0801129156820406,-0.0801129156820406
"ZEB1",-0.0719207022688854,-0.0608815080054086,-0.0486869451801536,-0.046731969727184,-0.046731969727184,-0.046731969727184,-0.046731969727184,-0.046731969727184,-0.0422972652733254,-0.030732934706004,0.036681913930552,0.046731969727184,0.0608815080054086,0.0608815080054086,0.0651796310905582,0.0651796310905582
"GRHL2",-0.0112118606688074,-0.0150457332080369,0.0552235182574073,0.00444471265183574,0.00444471265183574,0.00444471265183574,0.00444471265183574,0.00444471265183574,0.0107736375907756,0.0507302644676737,-0.0332383167040461,-0.00444471265183574,0.0150457332080369,-0.0849542667919631,-0.01296270955358,-0.01296270955358
"HA",-0.052896312024983,-0.0426147280563856,-0.0535171103406397,-0.0608815080054086,-0.0608815080054086,-0.0608815080054086,-0.0608815080054086,-0.0608815080054086,0.046731969727184,-0.0436653123937572,0.0240801555456611,0.0608815080054086,0.0426147280563856,0.0426147280563856,0.0801129156820406,0.0801129156820406
"HAS2",-0.0769542830394757,0.0342300556586271,-0.0468504436739731,-0.0426147280563856,-0.0426147280563856,-0.0426147280563856,-0.0426147280563856,-0.0426147280563856,0.0608815080054086,-0.0265876868229809,0.0402580174188872,0.0426147280563856,0.0657699443413729,0.0657699443413729,0.0606187112563293,0.0606187112563293
"ESRP1",-0.0769542830394757,-0.0657699443413729,-0.0468504436739731,-0.0426147280563856,-0.0426147280563856,-0.0426147280563856,-0.0426147280563856,-0.0426147280563856,0.0608815080054086,-0.0265876868229809,0.0402580174188872,0.0426147280563856,-0.0342300556586271,0.0657699443413729,0.0606187112563293,0.0606187112563293
"MIR190",-0.08180100230363,-0.0864590108348874,0.080331226468858,-0.0974865797571932,-0.0974865797571932,-0.0974865797571932,-0.0974865797571932,-0.0974865797571932,0.0890032892687613,0.0170375530586949,-0.0274834593173618,0.0974865797571932,0.0864590108348874,0.0864590108348874,-0.00942520625124161,-0.00942520625124161
"MIR129",-0.126628191043466,-0.191346578366446,0.000838252012176854,-0.191346578366446,-0.191346578366446,-0.191346578366446,-0.191346578366446,-0.191346578366446,0.19177253677286,-0.0999267443637863,0.00050601379385827,0.191346578366446,0.191346578366446,0.191346578366446,0.0942187699918783,0.0942187699918783
