"","TWIST1","MIR129","ZEB1","MIR34","MIR200","CD24","MIR1199","ESRP1","TGFB","MIR340","MIR190","HAS2","GRHL2","HA","CD44s","SNAIL1"
"ZEB1",-0.100950119425829,-0.100950119425829,-0.0974016948852978,-0.0383956276464206,-0.0383956276464206,-0.00397088939929777,-0.00274956083212469,-0.00274956083212469,-0.00265535521577802,0.00274956083212469,0.00274956083212469,0.00274956083212469,0.00274956083212469,0.00397088939929777,0.00397088939929777,0.0714842756798388
"TGFB",-0.17496664370227,-0.17496664370227,-0.0138690224718362,-0.0886604700765973,-0.0886604700765973,-0.0173878892938463,-0.0047914882655687,-0.0047914882655687,-0.0877264753824162,0.0047914882655687,0.0047914882655687,0.0047914882655687,0.0047914882655687,0.0173878892938463,0.0173878892938463,0.0647170497527188
"MIR200",-0.0980371056358707,-0.0980371056358707,-0.0100532928779391,-0.0409111667707857,-0.0409111667707857,-0.010195111294315,-0.0144989087626694,-0.0144989087626694,-0.00365831359761476,0.0144989087626694,0.0144989087626694,0.0144989087626694,0.0144989087626694,0.010195111294315,0.010195111294315,0.0568987527497819
"SNAIL1",-0.166624446467807,-0.166624446467807,-0.00816079858822332,-0.0757743827285559,-0.0757743827285559,-0.0047914882655687,-0.0138690224718362,-0.0138690224718362,-0.093821063388267,0.0138690224718362,0.0138690224718362,0.0138690224718362,0.0138690224718362,0.0047914882655687,0.0047914882655687,-0.0199739727111073
"HAS2",-0.100067555973438,-0.100067555973438,-0.00397088939929777,-0.0378804483669974,-0.0378804483669974,0.0153679653679654,-0.00371600409768349,-0.00371600409768349,-0.00250736417065017,0.00371600409768349,0.00371600409768349,0.00371600409768349,0.00371600409768349,0.0846320346320346,-0.0153679653679654,0.0749517239330527
"MIR340",-0.10490773862184,-0.10490773862184,-0.00274956083212469,-0.0409362966283251,-0.0409362966283251,-0.00371600409768349,-0.00397088939929777,-0.00397088939929777,-0.000671615378379642,0.00397088939929777,0.00397088939929777,0.00397088939929777,0.00397088939929777,0.00371600409768349,0.00371600409768349,0.0664370597892495
"HA",-0.10490773862184,-0.10490773862184,-0.00274956083212469,-0.0409362966283251,-0.0409362966283251,-0.00371600409768349,-0.00397088939929777,-0.00397088939929777,-0.000671615378379642,0.00397088939929777,0.00397088939929777,0.00397088939929777,0.00397088939929777,0.00371600409768349,0.00371600409768349,0.0664370597892495
"CD44s",-0.10490773862184,-0.10490773862184,-0.00274956083212469,-0.0409362966283251,-0.0409362966283251,-0.00371600409768349,-0.00397088939929777,-0.00397088939929777,-0.000671615378379642,0.00397088939929777,0.00397088939929777,0.00397088939929777,0.00397088939929777,0.00371600409768349,0.00371600409768349,0.0664370597892495
"MIR129",0.286858270532488,0.321879835512589,-0.00186356486060104,0.0172226860727836,0.0172226860727836,-0.00677704194260485,0.00723189993518948,0.00723189993518948,0.01674301566903,-0.00723189993518948,-0.00723189993518948,-0.00723189993518948,-0.00723189993518948,0.00677704194260485,0.00677704194260485,-0.0840307393755929
"MIR1199",0.10490773862184,0.10490773862184,0.00274956083212469,0.0409362966283251,0.0409362966283251,0.00371600409768349,0.00397088939929777,0.00397088939929777,0.000671615378379642,-0.00397088939929777,-0.00397088939929777,-0.00397088939929777,-0.00397088939929777,-0.00371600409768349,-0.00371600409768349,-0.0664370597892495
"CD24",0.10490773862184,0.10490773862184,0.00274956083212469,0.0409362966283251,0.0409362966283251,0.00371600409768349,0.00397088939929777,0.00397088939929777,0.000671615378379642,-0.00397088939929777,-0.00397088939929777,-0.00397088939929777,-0.00397088939929777,-0.00371600409768349,-0.00371600409768349,-0.0664370597892495
"ESRP1",0.100067555973438,0.100067555973438,0.00397088939929777,0.0378804483669974,0.0378804483669974,-0.0153679653679654,0.00371600409768349,0.00371600409768349,0.00250736417065017,-0.00371600409768349,-0.00371600409768349,-0.00371600409768349,-0.00371600409768349,0.0153679653679654,-0.0846320346320346,-0.0749517239330527
"TWIST1",0.197475425344203,0.332473610035216,0.00478222497934328,0.0312664187491002,0.0312664187491002,0.00723189993518948,-0.00186356486060104,-0.00186356486060104,0.010234139929385,0.00186356486060104,0.00186356486060104,0.00186356486060104,0.00186356486060104,-0.00723189993518948,-0.00723189993518948,-0.067219980489906
"MIR190",0.163308042734386,0.163308042734386,0.0047914882655687,0.0711427952926224,0.0711427952926224,0.00636032037154057,0.0173878892938463,0.0173878892938463,-0.00435507985703377,-0.0173878892938463,-0.0173878892938463,-0.0173878892938463,-0.0173878892938463,-0.00636032037154057,-0.00636032037154057,-0.0836121286756528
"MIR34",0.17496664370227,0.17496664370227,0.0138690224718362,0.0886604700765973,0.0886604700765973,0.0173878892938463,0.0047914882655687,0.0047914882655687,0.0877264753824162,-0.0047914882655687,-0.0047914882655687,-0.0047914882655687,-0.0047914882655687,-0.0173878892938463,-0.0173878892938463,-0.0647170497527188
"GRHL2",-0.123449966604168,-0.123449966604168,0.109455779793339,-0.150855578656693,-0.150855578656693,0.0135858206172342,0.108617667750992,0.108617667750992,-0.00942233097816816,-0.108617667750992,-0.108617667750992,-0.108617667750992,-0.108617667750992,-0.113585820617234,-0.113585820617234,0.0926690541488256
