"","MIR200","TGFB","ZEB1","CD24","MIR340","MIR1199","HAS2","GRHL2","ESRP1","MIR190","HA","CD44s","MIR34","TWIST1","MIR129","SNAIL1"
"TWIST1",-0.0150333868675183,0.0538429901969465,-0.190798054585563,0.190350540197327,0.190676273096349,0.190676273096349,0.190676273096349,0.190676273096349,0.190676273096349,-0.190676273096349,-0.190350540197327,-0.190350540197327,0.0150333868675183,-0.00250869290723474,0.250013728588405,0.225556470363266
"SNAIL1",-0.165282253081583,-0.0873799524118456,-0.162374062163102,0.161605668419211,0.162091176731702,0.162091176731702,0.162091176731702,0.162091176731702,0.162091176731702,-0.162091176731702,-0.161605668419211,-0.161605668419211,0.165282253081583,0.13832060175403,0.346035245587845,0.315825390785299
"MIR34",-0.164678921249075,-0.0870711599528825,-0.162091176731702,0.16083446019299,0.161605668419211,0.161605668419211,0.161605668419211,0.161605668419211,0.161605668419211,-0.161605668419211,-0.16083446019299,-0.16083446019299,0.164678921249075,0.137819158204418,0.344227009757424,0.414458375036638
"MIR190",-0.163710081238601,-0.18635992239954,-0.161605668419211,0.159831953927326,0.16083446019299,0.16083446019299,0.16083446019299,0.16083446019299,0.16083446019299,-0.16083446019299,-0.159831953927326,-0.159831953927326,0.163710081238601,0.136983258512381,0.341279363474978,0.412137112269693
"ZEB1",-0.155786063622859,-0.104372580699714,-0.0765906030227995,-0.0240732220690231,-0.023745548551001,-0.023745548551001,-0.023745548551001,-0.023745548551001,-0.023745548551001,0.023745548551001,0.0240732220690231,0.0240732220690231,0.155786063622859,0.165800058452365,0.297600465816907,0.314503084511767
"GRHL2",-0.0278378148944088,-0.00381951919822801,-0.029948364134193,0.129644530958667,0.0297719194936989,0.0297719194936989,0.0297719194936989,0.0297719194936989,0.0297719194936989,-0.0297719194936989,-0.0296445309586671,-0.0296445309586671,0.0278378148944088,0.11627859648361,0.186784971223932,0.182698687707736
"MIR1199",0.155036657664167,0.103689653870446,-0.023745548551001,0.0243281073706374,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,-0.0240732220690231,-0.0243281073706374,-0.0243281073706374,-0.155036657664167,-0.165145648979009,-0.295699562108587,-0.312874950353512
"HA",0.155036657664167,0.103689653870446,-0.023745548551001,0.0243281073706374,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,-0.0240732220690231,-0.0243281073706374,-0.0243281073706374,-0.155036657664167,-0.165145648979009,-0.295699562108587,-0.312874950353512
"CD44s",0.155036657664167,0.103689653870446,-0.023745548551001,0.0243281073706374,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,-0.0240732220690231,-0.0243281073706374,-0.0243281073706374,-0.155036657664167,-0.165145648979009,-0.295699562108587,-0.312874950353512
"CD24",0.155036657664167,0.103689653870446,-0.023745548551001,0.0243281073706374,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,0.0240732220690231,-0.0240732220690231,-0.0243281073706374,-0.0243281073706374,-0.155036657664167,-0.165145648979009,-0.295699562108587,-0.312874950353512
"MIR200",0.261917023966674,0.304408651565229,-0.0105879688586672,0.0116545074083203,0.0110975453830039,0.0110975453830039,0.0110975453830039,0.0110975453830039,0.0110975453830039,-0.0110975453830039,-0.0116545074083203,-0.0116545074083203,-0.261917023966674,-0.182558870536944,-0.366079587288081,-0.412237247177157
"MIR340",-0.155036657664167,-0.103689653870446,0.023745548551001,-0.0243281073706374,-0.0240732220690231,-0.0240732220690231,-0.0240732220690231,-0.0240732220690231,-0.0240732220690231,0.0240732220690231,0.0243281073706374,0.0243281073706374,0.155036657664167,0.165145648979009,0.295699562108587,0.312874950353512
"HAS2",-0.153772168728446,-0.102240378508127,0.0240732220690231,-0.024582560296846,-0.0243281073706374,-0.0243281073706374,-0.0243281073706374,-0.0243281073706374,-0.0243281073706374,0.0243281073706374,-0.075417439703154,0.024582560296846,0.153772168728446,0.16432373117079,0.292868511880277,0.310415158489747
"ESRP1",-0.153772168728446,-0.102240378508127,0.0240732220690231,-0.024582560296846,-0.0243281073706374,-0.0243281073706374,-0.0243281073706374,-0.0243281073706374,-0.0243281073706374,0.0243281073706374,0.024582560296846,-0.075417439703154,0.153772168728446,0.16432373117079,0.292868511880277,0.310415158489747
"TGFB",0.164678921249075,0.0870711599528825,0.162091176731702,-0.16083446019299,-0.161605668419211,-0.161605668419211,-0.161605668419211,-0.161605668419211,-0.161605668419211,0.161605668419211,0.16083446019299,0.16083446019299,-0.164678921249075,-0.137819158204418,-0.344227009757424,-0.414458375036638
"MIR129",0.0148793985706289,-0.0537584593431849,0.190676273096349,-0.189754415011038,-0.190350540197327,-0.190350540197327,-0.190350540197327,-0.190350540197327,-0.190350540197327,0.190350540197327,0.189754415011038,0.189754415011038,-0.0148793985706289,-0.0973344033270749,-0.249255162017649,-0.225076162966532
