"","MIR34","CD24","MIR190","GRHL2","ESRP1","MIR200","TWIST1","MIR129","TGFB","ZEB1","SNAIL1","MIR340","MIR1199","HAS2","HA","CD44s"
"HAS2",0.106526109990344,0.0972789115646258,0.0954977410811653,0.0954977410811653,0.0954977410811653,0.087235233636908,0.0691235744647509,0.0691235744647509,0.00350942724167876,-0.0964323205204176,-0.0778455412992221,-0.0954977410811653,-0.0954977410811653,-0.0954977410811653,0.00272108843537415,-0.0972789115646258
"MIR1199",0.106736858146297,0.0954977410811653,0.0964323205204176,0.0964323205204176,0.0964323205204176,0.0881836003386993,0.0673884146473993,0.0673884146473993,0.00437899245907007,-0.096223801008949,-0.0774671117817197,-0.0964323205204176,-0.0964323205204176,-0.0964323205204176,-0.0954977410811653,-0.0954977410811653
"HA",0.106736858146297,0.0954977410811653,0.0964323205204176,0.0964323205204176,0.0964323205204176,0.0881836003386993,0.0673884146473993,0.0673884146473993,0.00437899245907007,-0.096223801008949,-0.0774671117817197,-0.0964323205204176,-0.0964323205204176,-0.0964323205204176,-0.0954977410811653,-0.0954977410811653
"CD44s",0.106736858146297,0.0954977410811653,0.0964323205204176,0.0964323205204176,0.0964323205204176,0.0881836003386993,0.0673884146473993,0.0673884146473993,0.00437899245907007,-0.096223801008949,-0.0774671117817197,-0.0964323205204176,-0.0964323205204176,-0.0964323205204176,-0.0954977410811653,-0.0954977410811653
"CD24",0.106736858146297,0.0954977410811653,0.0964323205204176,0.0964323205204176,0.0964323205204176,0.0881836003386993,0.0673884146473993,0.0673884146473993,0.00437899245907007,-0.096223801008949,-0.0774671117817197,-0.0964323205204176,-0.0964323205204176,-0.0964323205204176,-0.0954977410811653,-0.0954977410811653
"MIR200",0.00493961198305549,0.0889597155916497,0.0897192092625358,0.0897192092625358,0.0897192092625358,0.176315353644724,-0.0407320807232596,-0.0407320807232596,-0.192671516459926,-0.0899476401182729,0.0334196927100453,-0.0897192092625358,-0.0897192092625358,-0.0897192092625358,-0.0889597155916497,-0.0889597155916497
"TGFB",0.107320723529701,0.0711764847440643,0.0703195867149297,0.0703195867149297,0.0703195867149297,-0.0365024795662804,0.048668543883758,0.048668543883758,0.0803976832668526,-0.0711876167281709,-0.0427273918274949,-0.0703195867149297,-0.0703195867149297,-0.0703195867149297,-0.0711764847440643,-0.0711764847440643
"MIR34",0.107320723529701,0.0711764847440643,0.0703195867149297,0.0703195867149297,0.0703195867149297,-0.0365024795662804,0.048668543883758,0.048668543883758,0.0803976832668526,-0.0711876167281709,-0.0427273918274949,-0.0703195867149297,-0.0703195867149297,-0.0703195867149297,-0.0711764847440643,-0.0711764847440643
"MIR190",0.106561362440411,0.0716777378768964,0.0711764847440643,0.0711764847440643,0.0711764847440643,-0.0346957238710723,0.0468647603377835,0.0468647603377835,0.181014089146416,-0.0703195867149297,-0.0445844020410511,-0.0711764847440643,-0.0711764847440643,-0.0711764847440643,-0.0716777378768964,-0.0716777378768964
"TWIST1",-0.000964551877992037,0.0178504908492152,0.0183766747630213,0.0183766747630213,0.0183766747630213,0.0241067508783128,0.0842635057220452,-0.208021708544048,-0.0075268771327764,-0.0178373567393609,0.027869669128339,-0.0183766747630213,-0.0183766747630213,-0.0183766747630213,-0.0178504908492152,-0.0178504908492152
"ZEB1",-0.106462685234581,-0.0964323205204176,-0.096223801008949,-0.096223801008949,-0.096223801008949,-0.0882018785328137,-0.0677312005620145,-0.0677312005620145,-0.0041513501826473,-0.00390862233830571,0.0781183654450216,0.096223801008949,0.096223801008949,0.096223801008949,0.0964323205204176,0.0964323205204176
"GRHL2",-0.0065542665663534,0.102742709685118,0.00159621286983144,0.00159621286983144,0.00159621286983144,0.00891398152614701,-0.0606177861423822,-0.0606177861423822,-0.00411384408036918,-0.00199321331094304,0.0638416333747141,-0.00159621286983144,-0.00159621286983144,-0.00159621286983144,-0.00274270968511806,-0.00274270968511806
"MIR129",0.000533384646701615,-0.0175524282560706,-0.0178504908492152,-0.0178504908492152,-0.0178504908492152,-0.0230288328000868,-0.185204928316187,0.207053882229635,0.00783682359656902,0.0183766747630213,-0.0290086838120222,0.0178504908492152,0.0178504908492152,0.0178504908492152,0.0175524282560706,0.0175524282560706
"SNAIL1",-0.107131619522497,-0.0703195867149297,-0.0711876167281709,-0.0711876167281709,-0.0711876167281709,0.0352507911376447,-0.0468299175351787,-0.0468299175351787,-0.0811940427662837,0.0707632885810705,-0.0568329247445732,0.0711876167281709,0.0711876167281709,0.0711876167281709,0.0703195867149297,0.0703195867149297
"MIR340",-0.106736858146297,-0.0954977410811653,-0.0964323205204176,-0.0964323205204176,-0.0964323205204176,-0.0881836003386993,-0.0673884146473993,-0.0673884146473993,-0.00437899245907007,0.096223801008949,0.0774671117817197,0.0964323205204176,0.0964323205204176,0.0964323205204176,0.0954977410811653,0.0954977410811653
"ESRP1",-0.106526109990344,-0.0972789115646258,-0.0954977410811653,-0.0954977410811653,-0.0954977410811653,-0.087235233636908,-0.0691235744647509,-0.0691235744647509,-0.00350942724167876,0.0964323205204176,0.0778455412992221,0.0954977410811653,0.0954977410811653,0.0954977410811653,0.0972789115646258,-0.00272108843537415
