"","SNAIL1","ZEB1","HA","CD24","MIR190","MIR1199","GRHL2","ESRP1","MIR200","TGFB","MIR34","MIR340","HAS2","CD44s","MIR129","TWIST1"
"GRHL2",0.159825583904373,-0.164569606966141,0.164143330200922,0.264143330200922,0.164525495806017,0.164525495806017,0.164525495806017,0.164525495806017,0.136649196079366,0.0229606287255734,-0.136649196079366,-0.164525495806017,-0.164525495806017,-0.164143330200922,-0.106870514175249,-0.168820189746637
"TGFB",-0.215963940422817,-0.126772762587579,0.126584086172925,0.126584086172925,0.126669775975838,0.126669775975838,0.126669775975838,0.126669775975838,0.222179206752674,-0.139837573778595,-0.222179206752674,-0.126669775975838,-0.126669775975838,-0.126584086172925,0.0695108457954999,0.197159395228526
"MIR34",-0.215963940422817,-0.126772762587579,0.126584086172925,0.126584086172925,0.126669775975838,0.126669775975838,0.126669775975838,0.126669775975838,0.222179206752674,-0.139837573778595,-0.222179206752674,-0.126669775975838,-0.126669775975838,-0.126584086172925,0.0695108457954999,0.197159395228526
"MIR190",-0.215685388890784,-0.126669775975838,0.126834712739341,0.126834712739341,0.126584086172925,0.126584086172925,0.126584086172925,0.126584086172925,0.221995912696639,-0.0398849896154842,-0.221995912696639,-0.126584086172925,-0.126584086172925,-0.126834712739341,0.0692908721923323,0.196763442742824
"ZEB1",-0.135215010652134,-0.0517835649134087,-0.0482971556448661,-0.0482971556448661,-0.0482673671432277,-0.0482673671432277,-0.0482673671432277,-0.0482673671432277,-0.0359621427126533,-0.0199316949298257,0.0359621427126533,0.0482673671432277,0.0482673671432277,0.0482971556448661,0.0871755719278978,0.147207964032167
"HAS2",0.134957589856933,-0.0482971556448661,-0.0527210884353742,0.0472789115646259,0.0480422703432518,0.0480422703432518,0.0480422703432518,0.0480422703432518,0.0357008550610661,0.0205123476928751,-0.0357008550610661,-0.0480422703432518,-0.0480422703432518,-0.0472789115646259,-0.0867457875457875,-0.147326124855537
"MIR340",0.135052197236308,-0.0482673671432277,0.0480422703432518,0.0480422703432518,0.0482971556448661,0.0482971556448661,0.0482971556448661,0.0482971556448661,0.0360169772949966,0.0200292559054355,-0.0360169772949966,-0.0482971556448661,-0.0482971556448661,-0.0480422703432518,-0.0870197601485273,-0.147052152252797
"CD44s",0.135052197236308,-0.0482673671432277,0.0480422703432518,0.0480422703432518,0.0482971556448661,0.0482971556448661,0.0482971556448661,0.0482971556448661,0.0360169772949966,0.0200292559054355,-0.0360169772949966,-0.0482971556448661,-0.0482971556448661,-0.0480422703432518,-0.0870197601485273,-0.147052152252797
"CD24",0.135052197236308,-0.0482673671432277,0.0480422703432518,0.0480422703432518,0.0482971556448661,0.0482971556448661,0.0482971556448661,0.0482971556448661,0.0360169772949966,0.0200292559054355,-0.0360169772949966,-0.0482971556448661,-0.0482971556448661,-0.0480422703432518,-0.0870197601485273,-0.147052152252797
"MIR200",0.226268368152408,-0.0384437848787831,0.0382433351346835,0.0382433351346835,0.0384964996916455,0.0384964996916455,0.0384964996916455,0.0384964996916455,-0.0775329139829922,0.024804702283364,0.0775329139829922,-0.0384964996916455,-0.0384964996916455,-0.0382433351346835,-0.110258740149736,-0.220481086847415
"TWIST1",-0.208276477322376,-0.0255263696450938,0.0253642137365403,0.0253642137365403,0.025439382867084,0.025439382867084,0.025439382867084,0.025439382867084,0.118324109825107,-0.0684860028198869,-0.118324109825107,-0.025439382867084,-0.025439382867084,-0.0253642137365403,0.0073818900428105,0.107794534665672
"MIR129",-0.208070631295205,-0.025439382867084,0.0255132450331126,0.0255132450331126,0.0253642137365403,0.0253642137365403,0.0253642137365403,0.0253642137365403,0.118170121528218,-0.0685141797711408,-0.118170121528218,-0.0253642137365403,-0.0253642137365403,-0.0255132450331126,0.00719878776711079,0.207480727134291
"MIR1199",-0.135052197236308,0.0482673671432277,-0.0480422703432518,-0.0480422703432518,-0.0482971556448661,-0.0482971556448661,-0.0482971556448661,-0.0482971556448661,-0.0360169772949966,-0.0200292559054355,0.0360169772949966,0.0482971556448661,0.0482971556448661,0.0480422703432518,0.0870197601485273,0.147052152252797
"HA",-0.135052197236308,0.0482673671432277,-0.0480422703432518,-0.0480422703432518,-0.0482971556448661,-0.0482971556448661,-0.0482971556448661,-0.0482971556448661,-0.0360169772949966,-0.0200292559054355,0.0360169772949966,0.0482971556448661,0.0482971556448661,0.0480422703432518,0.0870197601485273,0.147052152252797
"ESRP1",-0.134957589856933,0.0482971556448661,-0.0472789115646259,-0.0472789115646259,-0.0480422703432518,-0.0480422703432518,-0.0480422703432518,-0.0480422703432518,-0.0357008550610661,-0.0205123476928751,0.0357008550610661,0.0480422703432518,0.0480422703432518,-0.0527210884353742,0.0867457875457875,0.147326124855537
"SNAIL1",0.11608385408498,0.126823277843186,-0.126669775975838,-0.126669775975838,-0.126772762587579,-0.126772762587579,-0.126772762587579,-0.126772762587579,-0.22235030085443,0.139918834952006,0.22235030085443,0.126772762587579,0.126772762587579,0.126669775975838,-0.0695564315727374,-0.197417714632872
