"","TWIST1","MIR34","MIR340","MIR1199","HAS2","ESRP1","HA","CD24","ZEB1","TGFB","CD44s","SNAIL1","MIR190","GRHL2","MIR200","MIR129"
"MIR340",0.123328492297388,0.103571040052813,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0921568072058803,0.0921568072058803,-0.0909406669503775,0.00456704323006466,-0.0921568072058803,-0.0892477639699804,-0.0891831453537138,-0.0891831453537138,-0.103571040052813,-0.123328492297388
"MIR1199",0.123328492297388,0.103571040052813,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0921568072058803,0.0921568072058803,-0.0909406669503775,0.00456704323006466,-0.0921568072058803,-0.0892477639699804,-0.0891831453537138,-0.0891831453537138,-0.103571040052813,-0.123328492297388
"CD44s",0.123328492297388,0.103571040052813,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0921568072058803,0.0921568072058803,-0.0909406669503775,0.00456704323006466,-0.0921568072058803,-0.0892477639699804,-0.0891831453537138,-0.0891831453537138,-0.103571040052813,-0.123328492297388
"CD24",0.123328492297388,0.103571040052813,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0891831453537138,0.0921568072058803,0.0921568072058803,-0.0909406669503775,0.00456704323006466,-0.0921568072058803,-0.0892477639699804,-0.0891831453537138,-0.0891831453537138,-0.103571040052813,-0.123328492297388
"MIR200",0.182991284421566,0.203579658796724,0.0719838065166412,0.0719838065166412,0.0719838065166412,0.0719838065166412,0.0713255786685399,0.0713255786685399,-0.0716148028266043,0.0100294260137891,-0.0713255786685399,-0.132305677366653,-0.0719838065166412,-0.0719838065166412,-0.203579658796724,-0.182991284421566
"MIR129",-0.259242106993606,0.00651464970636433,0.0286473353664755,0.0286473353664755,0.0286473353664755,0.0286473353664755,0.032075055187638,0.032075055187638,-0.0305766763837644,-0.00868559590914404,-0.032075055187638,0.0432745404690128,-0.0286473353664755,-0.0286473353664755,-0.00651464970636433,0.289646357717716
"MIR34",0.172194785180426,0.0950308059308089,0.0131395675022196,0.0131395675022196,0.0131395675022196,0.0131395675022196,0.0165671596187578,0.0165671596187578,-0.0148903399018077,0.0917474181270378,-0.0165671596187578,-0.0742292766377795,-0.0131395675022196,-0.0131395675022196,-0.0950308059308089,-0.172194785180426
"ZEB1",-0.122674082824032,-0.103954882129216,-0.0909406669503775,-0.0909406669503775,-0.0909406669503775,-0.0909406669503775,-0.0891831453537138,-0.0891831453537138,-0.0100677877710242,-0.00538005136014596,0.0891831453537138,0.0902246444649332,0.0909406669503775,0.0909406669503775,0.103954882129216,0.122674082824032
"GRHL2",0.0926411972504823,0.00487202153846115,-0.0069681072624348,-0.0069681072624348,-0.0069681072624348,-0.0069681072624348,-0.00352861681657493,-0.103528616816575,0.00489488273662977,0.00393511063571713,0.00352861681657493,-0.0694532752097193,0.0069681072624348,0.0069681072624348,-0.00487202153846115,-0.0926411972504823
"MIR190",-0.170830948840787,-0.095947276210987,-0.0165671596187578,-0.0165671596187578,-0.0165671596187578,-0.0165671596187578,-0.0105521220247728,-0.0105521220247728,0.0131395675022196,0.00687752260316605,0.0105521220247728,0.0756220342979466,0.0165671596187578,0.0165671596187578,0.095947276210987,0.170830948840787
"SNAIL1",-0.171754122667131,-0.0955620981415248,-0.0148903399018077,-0.0148903399018077,-0.0148903399018077,-0.0148903399018077,-0.0131395675022196,-0.0131395675022196,0.0139608591986353,-0.0924787686877399,0.0131395675022196,-0.0250912126099621,0.0148903399018077,0.0148903399018077,0.0955620981415248,0.171754122667131
"TGFB",-0.172194785180426,-0.0950308059308089,-0.0131395675022196,-0.0131395675022196,-0.0131395675022196,-0.0131395675022196,-0.0165671596187578,-0.0165671596187578,0.0148903399018077,-0.0917474181270378,0.0165671596187578,0.0742292766377795,0.0131395675022196,0.0131395675022196,0.0950308059308089,0.172194785180426
"TWIST1",0.160026625822058,-0.00709980523454419,-0.0305766763837644,-0.0305766763837644,-0.0305766763837644,-0.0305766763837644,-0.0286473353664755,-0.0286473353664755,0.0296546165368612,0.00798117212779718,0.0286473353664755,-0.0426295562505415,0.0305766763837644,0.0305766763837644,0.00709980523454419,-0.290404924288472
"HAS2",-0.121775980881863,-0.104097910442697,-0.0921568072058803,-0.0921568072058803,-0.0921568072058803,-0.0921568072058803,0.0126777983920841,-0.0873222016079159,0.0891831453537138,-0.0060163185923835,0.0873222016079159,0.0910453041781167,0.0921568072058803,0.0921568072058803,0.104097910442697,0.121775980881863
"ESRP1",-0.121775980881863,-0.104097910442697,-0.0921568072058803,-0.0921568072058803,-0.0921568072058803,-0.0921568072058803,-0.0873222016079159,-0.0873222016079159,0.0891831453537138,-0.0060163185923835,-0.0126777983920841,0.0910453041781167,0.0921568072058803,0.0921568072058803,0.104097910442697,0.121775980881863
"HA",-0.123328492297388,-0.103571040052813,-0.0891831453537138,-0.0891831453537138,-0.0891831453537138,-0.0891831453537138,-0.0921568072058803,-0.0921568072058803,0.0909406669503775,-0.00456704323006466,0.0921568072058803,0.0892477639699804,0.0891831453537138,0.0891831453537138,0.103571040052813,0.123328492297388
