"","TWIST1","SNAIL1","ZEB1","MIR34","MIR200","CD24","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","TGFB","HA","CD44s","MIR129"
"TGFB",-0.169423229734894,-0.102994555521341,-0.18522772485869,0.194752265651377,0.194752265651377,0.180271836133651,0.183270979235621,0.183270979235621,0.183270979235621,0.183270979235621,0.183270979235621,0.183270979235621,0.10366873028594,-0.180271836133651,-0.180271836133651,0.169423229734894
"MIR200",-0.104407870988427,-0.0552841524703987,-0.12032955417618,0.193643875883421,0.193643875883421,0.117960884124199,0.119327972731794,0.119327972731794,0.119327972731794,0.119327972731794,0.119327972731794,0.119327972731794,0.187360344674494,-0.117960884124199,-0.117960884124199,0.104407870988427
"ZEB1",-0.138388491574738,-0.101480783721636,-0.0587443024894273,-0.0428515178499881,-0.0428515178499881,-0.0425495386400002,-0.0421622881187014,-0.0421622881187014,-0.0421622881187014,-0.0421622881187014,-0.0421622881187014,-0.0421622881187014,0.0126322355104349,0.0425495386400002,0.0425495386400002,0.138388491574738
"TWIST1",-0.110509087241844,-0.184199357158845,-0.046971990218532,0.119092375052799,0.119092375052799,0.0453170575037093,0.0458933541712112,0.0458933541712112,0.0458933541712112,0.0458933541712112,0.0458933541712112,0.0458933541712112,0.0614386227769741,-0.0453170575037093,-0.0453170575037093,0.0576497451555364
"MIR340",0.136799211425158,0.1008620927415,-0.0421622881187014,0.0438933749145101,0.0438933749145101,0.0407653415287003,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,-0.0120143493315731,-0.0407653415287003,-0.0407653415287003,-0.136799211425158
"HA",0.136799211425158,0.1008620927415,-0.0421622881187014,0.0438933749145101,0.0438933749145101,0.0407653415287003,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,-0.0120143493315731,-0.0407653415287003,-0.0407653415287003,-0.136799211425158
"CD44s",0.136799211425158,0.1008620927415,-0.0421622881187014,0.0438933749145101,0.0438933749145101,0.0407653415287003,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,-0.0120143493315731,-0.0407653415287003,-0.0407653415287003,-0.136799211425158
"CD24",0.136799211425158,0.1008620927415,-0.0421622881187014,0.0438933749145101,0.0438933749145101,0.0407653415287003,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,0.0425495386400002,-0.0120143493315731,-0.0407653415287003,-0.0407653415287003,-0.136799211425158
"GRHL2",-0.101928117268462,-0.0757722220590787,-0.0211497755415673,0.0254998200184489,0.0254998200184489,0.1205272743545,0.0203998858194676,0.0203998858194676,0.0203998858194676,0.0203998858194676,0.0203998858194676,0.0203998858194676,0.00552442315742094,-0.0205272743544995,-0.0205272743544995,0.101928117268462
"MIR1199",-0.136799211425158,-0.1008620927415,0.0421622881187014,-0.0438933749145101,-0.0438933749145101,-0.0407653415287003,-0.0425495386400002,-0.0425495386400002,-0.0425495386400002,-0.0425495386400002,-0.0425495386400002,-0.0425495386400002,0.0120143493315731,0.0407653415287003,0.0407653415287003,0.136799211425158
"HAS2",-0.136159942018766,-0.0987807303952366,0.0425495386400002,-0.0437880008365333,-0.0437880008365333,-0.0359307359307359,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,0.012110967689061,-0.0640692640692641,0.0359307359307359,0.136159942018766
"ESRP1",-0.136159942018766,-0.0987807303952366,0.0425495386400002,-0.0437880008365333,-0.0437880008365333,-0.0359307359307359,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,-0.0407653415287003,0.012110967689061,0.0359307359307359,-0.0640692640692641,0.136159942018766
"MIR129",0.00867854330878981,0.183664157488199,0.0458933541712112,-0.117860468677683,-0.117860468677683,-0.0469564017660044,-0.0453170575037093,-0.0453170575037093,-0.0453170575037093,-0.0453170575037093,-0.0453170575037093,-0.0453170575037093,-0.0606778450931195,0.0469564017660044,0.0469564017660044,-0.0557925649305821
"MIR190",0.166035636246113,0.103737359606763,0.183270979235621,-0.191950485080547,-0.191950485080547,-0.179519956434402,-0.180271836133651,-0.180271836133651,-0.180271836133651,-0.180271836133651,-0.180271836133651,-0.180271836133651,-0.201914344321028,0.179519956434402,0.179519956434402,-0.166035636246113
"MIR34",0.169423229734894,0.102994555521341,0.18522772485869,-0.194752265651377,-0.194752265651377,-0.180271836133651,-0.183270979235621,-0.183270979235621,-0.183270979235621,-0.183270979235621,-0.183270979235621,-0.183270979235621,-0.10366873028594,0.180271836133651,0.180271836133651,-0.169423229734894
"SNAIL1",0.170107016393457,0.00156358581952594,0.185611640801305,-0.195661765876501,-0.195661765876501,-0.183270979235621,-0.18522772485869,-0.18522772485869,-0.18522772485869,-0.18522772485869,-0.18522772485869,-0.18522772485869,-0.104270062969184,0.183270979235621,0.183270979235621,-0.170107016393457
