"","MIR190","MIR1199","HA","CD44s","CD24","MIR200","SNAIL1","MIR129","TGFB","ZEB1","TWIST1","MIR34","MIR340","HAS2","GRHL2","ESRP1"
"SNAIL1",0.314429404935388,0.314429404935388,0.310383502331298,0.310383502331298,0.310383502331298,0.374755725379122,0.235996649146261,0.112913257449135,-0.169568791567193,-0.317258259249391,-0.287112626784828,-0.374755725379122,-0.314429404935388,-0.314429404935388,-0.314429404935388,-0.314429404935388
"MIR200",0.28836340944138,0.28836340944138,0.282338092985684,0.282338092985684,0.282338092985684,0.380557703756177,0.305365296948617,0.140725550031832,-0.24129732526689,-0.29301988457756,-0.279954045866717,-0.380557703756177,-0.28836340944138,-0.28836340944138,-0.28836340944138,-0.28836340944138
"MIR340",0.247335149045317,0.247335149045317,0.243172022452284,0.243172022452284,0.243172022452284,0.240232352278463,0.186529706085741,0.107736124203489,-0.0302728520560781,-0.25111828875339,-0.186342706232795,-0.240232352278463,-0.247335149045317,-0.247335149045317,-0.247335149045317,-0.247335149045317
"MIR1199",0.247335149045317,0.247335149045317,0.243172022452284,0.243172022452284,0.243172022452284,0.240232352278463,0.186529706085741,0.107736124203489,-0.0302728520560781,-0.25111828875339,-0.186342706232795,-0.240232352278463,-0.247335149045317,-0.247335149045317,-0.247335149045317,-0.247335149045317
"HA",0.247335149045317,0.247335149045317,0.243172022452284,0.243172022452284,0.243172022452284,0.240232352278463,0.186529706085741,0.107736124203489,-0.0302728520560781,-0.25111828875339,-0.186342706232795,-0.240232352278463,-0.247335149045317,-0.247335149045317,-0.247335149045317,-0.247335149045317
"CD44s",0.247335149045317,0.247335149045317,0.243172022452284,0.243172022452284,0.243172022452284,0.240232352278463,0.186529706085741,0.107736124203489,-0.0302728520560781,-0.25111828875339,-0.186342706232795,-0.240232352278463,-0.247335149045317,-0.247335149045317,-0.247335149045317,-0.247335149045317
"CD24",0.247335149045317,0.247335149045317,0.243172022452284,0.243172022452284,0.243172022452284,0.240232352278463,0.186529706085741,0.107736124203489,-0.0302728520560781,-0.25111828875339,-0.186342706232795,-0.240232352278463,-0.247335149045317,-0.247335149045317,-0.247335149045317,-0.247335149045317
"TWIST1",0.0608825490759838,0.0608825490759838,0.0591035463197823,0.0591035463197823,0.0591035463197823,0.141039173164122,0.210023448205525,0.149078576204689,-0.0683560914581048,-0.0619263904121007,-0.18641899646343,-0.141039173164122,-0.0608825490759838,-0.0608825490759838,-0.0608825490759838,-0.0608825490759838
"GRHL2",0.0582746200466546,0.0582746200466546,0.0568733461613043,0.0568733461613043,-0.0431266538386957,0.0650146745196183,0.119060303373476,0.084091111892345,-0.014726709269724,-0.0599949552914715,-0.127521469511294,-0.0650146745196183,-0.0582746200466546,-0.0582746200466546,-0.0582746200466546,-0.0582746200466546
"MIR129",-0.0591035463197823,-0.0591035463197823,-0.0570171081677704,-0.0570171081677704,-0.0570171081677704,-0.139283706579582,-0.208829541247929,-0.148110749890277,0.0678770832867889,0.0608825490759838,0.0849545613169864,0.139283706579582,0.0591035463197823,0.0591035463197823,0.0591035463197823,0.0591035463197823
"ZEB1",-0.25111828875339,-0.25111828875339,-0.247335149045317,-0.247335149045317,-0.247335149045317,-0.243760043742547,-0.188613717808307,-0.108639832523838,0.0314110634381919,0.153349112834066,0.188866857058597,0.243760043742547,0.25111828875339,0.25111828875339,0.25111828875339,0.25111828875339
"HAS2",-0.243172022452284,-0.243172022452284,-0.336301793444651,-0.236301793444651,-0.236301793444651,-0.235806641003437,-0.183407662566346,-0.106366261189791,0.0288235766937593,0.247335149045317,0.182963710799005,0.235806641003437,0.243172022452284,0.243172022452284,0.243172022452284,0.243172022452284
"ESRP1",-0.243172022452284,-0.243172022452284,-0.236301793444651,-0.336301793444651,-0.236301793444651,-0.235806641003437,-0.183407662566346,-0.106366261189791,0.0288235766937593,0.247335149045317,0.182963710799005,0.235806641003437,0.243172022452284,0.243172022452284,0.243172022452284,0.243172022452284
"MIR190",-0.30447090593027,-0.30447090593027,-0.295698976105708,-0.295698976105708,-0.295698976105708,-0.364961666219247,-0.32938841914243,-0.110000219990382,0.266370638449873,0.310383502331298,0.279638939217672,0.364961666219247,0.30447090593027,0.30447090593027,0.30447090593027,0.30447090593027
"TGFB",-0.310383502331298,-0.310383502331298,-0.30447090593027,-0.30447090593027,-0.30447090593027,-0.370748521416943,-0.333334565846237,-0.111804003536356,0.168219856088564,0.314429404935388,0.283906427119124,0.370748521416943,0.310383502331298,0.310383502331298,0.310383502331298,0.310383502331298
"MIR34",-0.310383502331298,-0.310383502331298,-0.30447090593027,-0.30447090593027,-0.30447090593027,-0.370748521416943,-0.333334565846237,-0.111804003536356,0.168219856088564,0.314429404935388,0.283906427119124,0.370748521416943,0.310383502331298,0.310383502331298,0.310383502331298,0.310383502331298
