"","TWIST1","MIR129","MIR34","ZEB1","TGFB","MIR190","MIR1199","GRHL2","ESRP1","CD44s","CD24","HA","MIR340","HAS2","MIR200","SNAIL1"
"SNAIL1",-0.644508290923853,-0.644508290923853,-0.253272087892419,-0.140520777348938,-0.149050369107951,0.137540377268113,0.137540377268113,0.137540377268113,0.137540377268113,-0.134700889258697,-0.134700889258697,0.134700889258697,-0.137540377268113,-0.137540377268113,0.253272087892419,0.516568343609265
"ZEB1",-0.307280178818376,-0.307280178818376,-0.117987085165315,-0.0957174066330211,-0.0677500348192864,-0.00802100632409411,-0.00802100632409411,-0.00802100632409411,-0.00802100632409411,-0.00040913963956392,-0.00040913963956392,0.00040913963956392,0.00802100632409411,0.00802100632409411,0.117987085165315,0.27073356678795
"MIR200",-0.223272681844921,-0.223272681844921,-0.0568461196594855,-0.0664706288939628,-0.152673354918158,0.0617087241320581,0.0617087241320581,0.0617087241320581,0.0617087241320581,-0.0559872051447163,-0.0559872051447163,0.0559872051447163,-0.0617087241320581,-0.0617087241320581,0.0568461196594855,0.184908658377503
"MIR340",0.300330973458451,0.300330973458451,0.111571439031153,-0.00802100632409411,0.0579614169331076,-0.00040913963956392,-0.00040913963956392,-0.00040913963956392,-0.00040913963956392,0.0100098193337016,0.0100098193337016,-0.0100098193337016,0.00040913963956392,0.00040913963956392,-0.111571439031153,-0.265458412115205
"CD24",0.300330973458451,0.300330973458451,0.111571439031153,-0.00802100632409411,0.0579614169331076,-0.00040913963956392,-0.00040913963956392,-0.00040913963956392,-0.00040913963956392,0.0100098193337016,0.0100098193337016,-0.0100098193337016,0.00040913963956392,0.00040913963956392,-0.111571439031153,-0.265458412115205
"HAS2",0.286175722316899,0.286175722316899,0.101666275701332,0.00040913963956392,0.0663672140345568,-0.0100098193337016,-0.0100098193337016,-0.0100098193337016,-0.0100098193337016,-0.00856524427952999,-0.00856524427952999,-0.09143475572047,0.0100098193337016,0.0100098193337016,-0.101666275701332,-0.262241761216435
"ESRP1",0.286175722316899,0.286175722316899,0.101666275701332,0.00040913963956392,0.0663672140345568,-0.0100098193337016,-0.0100098193337016,-0.0100098193337016,-0.0100098193337016,-0.10856524427953,-0.00856524427952999,0.00856524427952999,0.0100098193337016,0.0100098193337016,-0.101666275701332,-0.262241761216435
"MIR1199",-0.300330973458451,-0.300330973458451,-0.111571439031153,0.00802100632409411,-0.0579614169331076,0.00040913963956392,0.00040913963956392,0.00040913963956392,0.00040913963956392,-0.0100098193337016,-0.0100098193337016,0.0100098193337016,-0.00040913963956392,-0.00040913963956392,0.111571439031153,0.265458412115205
"HA",-0.300330973458451,-0.300330973458451,-0.111571439031153,0.00802100632409411,-0.0579614169331076,0.00040913963956392,0.00040913963956392,0.00040913963956392,0.00040913963956392,-0.0100098193337016,-0.0100098193337016,0.0100098193337016,-0.00040913963956392,-0.00040913963956392,0.111571439031153,0.265458412115205
"CD44s",-0.300330973458451,-0.300330973458451,-0.111571439031153,0.00802100632409411,-0.0579614169331076,0.00040913963956392,0.00040913963956392,0.00040913963956392,0.00040913963956392,-0.0100098193337016,-0.0100098193337016,0.0100098193337016,-0.00040913963956392,-0.00040913963956392,0.111571439031153,0.265458412115205
"TWIST1",0.603967295484234,0.704072782078926,0.209581198387783,0.0588662776726689,0.106738417144757,-0.0589880591618825,-0.0589880591618825,-0.0589880591618825,-0.0589880591618825,0.0605666109033007,0.0605666109033007,-0.0605666109033007,0.0589880591618825,0.0589880591618825,-0.209581198387783,-0.579533357222555
"MIR129",0.677921270379631,0.67804610146161,0.200280305255661,0.0589880591618825,0.103554421653069,-0.0605666109033007,-0.0605666109033007,-0.0605666109033007,-0.0605666109033007,0.0549034216335541,0.0549034216335541,-0.0549034216335541,0.0605666109033007,0.0605666109033007,-0.200280305255661,-0.56343619789773
"GRHL2",-0.320512630735612,-0.320512630735612,-0.184569037417282,0.079613980103784,-0.132466708606009,-0.0708799703993288,-0.0708799703993288,-0.0708799703993288,-0.0708799703993288,0.0683321996986918,-0.0316678003013082,-0.0683321996986918,0.0708799703993288,0.0708799703993288,0.184569037417282,0.289369138584557
"MIR190",0.59321159650439,0.59321159650439,0.237888407700992,0.134700889258697,0.235099663545965,-0.135215028076178,-0.135215028076178,-0.135215028076178,-0.135215028076178,0.135215028076178,0.135215028076178,-0.135215028076178,0.135215028076178,0.135215028076178,-0.237888407700992,-0.580913368951464
"TGFB",0.621852159636815,0.621852159636815,0.247445883479992,0.137540377268113,0.142923276632736,-0.134700889258697,-0.134700889258697,-0.134700889258697,-0.134700889258697,0.135215028076178,0.135215028076178,-0.135215028076178,0.134700889258697,0.134700889258697,-0.247445883479992,-0.600411976193804
"MIR34",0.621852159636815,0.621852159636815,0.247445883479992,0.137540377268113,0.142923276632736,-0.134700889258697,-0.134700889258697,-0.134700889258697,-0.134700889258697,0.135215028076178,0.135215028076178,-0.135215028076178,0.134700889258697,0.134700889258697,-0.247445883479992,-0.600411976193804
