"","MIR129","ZEB1","MIR340","MIR190","HAS2","ESRP1","HA","CD44s","CD24","TGFB","MIR34","MIR1199","GRHL2","MIR200","SNAIL1","TWIST1"
"GRHL2",0.190267926466478,-0.117953617470291,0.117468394708932,0.117468394708932,0.117468394708932,0.117468394708932,0.120143553944601,0.120143553944601,0.0201435539446011,0.022005139055236,0.0988992219775864,-0.117468394708932,-0.117468394708932,-0.177007528338191,-0.156521644545264,-0.190267926466478
"SNAIL1",-0.37475231594528,-0.112704389044346,0.11238109140846,0.11238109140846,0.11238109140846,0.11238109140846,0.11266062649747,0.11266062649747,0.11266062649747,-0.165283087769338,0.255663838714391,-0.11238109140846,-0.11238109140846,0.145387961386529,0.216557063304807,0.37475231594528
"MIR190",-0.366574712847987,-0.11266062649747,0.113517524526604,0.113517524526604,0.113517524526604,0.113517524526604,0.112765644827356,0.112765644827356,0.112765644827356,-0.263176677938839,0.254297825820497,-0.113517524526604,-0.113517524526604,0.142632365683205,0.312563463302194,0.366574712847987
"MIR200",-0.183130588164928,-0.0750712632985224,0.0747022596084855,0.0747022596084855,0.0747022596084855,0.0747022596084855,0.0753604874565868,0.0753604874565868,0.0753604874565868,-0.207485552144387,0.196256490479546,-0.0747022596084855,-0.0747022596084855,0.0291869072516563,0.135303189815818,0.183130588164928
"ZEB1",-0.169994927351991,-0.0736330026363169,-0.0255418980461726,-0.0255418980461726,-0.0255418980461726,-0.0255418980461726,-0.0243205694789995,-0.0243205694789995,-0.0243205694789995,-0.0203265572051222,-0.0137941364890581,0.0255418980461726,0.0255418980461726,0.0824428447714267,0.131612791123494,0.169994927351991
"TWIST1",-0.493870502554979,-0.0269637375682836,0.0272594926135167,0.0272594926135167,0.0272594926135167,0.0272594926135167,0.0270339852218856,0.0270339852218856,0.0270339852218856,-0.101548142524215,0.173425531576416,-0.0272594926135167,-0.0272594926135167,0.140737110393158,0.34496546350929,0.39573805376285
"MIR340",0.169153543743391,-0.0255418980461726,0.0243205694789995,0.0243205694789995,0.0243205694789995,0.0243205694789995,0.0259348430558899,0.0259348430558899,0.0259348430558899,0.0199688336278864,0.013008174142138,-0.0243205694789995,-0.0243205694789995,-0.0817299952009642,-0.131449977707669,-0.169153543743391
"MIR1199",0.169153543743391,-0.0255418980461726,0.0243205694789995,0.0243205694789995,0.0243205694789995,0.0243205694789995,0.0259348430558899,0.0259348430558899,0.0259348430558899,0.0199688336278864,0.013008174142138,-0.0243205694789995,-0.0243205694789995,-0.0817299952009642,-0.131449977707669,-0.169153543743391
"CD44s",0.169153543743391,-0.0255418980461726,0.0243205694789995,0.0243205694789995,0.0243205694789995,0.0243205694789995,0.0259348430558899,0.0259348430558899,0.0259348430558899,0.0199688336278864,0.013008174142138,-0.0243205694789995,-0.0243205694789995,-0.0817299952009642,-0.131449977707669,-0.169153543743391
"ESRP1",0.166505141916907,-0.0243205694789995,0.0259348430558899,0.0259348430558899,0.0259348430558899,0.0259348430558899,0.0317872603586889,0.131787260358689,0.0317872603586889,0.0187127949805435,0.0145887853117902,-0.0259348430558899,-0.0259348430558899,-0.0821514915128715,-0.131544585087044,-0.166505141916907
"HAS2",-0.166505141916907,0.0243205694789995,-0.0259348430558899,-0.0259348430558899,-0.0259348430558899,-0.0259348430558899,0.0682127396413111,-0.0317872603586889,-0.0317872603586889,-0.0187127949805435,-0.0145887853117902,0.0259348430558899,0.0259348430558899,0.0821514915128715,0.131544585087044,0.166505141916907
"HA",-0.169153543743391,0.0255418980461726,-0.0243205694789995,-0.0243205694789995,-0.0243205694789995,-0.0243205694789995,-0.0259348430558899,-0.0259348430558899,-0.0259348430558899,-0.0199688336278864,-0.013008174142138,0.0243205694789995,0.0243205694789995,0.0817299952009642,0.131449977707669,0.169153543743391
"CD24",-0.169153543743391,0.0255418980461726,-0.0243205694789995,-0.0243205694789995,-0.0243205694789995,-0.0243205694789995,-0.0259348430558899,-0.0259348430558899,-0.0259348430558899,-0.0199688336278864,-0.013008174142138,0.0243205694789995,0.0243205694789995,0.0817299952009642,0.131449977707669,0.169153543743391
"MIR129",0.488612851495602,0.0272594926135167,-0.0270339852218856,-0.0270339852218856,-0.0270339852218856,-0.0270339852218856,-0.0250965783664459,-0.0250965783664459,-0.0250965783664459,0.0999984102052519,-0.171947243926277,0.0270339852218856,0.0270339852218856,-0.139536001677421,-0.342893280169095,-0.490455626984608
"TGFB",0.371546116279575,0.11238109140846,-0.11266062649747,-0.11266062649747,-0.11266062649747,-0.11266062649747,-0.113517524526604,-0.113517524526604,-0.113517524526604,0.164551737208636,-0.254952447449196,0.11266062649747,0.11266062649747,-0.144334381917821,-0.3148383008138,-0.371546116279575
"MIR34",0.371546116279575,0.11238109140846,-0.11266062649747,-0.11266062649747,-0.11266062649747,-0.11266062649747,-0.113517524526604,-0.113517524526604,-0.113517524526604,0.164551737208636,-0.254952447449196,0.11266062649747,0.11266062649747,-0.144334381917821,-0.3148383008138,-0.371546116279575
