"","MIR1199","HAS2","ESRP1","HA","CD24","SNAIL1","TWIST1","TGFB","ZEB1","MIR129","MIR34","MIR200","CD44s","MIR340","MIR190","GRHL2"
"MIR340",0.146769573336803,0.146769573336803,0.146769573336803,0.147024458638417,0.147024458638417,0.0801238944542899,0.0603413709041429,-0.00447381684175052,-0.146978092848271,-0.0970740509557593,-0.13631899011503,-0.13631899011503,-0.147024458638417,-0.146769573336803,-0.146769573336803,-0.146769573336803
"MIR1199",0.146769573336803,0.146769573336803,0.146769573336803,0.147024458638417,0.147024458638417,0.0801238944542899,0.0603413709041429,-0.00447381684175052,-0.146978092848271,-0.0970740509557593,-0.13631899011503,-0.13631899011503,-0.147024458638417,-0.146769573336803,-0.146769573336803,-0.146769573336803
"HA",0.146769573336803,0.146769573336803,0.146769573336803,0.147024458638417,0.147024458638417,0.0801238944542899,0.0603413709041429,-0.00447381684175052,-0.146978092848271,-0.0970740509557593,-0.13631899011503,-0.13631899011503,-0.147024458638417,-0.146769573336803,-0.146769573336803,-0.146769573336803
"CD44s",0.146769573336803,0.146769573336803,0.146769573336803,0.147024458638417,0.147024458638417,0.0801238944542899,0.0603413709041429,-0.00447381684175052,-0.146978092848271,-0.0970740509557593,-0.13631899011503,-0.13631899011503,-0.147024458638417,-0.146769573336803,-0.146769573336803,-0.146769573336803
"CD24",0.146769573336803,0.146769573336803,0.146769573336803,0.147024458638417,0.147024458638417,0.0801238944542899,0.0603413709041429,-0.00447381684175052,-0.146978092848271,-0.0970740509557593,-0.13631899011503,-0.13631899011503,-0.147024458638417,-0.146769573336803,-0.146769573336803,-0.146769573336803
"HAS2",0.147024458638417,0.147024458638417,0.147024458638417,0.247278911564626,0.147278911564626,0.0803131092130411,0.0595194530959237,-0.00457043519923844,-0.146769573336803,-0.0968000783530195,-0.136213616037053,-0.136213616037053,-0.147278911564626,-0.147024458638417,-0.147024458638417,-0.147024458638417
"MIR200",0.13309850360375,0.13309850360375,0.13309850360375,0.133047870692357,0.133047870692357,0.106499894924512,0.0628798115912979,-0.00145234574132926,-0.133221504833762,-0.125126922814529,-0.22356731932462,-0.22356731932462,-0.133047870692357,-0.13309850360375,-0.13309850360375,-0.13309850360375
"SNAIL1",0.0692212632866816,0.0692212632866816,0.0692212632866816,0.0692948251522106,0.0692948251522106,-0.0682110210199611,0.0236666148726533,-0.077358756090191,-0.0692313663378031,-0.0880623582407251,-0.10083289857148,-0.10083289857148,-0.0692948251522106,-0.0692212632866816,-0.0692212632866816,-0.0692212632866816
"TGFB",0.0692948251522106,0.0692948251522106,0.0692948251522106,0.0692948251522106,0.0692948251522106,0.0317490077593178,0.0235602480590992,-0.0773750083248732,-0.0692212632866816,-0.0881079440179626,-0.100859913429652,-0.100859913429652,-0.0692948251522106,-0.0692948251522106,-0.0692948251522106,-0.0692948251522106
"TWIST1",0.0159219269245467,0.0159219269245467,0.0159219269245467,0.0161975470698736,0.0161975470698736,0.00655568320002819,0.00284189645092697,-0.000752264573328156,-0.0160437084137603,-0.00377082507141429,-0.010259628143201,-0.010259628143201,-0.0161975470698736,-0.0159219269245467,-0.0159219269245467,-0.0159219269245467
"MIR129",0.0161975470698736,0.0161975470698736,0.0161975470698736,0.0163465783664459,0.0163465783664459,0.00659685240546252,0.102214281388165,-0.000836795427089779,-0.0159219269245467,-0.00369235266754299,-0.010259628143201,-0.010259628143201,-0.0163465783664459,-0.0161975470698736,-0.0161975470698736,-0.0161975470698736
"ZEB1",-0.146978092848271,-0.146978092848271,-0.146978092848271,-0.146769573336803,-0.146769573336803,-0.0800913317711248,-0.0601232344130241,0.00463641846776678,0.0469679064369442,0.0972298627351298,0.136373824697374,0.136373824697374,0.146769573336803,0.146978092848271,0.146978092848271,0.146978092848271
"MIR34",-0.0692948251522106,-0.0692948251522106,-0.0692948251522106,-0.0692948251522106,-0.0692948251522106,-0.0317490077593178,-0.0235602480590992,0.0773750083248732,0.0692212632866816,0.0881079440179626,0.100859913429652,0.100859913429652,0.0692948251522106,0.0692948251522106,0.0692948251522106,0.0692948251522106
"MIR190",-0.0692948251522106,-0.0692948251522106,-0.0692948251522106,-0.0687935720193785,-0.0687935720193785,-0.0317025825039789,-0.0237802216622668,-0.0224827441644582,0.0692948251522106,0.0883279176211303,0.100886098294799,0.100886098294799,0.0687935720193785,0.0692948251522106,0.0692948251522106,0.0692948251522106
"ESRP1",-0.147024458638417,-0.147024458638417,-0.147024458638417,-0.147278911564626,-0.147278911564626,-0.0803131092130411,-0.0595194530959237,0.00457043519923844,0.146769573336803,0.0968000783530195,0.136213616037053,0.136213616037053,0.0472789115646259,0.147024458638417,0.147024458638417,0.147024458638417
"GRHL2",-0.229147812390117,-0.229147812390117,-0.229147812390117,-0.229402589460181,-0.329402589460181,-0.10510839275881,-0.07844790074595,0.0121599442420972,0.229236034710364,0.117062960138424,0.241330342165678,0.241330342165678,0.229402589460181,0.229147812390117,0.229147812390117,0.229147812390117
