"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","HA","CD44s","CD24","MIR200","MIR34","MIR129","TGFB","TWIST1","SNAIL1","ZEB1","HAS2"
"GRHL2",0.356634072295526,0.356634072295526,0.356634072295526,0.356634072295526,0.356634072295526,0.354213690129921,0.354213690129921,0.454213690129921,0.338007996394216,0.281675711742746,0.0976084732220678,-0.0156931355209995,-0.0976084732220678,-0.12445752518611,-0.359192519582689,-0.356634072295526
"MIR340",0.248553523376442,0.248553523376442,0.248553523376442,0.248553523376442,0.248553523376442,0.248468561609238,0.248468561609238,0.248468561609238,0.214924158739959,0.1838565081578,0.0807063961555501,-0.00704939179936975,-0.0807063961555501,-0.100126885390195,-0.251979201064855,-0.248553523376442
"HA",0.248553523376442,0.248553523376442,0.248553523376442,0.248553523376442,0.248553523376442,0.248468561609238,0.248468561609238,0.248468561609238,0.214924158739959,0.1838565081578,0.0807063961555501,-0.00704939179936975,-0.0807063961555501,-0.100126885390195,-0.251979201064855,-0.248553523376442
"CD24",0.248553523376442,0.248553523376442,0.248553523376442,0.248553523376442,0.248553523376442,0.248468561609238,0.248468561609238,0.248468561609238,0.214924158739959,0.1838565081578,0.0807063961555501,-0.00704939179936975,-0.0807063961555501,-0.100126885390195,-0.251979201064855,-0.248553523376442
"MIR200",0.180963216031568,0.180963216031568,0.180963216031568,0.180963216031568,0.180963216031568,0.182836633753087,0.182836633753087,0.182836633753087,0.0689781986754111,0.226869848257244,-0.0286196380960416,-0.0108608146116385,0.0286196380960416,0.0100914222949436,-0.183581385070401,-0.180963216031568
"TGFB",0.103565698330821,0.103565698330821,0.103565698330821,0.103565698330821,0.103565698330821,0.105022424980349,0.105022424980349,0.105022424980349,0.115532430853989,-0.00774278017081188,0.0390779273666195,-0.0743624592339832,-0.0390779273666195,-0.0230703224967811,-0.104845674791024,-0.103565698330821
"MIR34",0.103565698330821,0.103565698330821,0.103565698330821,0.103565698330821,0.103565698330821,0.105022424980349,0.105022424980349,0.105022424980349,0.115532430853989,-0.00774278017081188,0.0390779273666195,-0.0743624592339832,-0.0390779273666195,-0.0230703224967811,-0.104845674791024,-0.103565698330821
"MIR190",0.105022424980349,0.105022424980349,0.105022424980349,0.105022424980349,0.105022424980349,0.100260520218444,0.100260520218444,0.100260520218444,0.116239422212984,-0.00666920069974616,0.0377140910269802,0.0254004615815692,-0.0377140910269802,-0.0229310467307644,-0.103565698330821,-0.105022424980349
"TWIST1",0.0526467777194209,0.0526467777194209,0.0526467777194209,0.0526467777194209,0.0526467777194209,0.0510181132243069,0.0510181132243069,0.0510181132243069,0.0331195206225664,0.0346837972344034,0.0803192912691661,0.000433579095227709,0.0329716150760838,0.0051305254207563,-0.0528207512754404,-0.0526467777194209
"MIR129",0.0510181132243069,0.0510181132243069,0.0510181132243069,0.0510181132243069,0.0510181132243069,0.051614238410596,0.051614238410596,0.051614238410596,0.0318876142474509,0.0339138557499562,0.0801885039293806,0.000461756046481583,0.133076217586544,0.00492467939358463,-0.0526467777194209,-0.0510181132243069
"SNAIL1",-0.104845674791024,-0.104845674791024,-0.104845674791024,-0.104845674791024,-0.104845674791024,-0.103565698330821,-0.103565698330821,-0.103565698330821,-0.116369891457321,0.00701337900016803,-0.0386980458896403,0.0744762248767591,0.0386980458896403,-0.0770176141888053,0.104603201564109,0.104845674791024
"ZEB1",-0.251979201064855,-0.251979201064855,-0.251979201064855,-0.251979201064855,-0.251979201064855,-0.248553523376442,-0.248553523376442,-0.248553523376442,-0.216843369121973,-0.186141282422103,-0.0789924665824743,0.00773231862863804,0.0789924665824743,0.100810701736662,0.152030133121491,0.251979201064855
"HAS2",-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.339053803339518,-0.239053803339518,-0.239053803339518,-0.213765043882214,-0.184910248937568,-0.0765968071144542,0.00772572030178521,0.0765968071144542,0.100599922287073,0.248553523376442,0.248468561609238
"ESRP1",-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.239053803339518,-0.139053803339518,-0.239053803339518,-0.213765043882214,-0.184910248937568,-0.0765968071144542,0.00772572030178521,0.0765968071144542,0.100599922287073,0.248553523376442,0.248468561609238
"MIR1199",-0.248553523376442,-0.248553523376442,-0.248553523376442,-0.248553523376442,-0.248553523376442,-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.214924158739959,-0.1838565081578,-0.0807063961555501,0.00704939179936975,0.0807063961555501,0.100126885390195,0.251979201064855,0.248553523376442
"CD44s",-0.248553523376442,-0.248553523376442,-0.248553523376442,-0.248553523376442,-0.248553523376442,-0.248468561609238,-0.248468561609238,-0.248468561609238,-0.214924158739959,-0.1838565081578,-0.0807063961555501,0.00704939179936975,0.0807063961555501,0.100126885390195,0.251979201064855,0.248553523376442
