"","TWIST1","ZEB1","MIR34","MIR200","TGFB","CD44s","MIR340","HAS2","GRHL2","ESRP1","MIR190","MIR1199","HA","CD24","SNAIL1","MIR129"
"SNAIL1",-0.690577706572731,-0.190864392199483,-0.244734621555993,0.442188556157347,0.377278885640157,0.184195608504871,0.18803553788548,0.18803553788548,0.18803553788548,0.18803553788548,-0.18803553788548,-0.18803553788548,-0.184195608504871,-0.184195608504871,0.570883306973306,0.690577706572731
"TGFB",-0.661721909581393,-0.18803553788548,-0.237341555369591,0.430094904649017,0.366081095944074,0.179482669344631,0.184195608504871,0.184195608504871,0.184195608504871,0.184195608504871,-0.184195608504871,-0.184195608504871,-0.179482669344631,-0.179482669344631,0.650330105278526,0.661721909581393
"MIR200",-0.330315793878266,-0.102854074614392,-0.0702661468911703,0.284007882875387,0.349160003473601,0.0992785422948738,0.102063352421456,0.102063352421456,0.102063352421456,0.102063352421456,-0.102063352421456,-0.102063352421456,-0.0992785422948738,-0.0992785422948738,0.300677849873102,0.330315793878266
"ZEB1",-0.112331764265677,-0.0891790762756277,-0.0594186499096082,-0.0405097549456515,-0.0330343290127501,-0.0124210247570657,-0.0104847721505718,-0.0104847721505718,-0.0104847721505718,-0.0104847721505718,0.0104847721505718,0.0104847721505718,0.0124210247570657,0.0124210247570657,0.0809079545310038,0.112331764265677
"MIR129",-0.654071715537405,-0.0664756540851058,-0.188689543157053,0.260812921337037,0.179179151088459,0.0574337748344371,0.0635440579939006,0.0635440579939006,0.0635440579939006,0.0635440579939006,-0.0635440579939006,-0.0635440579939006,-0.0574337748344371,-0.0574337748344371,0.540178679257007,0.655259594361333
"MIR340",0.11136573123358,-0.0104847721505718,0.0606067325270456,0.0416978375630889,0.0340424590940509,0.01267591005868,0.0124210247570657,0.0124210247570657,0.0124210247570657,0.0124210247570657,-0.0124210247570657,-0.0124210247570657,-0.01267591005868,-0.01267591005868,-0.0797356979370605,-0.11136573123358
"MIR1199",0.11136573123358,-0.0104847721505718,0.0606067325270456,0.0416978375630889,0.0340424590940509,0.01267591005868,0.0124210247570657,0.0124210247570657,0.0124210247570657,0.0124210247570657,-0.0124210247570657,-0.0124210247570657,-0.01267591005868,-0.01267591005868,-0.0797356979370605,-0.11136573123358
"HA",0.11136573123358,-0.0104847721505718,0.0606067325270456,0.0416978375630889,0.0340424590940509,0.01267591005868,0.0124210247570657,0.0124210247570657,0.0124210247570657,0.0124210247570657,-0.0124210247570657,-0.0124210247570657,-0.01267591005868,-0.01267591005868,-0.0797356979370605,-0.11136573123358
"CD24",0.11136573123358,-0.0104847721505718,0.0606067325270456,0.0416978375630889,0.0340424590940509,0.01267591005868,0.0124210247570657,0.0124210247570657,0.0124210247570657,0.0124210247570657,-0.0124210247570657,-0.0124210247570657,-0.01267591005868,-0.01267591005868,-0.0797356979370605,-0.11136573123358
"CD44s",-0.11136573123358,0.0104847721505718,-0.0606067325270456,-0.0416978375630889,-0.0340424590940509,-0.01267591005868,-0.0124210247570657,-0.0124210247570657,-0.0124210247570657,-0.0124210247570657,0.0124210247570657,0.0124210247570657,0.01267591005868,0.01267591005868,0.0797356979370605,0.11136573123358
"HAS2",-0.108534681005269,0.0124210247570657,-0.0594476176693006,-0.0431730746547644,-0.0358782078863215,-0.0149659863945578,-0.01267591005868,-0.01267591005868,-0.01267591005868,-0.01267591005868,0.01267591005868,0.01267591005868,-0.0850340136054422,0.0149659863945578,0.0797356979370605,0.108534681005269
"ESRP1",-0.108534681005269,0.0124210247570657,-0.0594476176693006,-0.0431730746547644,-0.0358782078863215,0.0850340136054422,-0.01267591005868,-0.01267591005868,-0.01267591005868,-0.01267591005868,0.01267591005868,0.01267591005868,0.0149659863945578,0.0149659863945578,0.0797356979370605,0.108534681005269
"TWIST1",0.58126836825707,0.0700247146279033,0.196296565023391,-0.272023269350588,-0.190478108541263,-0.0635440579939006,-0.0664756540851058,-0.0664756540851058,-0.0664756540851058,-0.0664756540851058,0.0664756540851058,0.0664756540851058,0.0635440579939006,0.0635440579939006,-0.558279406579637,-0.682437203568761
"GRHL2",-0.130583707344094,0.146238865136543,-0.186014997524375,-0.143376122163794,-0.14713886592872,-0.148502975790934,-0.147738644580743,-0.147738644580743,-0.147738644580743,-0.147738644580743,0.147738644580743,0.147738644580743,0.148502975790934,0.0485029757909339,0.10428015581721,0.130583707344094
"MIR190",0.625778222823804,0.184195608504871,0.227941188781479,-0.414933867728357,-0.451239938997653,-0.172214498918566,-0.179482669344631,-0.179482669344631,-0.179482669344631,-0.179482669344631,0.179482669344631,0.179482669344631,0.172214498918566,0.172214498918566,-0.625214042140179,-0.625778222823804
"MIR34",0.661721909581393,0.18803553788548,0.237341555369591,-0.430094904649017,-0.366081095944074,-0.179482669344631,-0.184195608504871,-0.184195608504871,-0.184195608504871,-0.184195608504871,0.184195608504871,0.184195608504871,0.179482669344631,0.179482669344631,-0.650330105278526,-0.661721909581393
