"","MIR129","MIR34","TWIST1","ZEB1","HA","CD44s","MIR340","MIR1199","GRHL2","TGFB","MIR190","HAS2","ESRP1","CD24","MIR200","SNAIL1"
"SNAIL1",-0.304194327572779,-0.175743913530527,-0.117584014193479,-0.0923393954530494,0.0909955647964177,0.0909955647964177,0.0958653602944316,0.0958653602944316,0.0958653602944316,0.183033531760342,-0.0958653602944316,-0.0958653602944316,-0.0958653602944316,-0.0909955647964177,0.175743913530527,0.260577932100613
"MIR190",-0.30347434103392,-0.174075391758713,-0.116932603531274,-0.0909955647964177,0.0886568130326896,0.0886568130326896,0.0976793694236671,0.0976793694236671,0.0976793694236671,0.0828860826098395,-0.0976793694236671,-0.0976793694236671,-0.0976793694236671,-0.0886568130326896,0.174075391758713,0.360768765916607
"ZEB1",-0.204332685115127,-0.135901534775917,-0.115716953753088,-0.0540273194259611,-0.0480693577800152,-0.0480693577800152,-0.0393413267999735,-0.0393413267999735,-0.0393413267999735,0.0342561318725948,0.0393413267999735,0.0393413267999735,0.0393413267999735,0.0480693577800152,0.135901534775917,0.206826020119231
"HAS2",0.20411582926877,0.1329883296185,0.114870760611937,-0.0480693577800152,-0.0473716759431045,0.0526283240568955,0.0355799780009158,0.0355799780009158,0.0355799780009158,-0.0343089184874175,-0.0355799780009158,-0.0355799780009158,-0.0355799780009158,-0.0526283240568955,-0.1329883296185,-0.207910693261672
"ESRP1",0.20411582926877,0.1329883296185,0.114870760611937,-0.0480693577800152,0.0526283240568955,-0.0473716759431045,0.0355799780009158,0.0355799780009158,0.0355799780009158,-0.0343089184874175,-0.0355799780009158,-0.0355799780009158,-0.0355799780009158,-0.0526283240568955,-0.1329883296185,-0.207910693261672
"MIR340",0.205485692282469,0.142682744792367,0.11861505284938,-0.0393413267999735,0.0355799780009158,0.0355799780009158,0.0480693577800152,0.0480693577800152,0.0480693577800152,-0.0330528798400745,-0.0480693577800152,-0.0480693577800152,-0.0480693577800152,-0.0355799780009158,-0.142682744792367,-0.204221005466024
"CD24",0.205485692282469,0.142682744792367,0.11861505284938,-0.0393413267999735,0.0355799780009158,0.0355799780009158,0.0480693577800152,0.0480693577800152,0.0480693577800152,-0.0330528798400745,-0.0480693577800152,-0.0480693577800152,-0.0480693577800152,-0.0355799780009158,-0.142682744792367,-0.204221005466024
"MIR129",-0.312540821744255,-0.130856985768457,-0.122597907311432,-0.0137375094749054,0.0116307947019868,0.0116307947019868,0.0199765473100344,0.0199765473100344,0.0199765473100344,0.0921071126639941,-0.0199765473100344,-0.0199765473100344,-0.0199765473100344,-0.0116307947019868,0.130856985768457,0.304022031828895
"GRHL2",0.137511075429172,0.0347963651961731,0.0907804241065419,0.0136289452982261,-0.0175550633194612,-0.0175550633194612,-0.00392449007105358,-0.00392449007105358,-0.00392449007105358,-0.0157695616575843,0.00392449007105358,0.00392449007105358,0.00392449007105358,-0.0824449366805388,-0.0347963651961731,-0.126788179742428
"TWIST1",0.313299388315011,0.135692218290785,0.0245330537549463,0.0181912325090042,-0.0199765473100344,-0.0199765473100344,-0.0137375094749054,-0.0137375094749054,-0.0137375094749054,-0.0914026888826473,0.0137375094749054,0.0137375094749054,0.0137375094749054,0.0199765473100344,-0.135692218290785,-0.302279202132175
"MIR1199",-0.205485692282469,-0.142682744792367,-0.11861505284938,0.0393413267999735,-0.0355799780009158,-0.0355799780009158,-0.0480693577800152,-0.0480693577800152,-0.0480693577800152,0.0330528798400745,0.0480693577800152,0.0480693577800152,0.0480693577800152,0.0355799780009158,0.142682744792367,0.204221005466024
"HA",-0.205485692282469,-0.142682744792367,-0.11861505284938,0.0393413267999735,-0.0355799780009158,-0.0355799780009158,-0.0480693577800152,-0.0480693577800152,-0.0480693577800152,0.0330528798400745,0.0480693577800152,0.0480693577800152,0.0480693577800152,0.0355799780009158,0.142682744792367,0.204221005466024
"CD44s",-0.205485692282469,-0.142682744792367,-0.11861505284938,0.0393413267999735,-0.0355799780009158,-0.0355799780009158,-0.0480693577800152,-0.0480693577800152,-0.0480693577800152,0.0330528798400745,0.0480693577800152,0.0480693577800152,0.0480693577800152,0.0355799780009158,0.142682744792367,0.204221005466024
"MIR200",0.136448402354772,-0.0018859268242494,0.0669167860334139,0.0909824471400033,-0.0877834898701413,-0.0877834898701413,-0.098872097465078,-0.098872097465078,-0.098872097465078,-0.00813837951423401,0.098872097465078,0.098872097465078,0.098872097465078,0.0877834898701413,0.0018859268242494,-0.122269186987775
"TGFB",0.304574209049758,0.179390919383746,0.119088344842317,0.0958653602944316,-0.0976793694236671,-0.0976793694236671,-0.0909955647964177,-0.0909955647964177,-0.0909955647964177,-0.182269676730276,0.0909955647964177,0.0909955647964177,0.0909955647964177,0.0976793694236671,-0.179390919383746,-0.359051031469068
"MIR34",0.304574209049758,0.179390919383746,0.119088344842317,0.0958653602944316,-0.0976793694236671,-0.0976793694236671,-0.0909955647964177,-0.0909955647964177,-0.0909955647964177,-0.182269676730276,0.0909955647964177,0.0909955647964177,0.0909955647964177,0.0976793694236671,-0.179390919383746,-0.359051031469068
