"","ZEB1","HA","MIR200","MIR190","GRHL2","ESRP1","SNAIL1","TGFB","TWIST1","MIR129","MIR340","MIR1199","HAS2","MIR34","CD44s","CD24"
"SNAIL1",-0.077528256188361,0.0711266362874104,-0.00904993478043965,0.0798216487929276,0.0798216487929276,0.0798216487929276,-0.10123242468838,0.065368438191732,-0.0269269370089448,-0.0269269370089448,-0.0798216487929276,-0.0798216487929276,-0.0798216487929276,0.00904993478043965,-0.0711266362874104,-0.0711266362874104
"ZEB1",-0.0602676074162779,-0.0570231112154695,-0.056211530682635,-0.050499429356667,-0.050499429356667,-0.050499429356667,-0.0461471063076237,0.00238657071821264,0.0497744750876224,0.0497744750876224,0.050499429356667,0.050499429356667,0.050499429356667,0.056211530682635,0.0570231112154695,0.0570231112154695
"HAS2",-0.0570231112154695,-0.0750773036487322,0.0451931116944226,0.0338285487685706,0.0338285487685706,0.0338285487685706,0.0345143419021792,0.00323897423288904,-0.0461678948502478,-0.0461678948502478,-0.0338285487685706,-0.0338285487685706,-0.0338285487685706,-0.0451931116944226,-0.0249226963512678,-0.0249226963512678
"MIR340",-0.050499429356667,0.0338285487685706,0.0632120790284584,0.0570231112154695,0.0570231112154695,0.0570231112154695,0.0422721470109777,-0.000142668279188254,-0.0438847898274167,-0.0438847898274167,-0.0570231112154695,-0.0570231112154695,-0.0570231112154695,-0.0632120790284584,-0.0338285487685706,-0.0338285487685706
"MIR1199",-0.050499429356667,0.0338285487685706,0.0632120790284584,0.0570231112154695,0.0570231112154695,0.0570231112154695,0.0422721470109777,-0.000142668279188254,-0.0438847898274167,-0.0438847898274167,-0.0570231112154695,-0.0570231112154695,-0.0570231112154695,-0.0632120790284584,-0.0338285487685706,-0.0338285487685706
"CD44s",-0.050499429356667,0.0338285487685706,0.0632120790284584,0.0570231112154695,0.0570231112154695,0.0570231112154695,0.0422721470109777,-0.000142668279188254,-0.0438847898274167,-0.0438847898274167,-0.0570231112154695,-0.0570231112154695,-0.0570231112154695,-0.0632120790284584,-0.0338285487685706,-0.0338285487685706
"GRHL2",-0.0247719563825925,0.0290798466609985,0.0218666919764563,0.0139206109922087,0.0139206109922087,0.0139206109922087,-0.0474083797545959,-0.000407142542081002,0.0478273626836257,0.0478273626836257,-0.0139206109922087,-0.0139206109922087,-0.0139206109922087,-0.0218666919764563,-0.0290798466609985,-0.129079846660999
"MIR129",-0.00320678101858513,-0.0118543046357616,0.00313563469110065,-0.000676957392840576,-0.000676957392840576,-0.000676957392840576,-0.0103192536741743,-0.00210158885576547,-0.190510337985355,0.197387792959187,0.000676957392840576,0.000676957392840576,0.000676957392840576,-0.00313563469110065,0.0118543046357616,0.0118543046357616
"TWIST1",-0.00253434633005787,0.000676957392840576,-0.00541466148506431,-0.00320678101858513,-0.00320678101858513,-0.00320678101858513,0.0068198712122558,0.00387673678475955,0.0920793756422584,-0.195844502349718,0.00320678101858513,0.00320678101858513,0.00320678101858513,0.00541466148506431,-0.000676957392840576,-0.000676957392840576
"MIR200",0.0409709609747324,-0.0247326989176092,-0.143135794189086,-0.0460491546138117,-0.0460491546138117,-0.0460491546138117,0.027881229633664,-0.0119421228188988,-0.042233955037181,-0.042233955037181,0.0460491546138117,0.0460491546138117,0.0460491546138117,0.143135794189086,0.0247326989176092,0.0247326989176092
"HA",0.050499429356667,-0.0338285487685706,-0.0632120790284584,-0.0570231112154695,-0.0570231112154695,-0.0570231112154695,-0.0422721470109777,0.000142668279188254,0.0438847898274167,0.0438847898274167,0.0570231112154695,0.0570231112154695,0.0570231112154695,0.0632120790284584,0.0338285487685706,0.0338285487685706
"CD24",0.050499429356667,-0.0338285487685706,-0.0632120790284584,-0.0570231112154695,-0.0570231112154695,-0.0570231112154695,-0.0422721470109777,0.000142668279188254,0.0438847898274167,0.0438847898274167,0.0570231112154695,0.0570231112154695,0.0570231112154695,0.0632120790284584,0.0338285487685706,0.0338285487685706
"ESRP1",0.0570231112154695,-0.0249226963512678,-0.0451931116944226,-0.0338285487685706,-0.0338285487685706,-0.0338285487685706,-0.0345143419021792,-0.00323897423288904,0.0461678948502478,0.0461678948502478,0.0338285487685706,0.0338285487685706,0.0338285487685706,0.0451931116944226,-0.0750773036487322,0.0249226963512678
"MIR190",0.0711266362874104,-0.0866738591002265,0.0195030602759744,-0.0681274931854396,-0.0681274931854396,-0.0681274931854396,0.000447671233615796,0.0354840296627118,0.0320029557548004,0.0320029557548004,0.0681274931854396,0.0681274931854396,0.0681274931854396,-0.0195030602759744,0.0866738591002265,0.0866738591002265
"TGFB",0.0798216487929276,-0.0681274931854396,0.0157586245598183,-0.0711266362874104,-0.0711266362874104,-0.0711266362874104,0.00402241589471143,-0.0665548513235376,0.0278234572946157,0.0278234572946157,0.0711266362874104,0.0711266362874104,0.0711266362874104,-0.0157586245598183,0.0681274931854396,0.0681274931854396
"MIR34",0.0798216487929276,-0.0681274931854396,0.0157586245598183,-0.0711266362874104,-0.0711266362874104,-0.0711266362874104,0.00402241589471143,-0.0665548513235376,0.0278234572946157,0.0278234572946157,0.0711266362874104,0.0711266362874104,0.0711266362874104,-0.0157586245598183,0.0681274931854396,0.0681274931854396
