"","MIR129","ZEB1","MIR34","MIR200","MIR340","GRHL2","ESRP1","HA","TGFB","CD44s","CD24","MIR190","MIR1199","HAS2","SNAIL1","TWIST1"
"TWIST1",-0.302010612341255,-0.179688654405318,0.0677094285491244,0.0677094285491244,0.176243977996132,0.176243977996132,0.176243977996132,0.174314636978843,-0.0102535524614957,-0.174314636978843,-0.174314636978843,-0.176243977996132,-0.176243977996132,-0.176243977996132,0.0547992379783215,0.171514572376167
"SNAIL1",-0.178762952841713,-0.118744553220026,-0.0331464662985585,-0.0331464662985585,0.116744149097981,0.116744149097981,0.116744149097981,0.115611296368836,-0.0942238691636317,-0.115611296368836,-0.115611296368836,-0.116744149097981,-0.116744149097981,-0.116744149097981,-0.0170846154250261,0.178762952841713
"ZEB1",-0.0948530871866888,-0.0829133931825911,-0.0452365929832692,-0.0452365929832692,-0.0229437933306003,-0.0229437933306003,-0.0229437933306003,-0.0109390271703381,-0.00142004821048656,0.0109390271703381,0.0109390271703381,0.0229437933306003,0.0229437933306003,0.0229437933306003,0.0636372968712733,0.0948530871866888
"MIR1199",0.0965670167597645,-0.0229437933306003,0.0384919393550477,0.0384919393550477,0.0109390271703381,0.0109390271703381,0.0109390271703381,-0.00477889976254207,0.00236313764138087,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0609345941685706,-0.0965670167597645
"HA",0.0965670167597645,-0.0229437933306003,0.0384919393550477,0.0384919393550477,0.0109390271703381,0.0109390271703381,0.0109390271703381,-0.00477889976254207,0.00236313764138087,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0609345941685706,-0.0965670167597645
"CD44s",0.0965670167597645,-0.0229437933306003,0.0384919393550477,0.0384919393550477,0.0109390271703381,0.0109390271703381,0.0109390271703381,-0.00477889976254207,0.00236313764138087,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0609345941685706,-0.0965670167597645
"CD24",0.0965670167597645,-0.0229437933306003,0.0384919393550477,0.0384919393550477,0.0109390271703381,0.0109390271703381,0.0109390271703381,-0.00477889976254207,0.00236313764138087,0.00477889976254207,0.00477889976254207,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,-0.0609345941685706,-0.0965670167597645
"HAS2",-0.0984848249789426,0.0109390271703381,-0.0302727612728559,-0.0302727612728559,0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.115831787260359,-0.00265299271384464,0.0158317872603587,0.0158317872603587,-0.00477889976254207,-0.00477889976254207,-0.00477889976254207,0.0625429196179556,0.0984848249789426
"ESRP1",-0.0984848249789426,0.0109390271703381,-0.0302727612728559,-0.0302727612728559,0.00477889976254207,0.00477889976254207,0.00477889976254207,-0.0158317872603587,-0.00265299271384464,-0.0841682127396413,0.0158317872603587,-0.00477889976254207,-0.00477889976254207,-0.00477889976254207,0.0625429196179556,0.0984848249789426
"MIR340",-0.0965670167597645,0.0229437933306003,-0.0384919393550477,-0.0384919393550477,-0.0109390271703381,-0.0109390271703381,-0.0109390271703381,0.00477889976254207,-0.00236313764138087,-0.00477889976254207,-0.00477889976254207,0.0109390271703381,0.0109390271703381,0.0109390271703381,0.0609345941685706,0.0965670167597645
"MIR200",0.108763948648014,0.0682362158619465,0.0267115903150759,0.0267115903150759,-0.0626308740942431,-0.0626308740942431,-0.0626308740942431,-0.0544789753600659,0.202063952483075,0.0544789753600659,0.0544789753600659,0.0626308740942431,0.0626308740942431,0.0626308740942431,-0.0599651850478145,-0.108763948648014
"GRHL2",-0.116974982639413,0.0945571157417804,-0.124757469251918,-0.124757469251918,-0.0815884346654681,-0.0815884346654681,-0.0815884346654681,-0.074964230843812,-0.00983219356404329,0.074964230843812,-0.025035769156188,0.0815884346654681,0.0815884346654681,0.0815884346654681,0.0862753180512661,0.116974982639413
"MIR190",0.177390285469411,0.115611296368836,0.0308238581492295,0.0308238581492295,-0.119210268091201,-0.119210268091201,-0.119210268091201,-0.122217786888194,0.195024736750919,0.122217786888194,0.122217786888194,0.119210268091201,0.119210268091201,0.119210268091201,-0.082552195745954,-0.177390285469411
"TGFB",0.178930100691584,0.116744149097981,0.0342540754836103,0.0342540754836103,-0.115611296368836,-0.115611296368836,-0.115611296368836,-0.119210268091201,0.093460014133565,0.119210268091201,0.119210268091201,0.115611296368836,0.115611296368836,0.115611296368836,-0.0814844148731592,-0.178930100691584
"MIR34",0.178930100691584,0.116744149097981,0.0342540754836103,0.0342540754836103,-0.115611296368836,-0.115611296368836,-0.115611296368836,-0.119210268091201,0.093460014133565,0.119210268091201,0.119210268091201,0.115611296368836,0.115611296368836,0.115611296368836,-0.0814844148731592,-0.178930100691584
"MIR129",0.299996487308558,0.176243977996132,-0.0680174051429033,-0.0680174051429033,-0.174314636978843,-0.174314636978843,-0.174314636978843,-0.180573951434879,0.0114088074629045,0.180573951434879,0.180573951434879,0.174314636978843,0.174314636978843,0.174314636978843,-0.0555265606076614,-0.269474823422192
