"","SNAIL1","MIR200","ZEB1","CD44s","CD24","MIR340","MIR1199","HAS2","GRHL2","ESRP1","TGFB","MIR190","HA","TWIST1","MIR34","MIR129"
"MIR200",-0.0289911759358291,0.171832607008451,-0.0830651813118471,0.0833507398998019,0.0833507398998019,0.0843127652162576,0.0843127652162576,0.0843127652162576,0.0843127652162576,0.0843127652162576,0.1920280870767,-0.0843127652162576,-0.0833507398998019,0.032031005038377,-0.171832607008451,0.0635923165757455
"ZEB1",-0.0686533057167946,-0.0629838806998566,-0.0523848113688724,-0.048368546118727,-0.048368546118727,-0.0475642565744911,-0.0475642565744911,-0.0475642565744911,-0.0475642565744911,-0.0475642565744911,0.00160031800642772,0.0475642565744911,0.048368546118727,0.0556264214697561,0.0629838806998566,0.0877769340728011
"MIR1199",0.0691091832811059,0.0638795122114632,-0.0475642565744911,0.0487933549547508,0.0487933549547508,0.048368546118727,0.048368546118727,0.048368546118727,0.048368546118727,0.048368546118727,-0.00182796028285048,-0.048368546118727,-0.0487933549547508,-0.0550343367081481,-0.0638795122114632,-0.0875587975816823
"HA",0.0691091832811059,0.0638795122114632,-0.0475642565744911,0.0487933549547508,0.0487933549547508,0.048368546118727,0.048368546118727,0.048368546118727,0.048368546118727,0.048368546118727,-0.00182796028285048,-0.048368546118727,-0.0487933549547508,-0.0550343367081481,-0.0638795122114632,-0.0875587975816823
"SNAIL1",-0.074412819039424,-0.0474232665344388,-0.028918181896078,0.0296605532600981,0.0296605532600981,0.0286453995157991,0.0286453995157991,0.0286453995157991,0.0286453995157991,0.0286453995157991,-0.0756581041730233,-0.0286453995157991,-0.0296605532600981,-0.0210604095367586,0.0474232665344388,-0.0830588888403608
"MIR129",-0.00691345692840594,0.00197891726443507,-0.00496499851449119,0.00627207505518764,0.00627207505518764,0.00388757431003115,0.00388757431003115,0.00388757431003115,0.00388757431003115,0.00388757431003115,0.000723152624505051,-0.00388757431003115,-0.00627207505518764,-0.0185733609051397,-0.00197891726443507,-0.137417076089465
"TWIST1",0.00764077955774586,-0.00247167981448126,0.00487801173648145,-0.00388757431003115,-0.00388757431003115,-0.00496499851449119,-0.00496499851449119,-0.00496499851449119,-0.00496499851449119,-0.00496499851449119,-0.000694975673251176,0.00496499851449119,0.00388757431003115,-0.0807467227768686,0.00247167981448126,0.137757123172908
"TGFB",-0.0248277277668755,0.0470720733782029,0.0286453995157991,-0.0277753775960021,-0.0277753775960021,-0.0296605532600981,-0.0296605532600981,-0.0296605532600981,-0.0296605532600981,-0.0296605532600981,0.0757718698157992,0.0296605532600981,0.0277753775960021,0.0217441961953211,-0.0470720733782029,0.0835907229081316
"MIR34",-0.0248277277668755,0.0470720733782029,0.0286453995157991,-0.0277753775960021,-0.0277753775960021,-0.0296605532600981,-0.0296605532600981,-0.0296605532600981,-0.0296605532600981,-0.0296605532600981,0.0757718698157992,0.0296605532600981,0.0277753775960021,0.0217441961953211,-0.0470720733782029,0.0835907229081316
"MIR190",-0.0255241065969591,0.048407501500748,0.0296605532600981,-0.0307828963929946,-0.0307828963929946,-0.0277753775960021,-0.0277753775960021,-0.0277753775960021,-0.0277753775960021,-0.0277753775960021,0.174870968914898,0.0277753775960021,0.0307828963929946,0.0219641697984887,-0.048407501500748,0.0829308020986288
"MIR340",-0.0691091832811059,-0.0638795122114632,0.0475642565744911,-0.0487933549547508,-0.0487933549547508,-0.048368546118727,-0.048368546118727,-0.048368546118727,-0.048368546118727,-0.048368546118727,0.00182796028285048,0.048368546118727,0.0487933549547508,0.0550343367081481,0.0638795122114632,0.0875587975816823
"CD44s",-0.0691091832811059,-0.0638795122114632,0.0475642565744911,-0.0487933549547508,-0.0487933549547508,-0.048368546118727,-0.048368546118727,-0.048368546118727,-0.048368546118727,-0.048368546118727,0.00182796028285048,0.048368546118727,0.0487933549547508,0.0550343367081481,0.0638795122114632,0.0875587975816823
"CD24",-0.0691091832811059,-0.0638795122114632,0.0475642565744911,-0.0487933549547508,-0.0487933549547508,-0.048368546118727,-0.048368546118727,-0.048368546118727,-0.048368546118727,-0.048368546118727,0.00182796028285048,0.048368546118727,0.0487933549547508,0.0550343367081481,0.0638795122114632,0.0875587975816823
"HAS2",-0.0680685021079744,-0.0637741381334864,0.048368546118727,-0.0454854669140383,-0.0454854669140383,-0.0487933549547508,-0.0487933549547508,-0.0487933549547508,-0.0487933549547508,-0.0487933549547508,0.00115163178043503,0.0487933549547508,-0.0545145330859616,0.0564041997218468,0.0637741381334864,0.0872848249789426
"ESRP1",-0.0680685021079744,-0.0637741381334864,0.048368546118727,0.0545145330859616,-0.0454854669140383,-0.0487933549547508,-0.0487933549547508,-0.0487933549547508,-0.0487933549547508,-0.0487933549547508,0.00115163178043503,0.0487933549547508,0.0454854669140383,0.0564041997218468,0.0637741381334864,0.0872848249789426
"GRHL2",-0.0935017429785978,-0.156935130031328,0.161552630756326,-0.161748855178175,-0.0617488551781745,-0.162258409318302,-0.162258409318302,-0.162258409318302,-0.162258409318302,-0.162258409318302,0.00953584749991489,0.162258409318302,0.161748855178175,0.0735647040660626,0.156935130031328,0.107419902349657
