"","MIR129","CD44s","MIR340","HAS2","GRHL2","TGFB","MIR34","MIR200","ZEB1","MIR190","MIR1199","ESRP1","HA","CD24","SNAIL1","TWIST1"
"MIR190",-0.277791905409991,0.155460238686045,0.154708358986797,0.154708358986797,0.154708358986797,0.144335572795349,0.23712562982688,-0.23712562982688,-0.154365599775143,-0.154708358986797,-0.154708358986797,-0.154708358986797,-0.155460238686045,-0.155460238686045,0.213378025885609,0.277791905409991
"SNAIL1",-0.277025617786934,0.154365599775143,0.154262613163403,0.154262613163403,0.154262613163403,0.243253215578629,0.236898970993273,-0.236898970993273,-0.154262613163403,-0.154262613163403,-0.154262613163403,-0.154262613163403,-0.154365599775143,-0.154365599775143,0.113715617545704,0.277025617786934
"HAS2",0.347052617970265,0.14817563388992,0.146903369258876,0.146903369258876,0.146903369258876,0.0845578581886898,0.039538809339592,-0.039538809339592,-0.146478560422853,-0.146903369258876,-0.146903369258876,-0.146903369258876,-0.24817563388992,-0.14817563388992,-0.30822498308633,-0.347052617970265
"MIR340",0.352623394225973,0.146903369258876,0.146478560422853,0.146478560422853,0.146478560422853,0.0821423992514917,0.038379694481847,-0.038379694481847,-0.146448771921214,-0.146478560422853,-0.146478560422853,-0.146478560422853,-0.146903369258876,-0.146903369258876,-0.309360271638837,-0.352623394225973
"MIR1199",0.352623394225973,0.146903369258876,0.146478560422853,0.146478560422853,0.146478560422853,0.0821423992514917,0.038379694481847,-0.038379694481847,-0.146448771921214,-0.146478560422853,-0.146478560422853,-0.146478560422853,-0.146903369258876,-0.146903369258876,-0.309360271638837,-0.352623394225973
"CD44s",0.352623394225973,0.146903369258876,0.146478560422853,0.146478560422853,0.146478560422853,0.0821423992514917,0.038379694481847,-0.038379694481847,-0.146448771921214,-0.146478560422853,-0.146478560422853,-0.146478560422853,-0.146903369258876,-0.146903369258876,-0.309360271638837,-0.352623394225973
"CD24",0.352623394225973,0.146903369258876,0.146478560422853,0.146478560422853,0.146478560422853,0.0821423992514917,0.038379694481847,-0.038379694481847,-0.146448771921214,-0.146478560422853,-0.146478560422853,-0.146478560422853,-0.146903369258876,-0.146903369258876,-0.309360271638837,-0.352623394225973
"GRHL2",0.216525489270688,0.0234906848048209,0.0234906848048209,0.0234906848048209,0.0234906848048209,-0.00399533645619824,-0.0245890651027671,0.0245890651027671,-0.0235789071250679,-0.0234906848048209,-0.0234906848048209,-0.0234906848048209,-0.0234906848048209,-0.123490684804821,-0.18063661516622,-0.216525489270688
"MIR129",0.476280389324395,0.0054387417218543,0.00514067912870974,0.00514067912870974,0.00514067912870974,-0.0922445764848311,-0.145497151116574,0.145497151116574,-0.00526596101294928,-0.00514067912870974,-0.00514067912870974,-0.00514067912870974,-0.0054387417218543,-0.0054387417218543,-0.325716805126617,-0.478115368974796
"TWIST1",-0.478399144228921,-0.00514067912870974,-0.00526596101294928,-0.00526596101294928,-0.00526596101294928,0.0930053541686857,0.145835925369731,-0.145835925369731,0.00528335836855123,0.00526596101294928,0.00526596101294928,0.00526596101294928,0.00514067912870974,0.00514067912870974,0.326416681619001,0.380259720439231
"ZEB1",-0.355272194475272,-0.146478560422853,-0.146448771921214,-0.146448771921214,-0.146448771921214,-0.0812643504710039,-0.0379227396289864,0.0379227396289864,0.0464997039778507,0.146448771921214,0.146448771921214,0.146448771921214,0.146478560422853,0.146478560422853,0.309978962618974,0.355272194475272
"MIR200",-0.368207589485392,-0.0969329488368495,-0.0969835817482419,-0.0969835817482419,-0.0969835817482419,-0.0518458451652322,0.0771371176566253,-0.0771371176566253,0.0971065829782542,0.0969835817482419,0.0969835817482419,0.0969835817482419,0.0969329488368495,0.0969329488368495,0.318350749845866,0.368207589485392
"HA",-0.352623394225973,-0.146903369258876,-0.146478560422853,-0.146478560422853,-0.146478560422853,-0.0821423992514917,-0.038379694481847,0.038379694481847,0.146448771921214,0.146478560422853,0.146478560422853,0.146478560422853,0.146903369258876,0.146903369258876,0.309360271638837,0.352623394225973
"ESRP1",-0.347052617970265,-0.24817563388992,-0.146903369258876,-0.146903369258876,-0.146903369258876,-0.0845578581886898,-0.039538809339592,0.039538809339592,0.146478560422853,0.146903369258876,0.146903369258876,0.146903369258876,0.14817563388992,0.14817563388992,0.30822498308633,0.347052617970265
"TGFB",0.277131984600488,-0.154708358986797,-0.154365599775143,-0.154365599775143,-0.154365599775143,-0.243529503568227,-0.236889966040549,0.236889966040549,0.154262613163403,0.154365599775143,0.154365599775143,0.154365599775143,0.154708358986797,0.154708358986797,-0.213563726906964,-0.277131984600488
"MIR34",0.277131984600488,-0.154708358986797,-0.154365599775143,-0.154365599775143,-0.154365599775143,-0.243529503568227,-0.236889966040549,0.236889966040549,0.154262613163403,0.154365599775143,0.154365599775143,0.154365599775143,0.154708358986797,0.154708358986797,-0.213563726906964,-0.277131984600488
