"","MIR34","CD44s","CD24","MIR340","HAS2","GRHL2","ESRP1","SNAIL1","ZEB1","TGFB","TWIST1","MIR129","MIR190","MIR1199","HA","MIR200"
"MIR129",0.0911714755361625,0.177254415011038,0.177254415011038,0.178297634087043,0.178297634087043,0.178297634087043,0.178297634087043,-0.00541562925149201,-0.179074381769329,-0.00296127603207953,-0.194231032125769,0.193484321704795,-0.178297634087043,-0.178297634087043,-0.177254415011038,-0.0831666372759896
"GRHL2",0.143844967340346,0.142987052699095,0.242987052699095,0.145916989004827,0.145916989004827,0.145916989004827,0.145916989004827,0.0800130819234472,-0.146049322485198,0.00738509625180749,-0.0730286508983082,-0.0730286508983082,-0.145916989004827,-0.145916989004827,-0.142987052699095,-0.170984943380859
"MIR200",0.163589196068232,0.0748813202072751,0.0748813202072751,0.0774635986882878,0.0774635986882878,0.0774635986882878,0.0774635986882878,-0.0215758483486143,-0.0769891653725261,-0.188002280060207,0.0346495445859065,0.0346495445859065,-0.0774635986882878,-0.0774635986882878,-0.0748813202072751,-0.00715943251148178
"ESRP1",0.0681451358743695,0.163605442176871,0.0636054421768708,0.064877706807914,0.064877706807914,0.064877706807914,0.064877706807914,0.05340339789499,-0.0683611392633091,0.00238600705132145,-0.0525467552055787,-0.0525467552055787,-0.064877706807914,-0.064877706807914,-0.0636054421768708,-0.0737023515968482
"MIR1199",0.0694096248100913,0.064877706807914,0.064877706807914,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0543494716887459,-0.0673185417059662,0.000550258259050921,-0.0551951570320627,-0.0551951570320627,-0.0683611392633091,-0.0683611392633091,-0.064877706807914,-0.0767581998581759
"HA",0.0694096248100913,0.064877706807914,0.064877706807914,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0543494716887459,-0.0673185417059662,0.000550258259050921,-0.0551951570320627,-0.0551951570320627,-0.0683611392633091,-0.0683611392633091,-0.064877706807914,-0.0767581998581759
"CD44s",0.0694096248100913,0.064877706807914,0.064877706807914,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0543494716887459,-0.0673185417059662,0.000550258259050921,-0.0551951570320627,-0.0551951570320627,-0.0683611392633091,-0.0683611392633091,-0.064877706807914,-0.0767581998581759
"CD24",0.0694096248100913,0.064877706807914,0.064877706807914,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0683611392633091,0.0543494716887459,-0.0673185417059662,0.000550258259050921,-0.0551951570320627,-0.0551951570320627,-0.0683611392633091,-0.0683611392633091,-0.064877706807914,-0.0767581998581759
"ZEB1",-0.0684043241337981,-0.0683611392633091,-0.0683611392633091,-0.0673185417059662,-0.0673185417059662,-0.0673185417059662,-0.0673185417059662,-0.0536330926591138,-0.0335473032568534,-0.00110310378750621,0.0549146958291958,0.0549146958291958,0.0673185417059662,0.0673185417059662,0.0683611392633091,0.0764840269464596
"TGFB",-0.0783462422736087,-0.0600195277275074,-0.0600195277275074,-0.0603622869391612,-0.0603622869391612,-0.0603622869391612,-0.0603622869391612,-0.000214948179260466,0.0601416013425744,0.0650229146119188,-0.0290173396340219,-0.0290173396340219,0.0603622869391612,0.0603622869391612,0.0600195277275074,-0.0179674112260158
"MIR34",-0.0783462422736087,-0.0600195277275074,-0.0600195277275074,-0.0603622869391612,-0.0603622869391612,-0.0603622869391612,-0.0603622869391612,-0.000214948179260466,0.0601416013425744,0.0650229146119188,-0.0290173396340219,-0.0290173396340219,0.0603622869391612,0.0603622869391612,0.0600195277275074,-0.0179674112260158
"SNAIL1",-0.0785533561862606,-0.0603622869391612,-0.0603622869391612,-0.0601416013425744,-0.0601416013425744,-0.0601416013425744,-0.0601416013425744,-0.10108632079098,0.0601719104959388,0.0651691847240592,-0.0290629254112594,-0.0290629254112594,0.0601416013425744,0.0601416013425744,0.0603622869391612,-0.0184446737203877
"MIR190",-0.0779010995660936,-0.0587663948954272,-0.0587663948954272,-0.0600195277275074,-0.0600195277275074,-0.0600195277275074,-0.0600195277275074,-0.00109702803069965,0.0603622869391612,0.16592381551282,-0.0274775244118486,-0.0274775244118486,0.0600195277275074,0.0600195277275074,0.0587663948954272,-0.0179412263608679
"MIR340",-0.0694096248100913,-0.064877706807914,-0.064877706807914,-0.0683611392633091,-0.0683611392633091,-0.0683611392633091,-0.0683611392633091,-0.0543494716887459,0.0673185417059662,-0.000550258259050921,0.0551951570320627,0.0551951570320627,0.0683611392633091,0.0683611392633091,0.064877706807914,0.0767581998581759
"HAS2",-0.0681451358743695,-0.0636054421768708,-0.0636054421768708,-0.064877706807914,-0.064877706807914,-0.064877706807914,-0.064877706807914,-0.05340339789499,0.0683611392633091,-0.00238600705132145,0.0525467552055787,0.0525467552055787,0.064877706807914,0.064877706807914,-0.0363945578231293,0.0737023515968482
"TWIST1",-0.0916642380862087,-0.178297634087043,-0.178297634087043,-0.179074381769329,-0.179074381769329,-0.179074381769329,-0.179074381769329,0.00559402914170746,0.178761229368494,0.00282039127581016,0.0938649233391581,-0.193876683724152,0.179074381769329,0.179074381769329,0.178297634087043,0.0836286021666579
