"","MIR129","MIR34","HA","MIR340","MIR190","MIR1199","ESRP1","TGFB","MIR200","ZEB1","HAS2","GRHL2","CD44s","CD24","SNAIL1","TWIST1"
"MIR200",0.217478100119396,0.234604905432757,0.103960026123341,0.101175215996759,0.101175215996759,0.101175215996759,0.101175215996759,0.0829982440497646,-0.0273552684385233,-0.103863671452742,-0.101175215996759,-0.101175215996759,-0.103960026123341,-0.103960026123341,-0.170225351652988,-0.217478100119396
"HAS2",0.213686290180408,0.158785409862876,0.00222634508348794,0.0973917394855236,0.0973917394855236,0.0973917394855236,0.0973917394855236,0.0826795021521188,0.0640610086163458,-0.10036540133769,-0.0973917394855236,-0.0973917394855236,-0.102226345083488,-0.102226345083488,-0.176459878444382,-0.213686290180408
"MIR340",0.215421449997759,0.161209013656343,0.0973917394855236,0.10036540133769,0.10036540133769,0.10036540133769,0.10036540133769,0.0792978596400415,0.0653254975520677,-0.0989653417606868,-0.10036540133769,-0.10036540133769,-0.0973917394855236,-0.0973917394855236,-0.175892234168128,-0.215421449997759
"MIR1199",0.215421449997759,0.161209013656343,0.0973917394855236,0.10036540133769,0.10036540133769,0.10036540133769,0.10036540133769,0.0792978596400415,0.0653254975520677,-0.0989653417606868,-0.10036540133769,-0.10036540133769,-0.0973917394855236,-0.0973917394855236,-0.175892234168128,-0.215421449997759
"CD44s",0.215421449997759,0.161209013656343,0.0973917394855236,0.10036540133769,0.10036540133769,0.10036540133769,0.10036540133769,0.0792978596400415,0.0653254975520677,-0.0989653417606868,-0.10036540133769,-0.10036540133769,-0.0973917394855236,-0.0973917394855236,-0.175892234168128,-0.215421449997759
"SNAIL1",-0.151935273984428,-0.0322832846391134,0.0834253247073149,0.0896486585310607,0.0896486585310607,0.0896486585310607,0.0896486585310607,0.144222015100825,0.123727321935938,-0.0851629038331419,-0.0896486585310607,-0.0896486585310607,-0.0834253247073149,-0.0834253247073149,-0.0404152717945975,0.151935273984428
"MIR129",0.341436878006372,0.0396486326835449,0.0227290286975717,0.0121478066409399,0.0121478066409399,0.0121478066409399,0.0121478066409399,-0.000858748193672616,-0.0174630704197062,-0.0197900015795517,-0.0121478066409399,-0.0121478066409399,-0.0227290286975717,-0.0227290286975717,-0.0985104215662898,-0.307010896054867
"GRHL2",0.14260685892636,0.0384436444189498,0.00679226145194732,0.0102317518978072,0.0102317518978072,0.0102317518978072,0.0102317518978072,-0.00299476169881188,-0.0103914350920359,-0.00842319433274323,-0.0102317518978072,-0.0102317518978072,-0.00679226145194732,0.0932077385480527,-0.11319731028026,-0.14260685892636
"ZEB1",-0.215639586488878,-0.160130600203592,-0.10036540133769,-0.0989653417606868,-0.0989653417606868,-0.0989653417606868,-0.0989653417606868,-0.0812165588270333,-0.0646857607580629,7.5660595361355e-05,0.0989653417606868,0.0989653417606868,0.10036540133769,0.10036540133769,0.176576050514595,0.215639586488878
"TWIST1",-0.347950087527691,-0.0493498953875794,-0.0121478066409399,-0.0197900015795517,-0.0197900015795517,-0.0197900015795517,-0.0197900015795517,0.0048316983204689,0.0177710470134851,0.0144664107653555,0.0197900015795517,0.0197900015795517,0.0121478066409399,0.0121478066409399,0.08993350376747,0.213548552958632
"MIR190",0.149429079058468,0.028934291082288,-0.0807161095099384,-0.0919943049986602,-0.0919943049986602,-0.0919943049986602,-0.0919943049986602,-0.0435371094042432,-0.123234084433788,0.0834253247073149,0.0919943049986602,0.0919943049986602,0.0807161095099384,0.0807161095099384,-0.0625244017982615,-0.149429079058468
"TGFB",0.156600218521733,0.0403247074216438,-0.0919943049986602,-0.0834253247073149,-0.0834253247073149,-0.0834253247073149,-0.0834253247073149,-0.146903633823399,-0.124150554713966,0.0896486585310607,0.0834253247073149,0.0834253247073149,0.0919943049986602,0.0919943049986602,-0.051614466793619,-0.156600218521733
"MIR34",0.156600218521733,0.0403247074216438,-0.0919943049986602,-0.0834253247073149,-0.0834253247073149,-0.0834253247073149,-0.0834253247073149,-0.146903633823399,-0.124150554713966,0.0896486585310607,0.0834253247073149,0.0834253247073149,0.0919943049986602,0.0919943049986602,-0.051614466793619,-0.156600218521733
"HA",-0.215421449997759,-0.161209013656343,-0.0973917394855236,-0.10036540133769,-0.10036540133769,-0.10036540133769,-0.10036540133769,-0.0792978596400415,-0.0653254975520677,0.0989653417606868,0.10036540133769,0.10036540133769,0.0973917394855236,0.0973917394855236,0.175892234168128,0.215421449997759
"CD24",-0.215421449997759,-0.161209013656343,-0.0973917394855236,-0.10036540133769,-0.10036540133769,-0.10036540133769,-0.10036540133769,-0.0792978596400415,-0.0653254975520677,0.0989653417606868,0.10036540133769,0.10036540133769,0.0973917394855236,0.0973917394855236,0.175892234168128,0.215421449997759
"ESRP1",-0.213686290180408,-0.158785409862876,-0.102226345083488,-0.0973917394855236,-0.0973917394855236,-0.0973917394855236,-0.0973917394855236,-0.0826795021521188,-0.0640610086163458,0.10036540133769,0.0973917394855236,0.0973917394855236,0.00222634508348794,0.102226345083488,0.176459878444382,0.213686290180408
