"","ZEB1","SNAIL1","MIR200","CD24","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","HA","CD44s","TGFB","MIR34","MIR129","TWIST1"
"MIR34",-0.195828229714498,-0.591536921188841,0.415049798260827,0.188088916324688,0.192459096273274,0.192459096273274,0.192459096273274,0.192459096273274,0.192459096273274,0.192459096273274,-0.188088916324688,-0.188088916324688,-0.362404481882634,0.212599248262736,0.202340763549616,0.46937744003492
"MIR190",-0.192459096273274,-0.575241656564886,0.403921230572951,0.181572625597871,0.188088916324688,0.188088916324688,0.188088916324688,0.188088916324688,0.188088916324688,0.188088916324688,-0.181572625597871,-0.181572625597871,-0.450597938497143,0.20681239306504,0.195873539616488,0.452351483149746
"MIR200",-0.10605938307039,-0.282326594251079,0.280189544810203,0.102545809562141,0.105128088043154,0.105128088043154,0.105128088043154,0.105128088043154,0.105128088043154,0.105128088043154,-0.102545809562141,-0.102545809562141,-0.348944468942293,0.0627905740317707,0.130290891717393,0.257639177159056
"ZEB1",-0.0894860391935469,-0.075715582648674,-0.0420617985655544,-0.0117393099262054,-0.0102796733459254,-0.0102796733459254,-0.0102796733459254,-0.0102796733459254,-0.0102796733459254,-0.0102796733459254,0.0117393099262054,0.0117393099262054,0.0334737790813368,0.0575461791820393,0.0578733656622631,0.0928930920118965
"TWIST1",-0.0716639629135667,-0.402561312025177,0.217887280839411,0.0673351032855972,0.0697154590861485,0.0697154590861485,0.0697154590861485,0.0697154590861485,0.0697154590861485,0.0697154590861485,-0.0673351032855972,-0.0673351032855972,-0.161752007112756,0.136265504842805,0.0811090557117032,0.25261373373151
"MIR129",-0.0697154590861485,-0.394670547650263,0.212128118535746,0.0633112582781457,0.0673351032855972,0.0673351032855972,0.0673351032855972,0.0673351032855972,0.0673351032855972,0.0673351032855972,-0.0633112582781457,-0.0633112582781457,-0.155299485275619,0.133432120180039,0.0777870572811512,0.34403632787377
"MIR340",-0.0102796733459254,0.0751294543517023,0.0428477609124746,0.0118242716934102,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,-0.0118242716934102,-0.0118242716934102,-0.0340916652601986,-0.0585514798583325,-0.058465450423871,-0.092737280232526
"HA",-0.0102796733459254,0.0751294543517023,0.0428477609124746,0.0118242716934102,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,-0.0118242716934102,-0.0118242716934102,-0.0340916652601986,-0.0585514798583325,-0.058465450423871,-0.092737280232526
"CD44s",-0.0102796733459254,0.0751294543517023,0.0428477609124746,0.0118242716934102,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,0.0117393099262054,-0.0118242716934102,-0.0118242716934102,-0.0340916652601986,-0.0585514798583325,-0.058465450423871,-0.092737280232526
"MIR1199",0.0102796733459254,-0.0751294543517023,-0.0428477609124746,-0.0118242716934102,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,0.0118242716934102,0.0118242716934102,0.0340916652601986,0.0585514798583325,0.058465450423871,0.092737280232526
"CD24",0.0102796733459254,-0.0751294543517023,-0.0428477609124746,-0.0118242716934102,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,-0.0117393099262054,0.0118242716934102,0.0118242716934102,0.0340916652601986,0.0585514798583325,0.058465450423871,0.092737280232526
"HAS2",0.0117393099262054,-0.0754132764898291,-0.0437961276142659,-0.0136054421768707,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,-0.0863945578231292,0.0136054421768707,0.0353477039075416,0.057708487234518,0.0574608842138254,0.0915500656206538
"ESRP1",0.0117393099262054,-0.0754132764898291,-0.0437961276142659,-0.0136054421768707,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,-0.0118242716934102,0.0136054421768707,-0.0863945578231292,0.0353477039075416,0.057708487234518,0.0574608842138254,0.0915500656206538
"GRHL2",0.145843522228871,-0.0997648672588421,-0.144386018862487,-0.0474558553720857,-0.146946301231958,-0.146946301231958,-0.146946301231958,-0.146946301231958,-0.146946301231958,-0.146946301231958,0.147455855372086,0.147455855372086,0.147017293748105,0.183999929442403,0.0763711942573059,0.112358908082535
"TGFB",0.195828229714498,0.591536921188841,-0.415049798260827,-0.188088916324688,-0.192459096273274,-0.192459096273274,-0.192459096273274,-0.192459096273274,-0.192459096273274,-0.192459096273274,0.188088916324688,0.188088916324688,0.362404481882634,-0.212599248262736,-0.202340763549616,-0.46937744003492
"SNAIL1",0.198263065034765,0.503999947809674,-0.423433409246869,-0.192459096273274,-0.195828229714498,-0.195828229714498,-0.195828229714498,-0.195828229714498,-0.195828229714498,-0.195828229714498,0.192459096273274,0.192459096273274,0.37096940956019,-0.216858590901187,-0.207127270159554,-0.482278214993133
