"","MIR34","CD24","MIR340","HAS2","ESRP1","MIR200","TWIST1","ZEB1","SNAIL1","MIR129","TGFB","MIR190","MIR1199","GRHL2","HA","CD44s"
"GRHL2",0.159411303068046,0.0471049507018093,0.15130877235786,0.15130877235786,0.15130877235786,0.162926394381311,0.0660548993520859,-0.152014550919836,-0.0455186365698953,-0.0660548993520859,-0.154214457248288,-0.15130877235786,-0.15130877235786,-0.15130877235786,-0.147104950701809,-0.147104950701809
"HAS2",0.0899344158964649,0.0658627087198516,0.0671349733508948,0.0671349733508948,0.0671349733508948,0.0562886919837263,0.0483915222032869,-0.0723176411503851,-0.0192139610781033,-0.0483915222032869,-0.0591976875952535,-0.0671349733508948,-0.0671349733508948,-0.0671349733508948,-0.165862708719852,-0.0658627087198516
"ESRP1",0.0899344158964649,0.0658627087198516,0.0671349733508948,0.0671349733508948,0.0671349733508948,0.0562886919837263,0.0483915222032869,-0.0723176411503851,-0.0192139610781033,-0.0483915222032869,-0.0591976875952535,-0.0671349733508948,-0.0671349733508948,-0.0671349733508948,-0.0658627087198516,-0.165862708719852
"MIR340",0.092779516001839,0.0671349733508948,0.0723176411503851,0.0723176411503851,0.0723176411503851,0.0598714106349381,0.0475696043950677,-0.0714537746028724,-0.0210115012862395,-0.0475696043950677,-0.0579416489479105,-0.0723176411503851,-0.0723176411503851,-0.0723176411503851,-0.0671349733508948,-0.0671349733508948
"MIR1199",0.092779516001839,0.0671349733508948,0.0723176411503851,0.0723176411503851,0.0723176411503851,0.0598714106349381,0.0475696043950677,-0.0714537746028724,-0.0210115012862395,-0.0475696043950677,-0.0579416489479105,-0.0723176411503851,-0.0723176411503851,-0.0723176411503851,-0.0671349733508948,-0.0671349733508948
"SNAIL1",0.0903900843801623,0.053806991123966,0.0547632953758419,0.0547632953758419,0.0547632953758419,-0.0364062718847414,-0.126137965703522,-0.05432886417762,-0.0731083168624627,0.126137965703522,0.0403864210464913,-0.0547632953758419,-0.0547632953758419,-0.0547632953758419,-0.053806991123966,-0.053806991123966
"ZEB1",-0.0915548769961728,-0.0723176411503851,-0.0714537746028724,-0.0714537746028724,-0.0714537746028724,-0.0600359143819679,-0.0484733127154168,-0.0302881017340941,0.0213371281178904,0.0484733127154168,0.0621367708991301,0.0714537746028724,0.0714537746028724,0.0714537746028724,0.0723176411503851,0.0723176411503851
"TWIST1",-0.00189786774871449,0.010916287508677,0.0118934862057454,0.0118934862057454,0.0118934862057454,0.0161588591991615,0.149763216626194,-0.0111975919816675,-0.0319508227108419,-0.280660842033738,-0.0125474922849625,-0.0118934862057454,-0.0118934862057454,-0.0118934862057454,-0.010916287508677,-0.010916287508677
"MIR129",0.00152829583617984,-0.00987306843267108,-0.010916287508677,-0.010916287508677,-0.010916287508677,-0.0145881785708893,-0.248769492776821,0.0118934862057454,0.0325409146554007,0.279693015719325,0.0129137926512628,0.010916287508677,0.010916287508677,0.010916287508677,0.00987306843267108,0.00987306843267108
"MIR190",-0.0886724232486295,-0.0552914219954893,-0.053035782897745,-0.053035782897745,-0.053035782897745,0.0368019097526543,0.124910886695595,0.053806991123966,-0.0279241134181902,-0.124910886695595,0.0609425632535726,0.053035782897745,0.053035782897745,0.053035782897745,0.0552914219954893,0.0552914219954893
"TGFB",-0.0901649605620623,-0.053035782897745,-0.053806991123966,-0.053806991123966,-0.053806991123966,0.0373517919207612,0.126274723035235,0.0547632953758419,-0.0269956083114121,-0.126274723035235,-0.0403376643424445,0.053806991123966,0.053806991123966,0.053806991123966,0.053035782897745,0.053035782897745
"MIR34",-0.0901649605620623,-0.053035782897745,-0.053806991123966,-0.053806991123966,-0.053806991123966,0.0373517919207612,0.126274723035235,0.0547632953758419,-0.0269956083114121,-0.126274723035235,-0.0403376643424445,0.053806991123966,0.053806991123966,0.053806991123966,0.053035782897745,0.053035782897745
"HA",-0.092779516001839,-0.0671349733508948,-0.0723176411503851,-0.0723176411503851,-0.0723176411503851,-0.0598714106349381,-0.0475696043950677,0.0714537746028724,0.0210115012862395,0.0475696043950677,0.0579416489479105,0.0723176411503851,0.0723176411503851,0.0723176411503851,0.0671349733508948,0.0671349733508948
"CD44s",-0.092779516001839,-0.0671349733508948,-0.0723176411503851,-0.0723176411503851,-0.0723176411503851,-0.0598714106349381,-0.0475696043950677,0.0714537746028724,0.0210115012862395,0.0475696043950677,0.0579416489479105,0.0723176411503851,0.0723176411503851,0.0723176411503851,0.0671349733508948,0.0671349733508948
"CD24",-0.092779516001839,-0.0671349733508948,-0.0723176411503851,-0.0723176411503851,-0.0723176411503851,-0.0598714106349381,-0.0475696043950677,0.0714537746028724,0.0210115012862395,0.0475696043950677,0.0579416489479105,0.0723176411503851,0.0723176411503851,0.0723176411503851,0.0671349733508948,0.0671349733508948
"MIR200",0.00951518268682705,-0.0701230033226254,-0.0741230033226254,-0.0741230033226254,-0.0741230033226254,-0.16534651645648,-0.123109463592105,0.0732971379211142,0.0748010932252005,0.123109463592105,0.0645812276365246,0.0741230033226254,0.0741230033226254,0.0741230033226254,0.0701230033226254,0.0701230033226254
