"","MIR129","MIR34","MIR200","TWIST1","MIR190","MIR1199","GRHL2","CD44s","CD24","ZEB1","TGFB","HA","MIR340","HAS2","ESRP1","SNAIL1"
"TWIST1",0.329931501292257,0.238850276729338,0.238850276729338,0.0325713032104796,0.18071820873856,0.18071820873856,0.18071820873856,0.17999157380997,0.17999157380997,-0.181135745273006,0.0978921266853462,-0.17999157380997,-0.18071820873856,-0.18071820873856,-0.18071820873856,-0.326117052021107
"GRHL2",0.187159463113632,0.207546551067523,0.207546551067523,0.116355915230907,0.149495499806801,0.149495499806801,0.149495499806801,0.148094225921451,0.248094225921451,-0.150554167649766,0.0275918270089261,-0.148094225921451,-0.149495499806801,-0.149495499806801,-0.149495499806801,-0.182455998969394
"MIR34",0.349038959027608,0.318853240204618,0.318853240204618,0.13971892587773,0.136676696321126,0.136676696321126,0.136676696321126,0.137019455532779,0.137019455532779,-0.136897381917712,0.197841740126437,-0.137019455532779,-0.136676696321126,-0.136676696321126,-0.136676696321126,-0.419798182730939
"MIR190",0.347059196599099,0.318041509385032,0.318041509385032,0.139146994509494,0.137019455532779,0.137019455532779,0.137019455532779,0.137019455532779,0.137019455532779,-0.136676696321126,0.0967511758779782,-0.137019455532779,-0.137019455532779,-0.137019455532779,-0.137019455532779,-0.418591126092128
"MIR340",0.165540133248433,0.117784119402016,0.117784119402016,0.0962031822595884,0.0718936882411847,0.0718936882411847,0.0718936882411847,0.0695997205266562,0.0695997205266562,-0.0725192467755904,0.0250200938198116,-0.0695997205266562,-0.0718936882411847,-0.0718936882411847,-0.0718936882411847,-0.157610757706732
"HA",0.165540133248433,0.117784119402016,0.117784119402016,0.0962031822595884,0.0718936882411847,0.0718936882411847,0.0718936882411847,0.0695997205266562,0.0695997205266562,-0.0725192467755904,0.0250200938198116,-0.0695997205266562,-0.0718936882411847,-0.0718936882411847,-0.0718936882411847,-0.157610757706732
"CD24",0.165540133248433,0.117784119402016,0.117784119402016,0.0962031822595884,0.0718936882411847,0.0718936882411847,0.0718936882411847,0.0695997205266562,0.0695997205266562,-0.0725192467755904,0.0250200938198116,-0.0695997205266562,-0.0718936882411847,-0.0718936882411847,-0.0718936882411847,-0.157610757706732
"HAS2",0.16490086384204,0.116098134154387,0.116098134154387,0.0968424516659811,0.0695997205266562,0.0695997205266562,0.0695997205266562,0.0708719851576994,0.0708719851576994,-0.0718936882411847,0.0243437653173961,0.0291280148423006,-0.0695997205266562,-0.0695997205266562,-0.0695997205266562,-0.157421542947981
"ESRP1",0.16490086384204,0.116098134154387,0.116098134154387,0.0968424516659811,0.0695997205266562,0.0695997205266562,0.0695997205266562,-0.0291280148423006,0.0708719851576994,-0.0718936882411847,0.0243437653173961,-0.0708719851576994,-0.0695997205266562,-0.0695997205266562,-0.0695997205266562,-0.157421542947981
"ZEB1",-0.165446646180811,-0.118241074254877,-0.118241074254877,-0.0961096951919661,-0.0725192467755904,-0.0725192467755904,-0.0725192467755904,-0.0718936882411847,-0.0718936882411847,-0.0280613786700651,-0.0251826954458279,0.0718936882411847,0.0725192467755904,0.0725192467755904,0.0725192467755904,0.157968947221548
"MIR1199",-0.165540133248433,-0.117784119402016,-0.117784119402016,-0.0962031822595884,-0.0718936882411847,-0.0718936882411847,-0.0718936882411847,-0.0695997205266562,-0.0695997205266562,0.0725192467755904,-0.0250200938198116,0.0695997205266562,0.0718936882411847,0.0718936882411847,0.0718936882411847,0.157610757706732
"CD44s",-0.165540133248433,-0.117784119402016,-0.117784119402016,-0.0962031822595884,-0.0718936882411847,-0.0718936882411847,-0.0718936882411847,-0.0695997205266562,-0.0695997205266562,0.0725192467755904,-0.0250200938198116,0.0695997205266562,0.0718936882411847,0.0718936882411847,0.0718936882411847,0.157610757706732
"MIR200",-0.304649833942254,-0.287601639631646,-0.287601639631646,-0.151760560323348,-0.11048659849212,-0.11048659849212,-0.11048659849212,-0.109119509884525,-0.109119509884525,0.110715029347858,-0.0511886583001809,0.109119509884525,0.11048659849212,0.11048659849212,0.11048659849212,0.332920554730999
"TGFB",-0.349038959027608,-0.318853240204618,-0.318853240204618,-0.13971892587773,-0.136676696321126,-0.136676696321126,-0.136676696321126,-0.137019455532779,-0.137019455532779,0.136897381917712,-0.197841740126437,0.137019455532779,0.136676696321126,0.136676696321126,0.136676696321126,0.419798182730939
"SNAIL1",-0.350026650867754,-0.319456572037126,-0.319456572037126,-0.139825292691284,-0.136897381917712,-0.136897381917712,-0.136897381917712,-0.136676696321126,-0.136676696321126,0.137109545991263,-0.198475577279046,0.136676696321126,0.136897381917712,0.136897381917712,0.136897381917712,0.320381762553467
"MIR129",-0.328963674977844,-0.237957144607379,-0.237957144607379,-0.13262360446571,-0.17999157380997,-0.17999157380997,-0.17999157380997,-0.180885761589404,-0.180885761589404,0.18071820873856,-0.0972440568065071,0.180885761589404,0.17999157380997,0.17999157380997,0.17999157380997,0.32566419076133
