"","TWIST1","MIR34","MIR340","MIR1199","HAS2","GRHL2","ESRP1","ZEB1","TGFB","MIR200","HA","CD44s","CD24","MIR190","SNAIL1","MIR129"
"SNAIL1",-0.215463273875074,-0.0729519640322731,0.121116338819253,0.121116338819253,0.121116338819253,0.121116338819253,0.121116338819253,-0.12159118222196,0.201154172305962,-0.191696839185132,-0.120483706775704,-0.120483706775704,-0.120483706775704,-0.121116338819253,0.0533394748363353,0.215463273875074
"MIR190",-0.210997137877037,-0.0705679363991644,0.120226637366964,0.120226637366964,0.120226637366964,0.120226637366964,0.120226637366964,-0.120483706775704,0.100646492258135,-0.188224167235984,-0.12173039676546,-0.12173039676546,-0.12173039676546,-0.120226637366964,0.148644288982035,0.210997137877037
"MIR200",-0.0943200392195414,0.0139005496703293,0.0896065690190181,0.0896065690190181,0.0896065690190181,0.0896065690190181,0.0896065690190181,-0.0897647134576054,0.0743659287378413,-0.167582183231696,-0.0893534044620561,-0.0893534044620561,-0.0893534044620561,-0.0896065690190181,0.0467178868102604,0.0943200392195414
"MIR340",0.216799965438805,0.111038475902742,0.0502518674977628,0.0502518674977628,0.0502518674977628,0.0502518674977628,0.0502518674977628,-0.0503412330026779,0.0236899663427576,-0.0102639779588119,-0.0488075174552819,-0.0488075174552819,-0.0488075174552819,-0.0502518674977628,-0.170363828070848,-0.216799965438805
"CD24",0.216799965438805,0.111038475902742,0.0502518674977628,0.0502518674977628,0.0502518674977628,0.0502518674977628,0.0502518674977628,-0.0503412330026779,0.0236899663427576,-0.0102639779588119,-0.0488075174552819,-0.0488075174552819,-0.0488075174552819,-0.0502518674977628,-0.170363828070848,-0.216799965438805
"HAS2",0.221640148087207,0.111354598136672,0.0488075174552819,0.0488075174552819,0.0488075174552819,0.0488075174552819,0.0488075174552819,-0.0502518674977628,0.0189556668258494,-0.00815649639927554,-0.144990723562152,-0.0449907235621521,-0.0449907235621521,-0.0488075174552819,-0.169796183794595,-0.221640148087207
"ESRP1",0.221640148087207,0.111354598136672,0.0488075174552819,0.0488075174552819,0.0488075174552819,0.0488075174552819,0.0488075174552819,-0.0502518674977628,0.0189556668258494,-0.00815649639927554,-0.0449907235621521,-0.144990723562152,-0.0449907235621521,-0.0488075174552819,-0.169796183794595,-0.221640148087207
"ZEB1",-0.215522308847967,-0.111312648814458,-0.0503412330026779,-0.0503412330026779,-0.0503412330026779,-0.0503412330026779,-0.0503412330026779,-0.0496689534086494,-0.025543624879343,0.0100994742117821,0.0502518674977628,0.0502518674977628,0.0502518674977628,0.0503412330026779,0.172122212961763,0.215522308847967
"TWIST1",-0.165726297727167,-0.0984330782015621,0.0277819942197168,0.0277819942197168,0.0277819942197168,0.0277819942197168,0.0277819942197168,-0.0279037757089304,0.0972909628499862,-0.131820224976107,-0.0283081781335228,-0.0283081781335228,-0.0283081781335228,-0.0277819942197168,0.2391006112571,0.115109522533723
"MIR129",0.067190732873611,0.097909517992138,-0.0283081781335228,-0.0283081781335228,-0.0283081781335228,-0.0283081781335228,-0.0283081781335228,0.0277819942197168,-0.0995169419990423,0.131943415613618,0.0302455849889625,0.0302455849889625,0.0302455849889625,0.0283081781335228,-0.23735778156038,-0.116548183271363
"MIR1199",-0.216799965438805,-0.111038475902742,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,0.0503412330026779,-0.0236899663427576,0.0102639779588119,0.0488075174552819,0.0488075174552819,0.0488075174552819,0.0502518674977628,0.170363828070848,0.216799965438805
"HA",-0.216799965438805,-0.111038475902742,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,0.0503412330026779,-0.0236899663427576,0.0102639779588119,0.0488075174552819,0.0488075174552819,0.0488075174552819,0.0502518674977628,0.170363828070848,0.216799965438805
"CD44s",-0.216799965438805,-0.111038475902742,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,-0.0502518674977628,0.0503412330026779,-0.0236899663427576,0.0102639779588119,0.0488075174552819,0.0488075174552819,0.0488075174552819,0.0502518674977628,0.170363828070848,0.216799965438805
"TGFB",0.212712931981745,0.0720604737125973,-0.120483706775704,-0.120483706775704,-0.120483706775704,-0.120483706775704,-0.120483706775704,0.121116338819253,-0.199935254704792,0.190030922931192,0.120226637366964,0.120226637366964,0.120226637366964,0.120483706775704,-0.151940482111098,-0.212712931981745
"MIR34",0.212712931981745,0.0720604737125973,-0.120483706775704,-0.120483706775704,-0.120483706775704,-0.120483706775704,-0.120483706775704,0.121116338819253,-0.199935254704792,0.190030922931192,0.120226637366964,0.120226637366964,0.120226637366964,0.120483706775704,-0.151940482111098,-0.212712931981745
"GRHL2",-0.241578724238181,-0.194224807433296,-0.126397623490597,-0.126397623490597,-0.126397623490597,-0.126397623490597,-0.126397623490597,0.126838735091832,-0.105350385426353,0.094452386101008,0.124359406930088,0.124359406930088,0.0243594069300876,0.126397623490597,0.194767254717942,0.241578724238181
