"","CD44s","CD24","MIR340","HAS2","ESRP1","MIR34","TWIST1","MIR129","TGFB","ZEB1","SNAIL1","MIR190","MIR1199","GRHL2","HA","MIR200"
"TWIST1",0.167074907143304,0.167074907143304,0.168703571638418,0.168703571638418,0.168703571638418,0.0756937658396837,-0.0504221287554993,-0.103245405713893,0.00395163223203123,-0.168912339905641,-0.0218918629338018,-0.168703571638418,-0.168703571638418,-0.168703571638418,-0.167074907143304,-0.0882300515152816
"MIR129",0.167969094922737,0.167969094922737,0.167074907143304,0.167074907143304,0.167074907143304,0.0740922875520336,0.0525067415373878,-0.102800728758622,0.00482511772090133,-0.168703571638418,-0.0205881714283812,-0.167074907143304,-0.167074907143304,-0.167074907143304,-0.167969094922737,-0.0878296819433691
"MIR200",0.108764780668681,0.108764780668681,0.109220476871213,0.109220476871213,0.109220476871213,0.18439855481268,-0.0501377511458792,-0.0260211281949043,-0.185660169581967,-0.109694910186975,0.0132395245661858,-0.109220476871213,-0.109220476871213,-0.109220476871213,-0.108764780668681,-0.032535333824495
"HAS2",0.105905998763142,0.105905998763142,0.105651545836933,0.105651545836933,0.105651545836933,0.09759687524601,0.0856807036101154,0.052584850443674,0.00288877225996901,-0.106756048810595,-0.0644036890143513,-0.105651545836933,-0.105651545836933,-0.105651545836933,-0.205905998763142,-0.109889890908744
"MIR340",0.105651545836933,0.105651545836933,0.106756048810595,0.106756048810595,0.106756048810595,0.0985452419478013,0.0841281921945903,0.0526761746445872,0.0024056804725294,-0.106726260308956,-0.065160548049356,-0.106756048810595,-0.106756048810595,-0.106756048810595,-0.105651545836933,-0.110311387220651
"MIR1199",0.105651545836933,0.105651545836933,0.106756048810595,0.106756048810595,0.106756048810595,0.0985452419478013,0.0841281921945903,0.0526761746445872,0.0024056804725294,-0.106726260308956,-0.065160548049356,-0.106756048810595,-0.106756048810595,-0.106756048810595,-0.105651545836933,-0.110311387220651
"CD24",0.105651545836933,0.105651545836933,0.106756048810595,0.106756048810595,0.106756048810595,0.0985452419478013,0.0841281921945903,0.0526761746445872,0.0024056804725294,-0.106726260308956,-0.065160548049356,-0.106756048810595,-0.106756048810595,-0.106756048810595,-0.105651545836933,-0.110311387220651
"SNAIL1",0.0616387120468617,0.0616387120468617,0.0618299728972369,0.0618299728972369,0.0618299728972369,0.0761172217011008,-0.0606985739005463,-0.0113362454458211,-0.0633684064558178,-0.061395541699015,-0.107394974441943,-0.0618299728972369,-0.0618299728972369,-0.0618299728972369,-0.0616387120468617,0.0139952388975177
"ZEB1",-0.106756048810595,-0.106756048810595,-0.106726260308956,-0.106726260308956,-0.106726260308956,-0.0982345126478562,-0.08465795224445,-0.0537045323884326,-0.00224307884651314,0.00643085438046506,0.0653884868315117,0.106726260308956,0.106726260308956,0.106726260308956,0.106756048810595,0.110585560132368
"MIR190",-0.0609403079389054,-0.0609403079389054,-0.0604390548060733,-0.0604390548060733,-0.0604390548060733,-0.0752017063844874,0.0589594688110571,0.0124750141271152,0.162348376443512,0.0616387120468617,0.00598498128047354,0.0604390548060733,0.0604390548060733,0.0604390548060733,0.0609403079389054,-0.0147802048000131
"TGFB",-0.0604390548060733,-0.0604390548060733,-0.0616387120468617,-0.0616387120468617,-0.0616387120468617,-0.0764323950464408,0.0612911890046338,0.0128709666128169,0.0630596139968547,0.0618299728972369,0.00709918740860725,0.0616387120468617,0.0616387120468617,0.0616387120468617,0.0604390548060733,-0.0145445410136816
"MIR34",-0.0604390548060733,-0.0604390548060733,-0.0616387120468617,-0.0616387120468617,-0.0616387120468617,-0.0764323950464408,0.0612911890046338,0.0128709666128169,0.0630596139968547,0.0618299728972369,0.00709918740860725,0.0616387120468617,0.0616387120468617,0.0616387120468617,0.0604390548060733,-0.0145445410136816
"HA",-0.105651545836933,-0.105651545836933,-0.106756048810595,-0.106756048810595,-0.106756048810595,-0.0985452419478013,-0.0841281921945903,-0.0526761746445872,-0.0024056804725294,0.106726260308956,0.065160548049356,0.106756048810595,0.106756048810595,0.106756048810595,0.105651545836933,0.110311387220651
"CD44s",-0.105651545836933,-0.105651545836933,-0.106756048810595,-0.106756048810595,-0.106756048810595,-0.0985452419478013,-0.0841281921945903,-0.0526761746445872,-0.0024056804725294,0.106726260308956,0.065160548049356,0.106756048810595,0.106756048810595,0.106756048810595,0.105651545836933,0.110311387220651
"ESRP1",-0.00590599876314162,-0.105905998763142,-0.105651545836933,-0.105651545836933,-0.105651545836933,-0.09759687524601,-0.0856807036101154,-0.052584850443674,-0.00288877225996901,0.106756048810595,0.0644036890143513,0.105651545836933,0.105651545836933,0.105651545836933,0.105905998763142,0.109889890908744
"GRHL2",-0.205933592876001,-0.305933592876001,-0.206697924086192,-0.206697924086192,-0.206697924086192,-0.187405534805532,-0.104558690770556,-0.0710838431091754,-0.00960221133018451,0.206962591046933,0.0903201797420125,0.206697924086192,0.206697924086192,0.206697924086192,0.205933592876001,0.221413650399291
