"","HA","CD44s","MIR190","MIR1199","HAS2","ESRP1","MIR34","MIR200","SNAIL1","TWIST1","MIR129","ZEB1","TGFB","MIR340","GRHL2","CD24"
"ESRP1",0.1926097711812,0.2926097711812,0.185739542173566,0.185739542173566,0.185739542173566,0.185739542173566,0.146496036141631,0.146496036141631,-0.0399423638725675,-0.0569383949383949,-0.0569383949383949,-0.194830451264475,-0.16972281718732,-0.185739542173566,-0.185739542173566,-0.1926097711812
"MIR340",0.185739542173566,0.185739542173566,0.194830451264475,0.194830451264475,0.194830451264475,0.194830451264475,0.157560314329197,0.157560314329197,-0.0294409447618768,-0.0632397648014086,-0.0632397648014086,-0.190511118526912,-0.159771126366064,-0.194830451264475,-0.194830451264475,-0.185739542173566
"MIR1199",0.185739542173566,0.185739542173566,0.194830451264475,0.194830451264475,0.194830451264475,0.194830451264475,0.157560314329197,0.157560314329197,-0.0294409447618768,-0.0632397648014086,-0.0632397648014086,-0.190511118526912,-0.159771126366064,-0.194830451264475,-0.194830451264475,-0.185739542173566
"CD44s",0.185739542173566,0.185739542173566,0.194830451264475,0.194830451264475,0.194830451264475,0.194830451264475,0.157560314329197,0.157560314329197,-0.0294409447618768,-0.0632397648014086,-0.0632397648014086,-0.190511118526912,-0.159771126366064,-0.194830451264475,-0.194830451264475,-0.185739542173566
"MIR200",0.179381980673383,0.179381980673383,0.188242740167054,0.188242740167054,0.188242740167054,0.188242740167054,0.0722316464610807,0.0722316464610807,0.040151802250474,0.0848656885831607,0.0848656885831607,-0.183586265030874,-0.166818676923938,-0.188242740167054,-0.188242740167054,-0.179381980673383
"SNAIL1",0.102151344682257,0.102151344682257,0.106491494748463,0.106491494748463,0.106491494748463,0.106491494748463,0.00313879285291672,0.00313879285291672,-0.0918955817612583,0.103930026669083,0.103930026669083,-0.10366264043446,0.000750919876021021,-0.106491494748463,-0.106491494748463,-0.102151344682257
"MIR190",0.0987714295989191,0.0987714295989191,0.107292732857064,0.107292732857064,0.107292732857064,0.107292732857064,0.00474423515490237,0.00474423515490237,0.0102024248513251,0.102614316449159,0.102614316449159,-0.102151344682257,-0.0957289801785153,-0.107292732857064,-0.107292732857064,-0.0987714295989191
"MIR129",0.0409437086092715,0.0409437086092715,0.0320018308149347,0.0320018308149347,0.0320018308149347,0.0320018308149347,0.0211718152661251,0.0211718152661251,-0.0241320610037923,0.0958654259353793,0.0132419944616251,-0.0393934619850675,-0.0360913843809628,-0.0320018308149347,-0.0320018308149347,-0.0409437086092715
"TWIST1",0.0320018308149347,0.0320018308149347,0.0393934619850675,0.0393934619850675,0.0393934619850675,0.0393934619850675,0.0309038756295374,0.0309038756295374,-0.0142651747680299,-0.010096917160855,0.0072519342994488,-0.0345222024165219,-0.0248487808306669,-0.0393934619850675,-0.0393934619850675,-0.0320018308149347
"ZEB1",-0.194830451264475,-0.194830451264475,-0.190511118526912,-0.190511118526912,-0.190511118526912,-0.190511118526912,-0.150852217089204,-0.150852217089204,0.0370280499393434,0.0584719243526707,0.0584719243526707,0.0950236987449012,0.170080069455495,0.190511118526912,0.190511118526912,0.194830451264475
"TGFB",-0.107292732857064,-0.107292732857064,-0.102151344682257,-0.102151344682257,-0.102151344682257,-0.102151344682257,0.00256134222137414,0.00256134222137414,-0.00235655669905026,-0.107409740998213,-0.107409740998213,0.106491494748463,0.00573372176220423,0.102151344682257,0.102151344682257,0.107292732857064
"MIR34",-0.107292732857064,-0.107292732857064,-0.102151344682257,-0.102151344682257,-0.102151344682257,-0.102151344682257,0.00256134222137414,0.00256134222137414,-0.00235655669905026,-0.107409740998213,-0.107409740998213,0.106491494748463,0.00573372176220423,0.102151344682257,0.102151344682257,0.107292732857064
"HA",-0.185739542173566,-0.185739542173566,-0.194830451264475,-0.194830451264475,-0.194830451264475,-0.194830451264475,-0.157560314329197,-0.157560314329197,0.0294409447618768,0.0632397648014086,0.0632397648014086,0.190511118526912,0.159771126366064,0.194830451264475,0.194830451264475,0.185739542173566
"CD24",-0.185739542173566,-0.185739542173566,-0.194830451264475,-0.194830451264475,-0.194830451264475,-0.194830451264475,-0.157560314329197,-0.157560314329197,0.0294409447618768,0.0632397648014086,0.0632397648014086,0.190511118526912,0.159771126366064,0.194830451264475,0.194830451264475,0.185739542173566
"HAS2",-0.0926097711811997,-0.1926097711812,-0.185739542173566,-0.185739542173566,-0.185739542173566,-0.185739542173566,-0.146496036141631,-0.146496036141631,0.0399423638725675,0.0569383949383949,0.0569383949383949,0.194830451264475,0.16972281718732,0.185739542173566,0.185739542173566,0.1926097711812
"GRHL2",-0.319657269432139,-0.319657269432139,-0.324752810833412,-0.324752810833412,-0.324752810833412,-0.324752810833412,-0.295256797255647,-0.295256797255647,0.0551296328406179,0.0795580185653069,0.0795580185653069,0.323914698791066,0.301261538083347,0.324752810833412,0.324752810833412,0.419657269432139
