"","MIR34","MIR200","TWIST1","MIR340","MIR190","MIR1199","HAS2","CD44s","CD24","ZEB1","HA","GRHL2","ESRP1","MIR129","TGFB","SNAIL1"
"TWIST1",0.519850189782569,0.519850189782569,0.33397928812913,0.429052499916964,0.429052499916964,0.429052499916964,0.429052499916964,0.411187303224406,0.411187303224406,-0.443944636312232,-0.411187303224406,-0.429052499916964,-0.429052499916964,-0.188658438281597,-0.463095456153409,-0.689819384076286
"MIR129",0.4943189301583,0.4943189301583,0.416092258840427,0.411187303224406,0.411187303224406,0.411187303224406,0.411187303224406,0.38987582781457,0.38987582781457,-0.429052499916964,-0.38987582781457,-0.411187303224406,-0.411187303224406,-0.170792887666897,-0.436186467705959,-0.658517064877713
"MIR34",0.55765590253025,0.55765590253025,0.318577917534713,0.384078208386084,0.384078208386084,0.384078208386084,0.384078208386084,0.365055072139297,0.365055072139297,-0.399835159982377,-0.365055072139297,-0.384078208386084,-0.384078208386084,-0.318577917534713,-0.506326654762459,-0.697001966943072
"MIR190",0.530554567102128,0.530554567102128,0.299792171824199,0.365055072139297,0.365055072139297,0.365055072139297,0.365055072139297,0.34274930772827,0.34274930772827,-0.384078208386084,-0.34274930772827,-0.365055072139297,-0.365055072139297,-0.299792171824199,-0.578114231813194,-0.663900759886434
"MIR200",0.497584467748935,0.497584467748935,0.302426948933155,0.31047964530058,0.31047964530058,0.31047964530058,0.31047964530058,0.294023949098048,0.294023949098048,-0.32451935712627,-0.294023949098048,-0.31047964530058,-0.31047964530058,-0.302426948933155,-0.54306326485506,-0.582767868391837
"HA",0.320648553482294,0.320648553482294,0.243123235400109,0.240194063318025,0.240194063318025,0.240194063318025,0.240194063318025,0.227704683538926,0.227704683538926,-0.250768981399646,-0.227704683538926,-0.240194063318025,-0.240194063318025,-0.243123235400109,-0.272932801390337,-0.421768017175412
"CD44s",0.320648553482294,0.320648553482294,0.243123235400109,0.240194063318025,0.240194063318025,0.240194063318025,0.240194063318025,0.227704683538926,0.227704683538926,-0.250768981399646,-0.227704683538926,-0.240194063318025,-0.240194063318025,-0.243123235400109,-0.272932801390337,-0.421768017175412
"CD24",0.320648553482294,0.320648553482294,0.243123235400109,0.240194063318025,0.240194063318025,0.240194063318025,0.240194063318025,0.227704683538926,0.227704683538926,-0.250768981399646,-0.227704683538926,-0.240194063318025,-0.240194063318025,-0.243123235400109,-0.272932801390337,-0.421768017175412
"ZEB1",-0.335764620014921,-0.335764620014921,-0.253624949329682,-0.250768981399646,-0.250768981399646,-0.250768981399646,-0.250768981399646,-0.240194063318025,-0.240194063318025,0.159539481552442,0.240194063318025,0.250768981399646,0.250768981399646,0.253624949329682,0.288770199764321,0.44049155999534
"HAS2",-0.302734960226235,-0.302734960226235,-0.230794468276821,-0.227704683538926,-0.227704683538926,-0.227704683538926,-0.227704683538926,-0.212183055040198,-0.212183055040198,0.240194063318025,0.112183055040198,0.227704683538926,0.227704683538926,0.230794468276821,0.253319274820289,0.399440675642772
"ESRP1",-0.302734960226235,-0.302734960226235,-0.230794468276821,-0.227704683538926,-0.227704683538926,-0.227704683538926,-0.227704683538926,-0.312183055040198,-0.212183055040198,0.240194063318025,0.212183055040198,0.227704683538926,0.227704683538926,0.230794468276821,0.253319274820289,0.399440675642772
"MIR340",-0.320648553482294,-0.320648553482294,-0.243123235400109,-0.240194063318025,-0.240194063318025,-0.240194063318025,-0.240194063318025,-0.227704683538926,-0.227704683538926,0.250768981399646,0.227704683538926,0.240194063318025,0.240194063318025,0.243123235400109,0.272932801390337,0.421768017175412
"MIR1199",-0.320648553482294,-0.320648553482294,-0.243123235400109,-0.240194063318025,-0.240194063318025,-0.240194063318025,-0.240194063318025,-0.227704683538926,-0.227704683538926,0.250768981399646,0.227704683538926,0.240194063318025,0.240194063318025,0.243123235400109,0.272932801390337,0.421768017175412
"GRHL2",-0.410334782723827,-0.410334782723827,-0.262179261558406,-0.322158373186786,-0.322158373186786,-0.322158373186786,-0.322158373186786,-0.308909965543473,-0.408909965543473,0.333230274377787,0.308909965543473,0.322158373186786,0.322158373186786,0.262179261558406,0.357810146815711,0.441148078492186
"TGFB",-0.55765590253025,-0.55765590253025,-0.318577917534713,-0.384078208386084,-0.384078208386084,-0.384078208386084,-0.384078208386084,-0.365055072139297,-0.365055072139297,0.399835159982377,0.365055072139297,0.384078208386084,0.384078208386084,0.318577917534713,0.506326654762459,0.697001966943072
"SNAIL1",-0.580141269482074,-0.580141269482074,-0.333757981354801,-0.399835159982377,-0.399835159982377,-0.399835159982377,-0.399835159982377,-0.384078208386084,-0.384078208386084,0.413080260002583,0.384078208386084,0.399835159982377,0.399835159982377,0.333757981354801,0.530363709857535,0.624845919297377
