"","MIR34","MIR340","MIR1199","HAS2","ESRP1","TGFB","HA","CD44s","CD24","SNAIL1","ZEB1","TWIST1","MIR129","MIR190","GRHL2","MIR200"
"TWIST1",0.0807276297527552,0.185521360219375,0.185521360219375,0.185521360219375,0.185521360219375,0.118281211702055,0.187450701236664,0.187450701236664,0.187450701236664,0.0234438960128066,-0.186025883531831,0.0861781100632327,-0.205956006260884,-0.185521360219375,-0.185521360219375,-0.0807276297527552
"GRHL2",0.160819718256344,0.15537324046498,0.15537324046498,0.15537324046498,0.15537324046498,0.163047634421933,0.157666234095553,0.157666234095553,0.0576662340955535,0.0432677730244775,-0.156917131069303,-0.0524327224355926,-0.0524327224355926,-0.15537324046498,-0.15537324046498,-0.160819718256344
"MIR340",0.0977744915620709,0.0943634725904215,0.0943634725904215,0.0943634725904215,0.0943634725904215,0.10272595911012,0.0968273638393595,0.0968273638393595,0.0968273638393595,0.0147575644822885,-0.0973125342526199,-0.0374759100689802,-0.0374759100689802,-0.0943634725904215,-0.0943634725904215,-0.0977744915620709
"HA",0.0977744915620709,0.0943634725904215,0.0943634725904215,0.0943634725904215,0.0943634725904215,0.10272595911012,0.0968273638393595,0.0968273638393595,0.0968273638393595,0.0147575644822885,-0.0973125342526199,-0.0374759100689802,-0.0374759100689802,-0.0943634725904215,-0.0943634725904215,-0.0977744915620709
"CD44s",0.0977744915620709,0.0943634725904215,0.0943634725904215,0.0943634725904215,0.0943634725904215,0.10272595911012,0.0968273638393595,0.0968273638393595,0.0968273638393595,0.0147575644822885,-0.0973125342526199,-0.0374759100689802,-0.0374759100689802,-0.0943634725904215,-0.0943634725904215,-0.0977744915620709
"HAS2",0.105045302942471,0.0968273638393595,0.0968273638393595,0.0968273638393595,0.0968273638393595,0.102822577467608,0.19860853432282,0.09860853432282,0.09860853432282,0.0227991917292138,-0.0943634725904215,-0.0295307045895281,-0.0295307045895281,-0.0968273638393595,-0.0968273638393595,-0.105045302942471
"ESRP1",0.105045302942471,0.0968273638393595,0.0968273638393595,0.0968273638393595,0.0968273638393595,0.102822577467608,0.09860853432282,0.19860853432282,0.09860853432282,0.0227991917292138,-0.0943634725904215,-0.0295307045895281,-0.0295307045895281,-0.0968273638393595,-0.0968273638393595,-0.105045302942471
"MIR200",0.0114918524972393,0.0924443136900924,0.0924443136900924,0.0924443136900924,0.0924443136900924,-0.0954383702549471,0.0914822883736367,0.0914822883736367,0.0914822883736367,0.0599834522673407,-0.0932701790916036,-0.0569228645657352,-0.0569228645657352,-0.0924443136900924,-0.0924443136900924,-0.0114918524972393
"SNAIL1",-0.0224538326757858,0.0607061921633421,0.0607061921633421,0.0607061921633421,0.0607061921633421,-0.0252092487643961,0.0617507706538526,0.0617507706538526,0.0617507706538526,-0.0965461793887196,-0.0624641230584724,-0.0338416271539379,-0.0338416271539379,-0.0607061921633421,-0.0607061921633421,0.0224538326757858
"MIR190",-0.0174600287387658,0.0639787055296024,0.0639787055296024,0.0639787055296024,0.0639787055296024,-0.131987517191668,0.0579636679356174,0.0579636679356174,0.0579636679356174,0.00160759557575719,-0.0617507706538526,-0.0255583725500519,-0.0255583725500519,-0.0639787055296024,-0.0639787055296024,0.0174600287387658
"MIR34",-0.0190049357824945,0.0617507706538526,0.0617507706538526,0.0617507706538526,0.0617507706538526,-0.0234052507146643,0.0639787055296024,0.0639787055296024,0.0639787055296024,0.00884993540862627,-0.0607061921633421,-0.0309697231879753,-0.0309697231879753,-0.0617507706538526,-0.0617507706538526,0.0190049357824945
"ZEB1",-0.10269132577885,-0.0973125342526199,-0.0973125342526199,-0.0973125342526199,-0.0973125342526199,-0.0972950648011769,-0.0943634725904215,-0.0943634725904215,-0.0943634725904215,-0.013878372036831,-0.00367554764612718,0.0294671846093354,0.0294671846093354,0.0973125342526199,0.0973125342526199,0.10269132577885
"TGFB",0.0190049357824945,-0.0617507706538526,-0.0617507706538526,-0.0617507706538526,-0.0617507706538526,0.0234052507146643,-0.0639787055296024,-0.0639787055296024,-0.0639787055296024,-0.00884993540862627,0.0607061921633421,0.0309697231879753,0.0309697231879753,0.0617507706538526,0.0617507706538526,-0.0190049357824945
"MIR1199",-0.0977744915620709,-0.0943634725904215,-0.0943634725904215,-0.0943634725904215,-0.0943634725904215,-0.10272595911012,-0.0968273638393595,-0.0968273638393595,-0.0968273638393595,-0.0147575644822885,0.0973125342526199,0.0374759100689802,0.0374759100689802,0.0943634725904215,0.0943634725904215,0.0977744915620709
"CD24",-0.0977744915620709,-0.0943634725904215,-0.0943634725904215,-0.0943634725904215,-0.0943634725904215,-0.10272595911012,-0.0968273638393595,-0.0968273638393595,-0.0968273638393595,-0.0147575644822885,0.0973125342526199,0.0374759100689802,0.0374759100689802,0.0943634725904215,0.0943634725904215,0.0977744915620709
"MIR129",-0.0838689910092998,-0.187450701236664,-0.187450701236664,-0.187450701236664,-0.187450701236664,-0.114251907672751,-0.185215231788079,-0.185215231788079,-0.185215231788079,-0.022634234972598,0.185521360219375,-0.191303633075785,0.200802985073335,0.187450701236664,0.187450701236664,0.0838689910092998
